,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,time
21,21,desert,24.63,25.2,100.0,0.57,6,0.3095238095238095,1.2300000000000004,0.0393035155424257,24.915
22,22,near,26.43,26.76,100.0,0.33,4,0.25,0.0,0.5158380334585049,26.595
23,23,them,26.76,27.12,100.0,0.36,4,0.2857142857142857,0.0,0.5096586444239453,26.94
24,24,on,27.12,27.3,100.0,0.18,2,0.2857142857142857,0.0,0.2416705450709209,27.21
25,25,the,27.3,27.42,100.0,0.12,3,0.0476190476190476,0.0,0.1836147006482253,27.36
26,26,sand,27.42,28.05,100.0,0.63,4,0.6071428571428572,0.5999999999999979,0.2753297934405349,27.735
27,27,half,28.65,29.07,100.0,0.42,4,0.3571428571428571,0.0,0.2131274841770706,28.86
28,28,sunk,29.07,29.67,100.0,0.6,4,0.5714285714285714,0.4799999999999969,0.2766888880209945,29.37
29,29,a,30.15,30.24,100.0,0.09,1,0.2857142857142857,0.0,0.1517074014544844,30.195
30,30,shattered,30.24,30.81,100.0,0.57,9,0.1587301587301587,0.0,0.3796608825167449,30.525
31,31,visage,30.81,31.23,100.0,0.42,6,0.1904761904761904,0.0,0.2010080639335595,31.02
32,32,lies,31.23,31.92,100.0,0.69,4,0.6785714285714285,0.3900000000000005,0.041156875168056,31.575000000000003
33,33,whose,32.31,32.61,100.0,0.3,5,0.1428571428571428,0.0,0.1875772786772449,32.46
34,34,frown,32.61,33.24,100.0,0.63,5,0.4571428571428572,0.3900000000000005,0.3741419794662261,32.925
35,35,and,33.63,33.81,100.0,0.18,3,0.1428571428571428,0.0,0.3335864691263406,33.72
36,36,wrinkled,33.81,34.14,100.0,0.33,8,0.0535714285714285,0.0,0.2394830275974459,33.975
37,37,lip,34.14,34.53,100.0,0.39,3,0.4761904761904762,0.0899999999999963,0.2185977398715203,34.335
38,38,and,34.62,34.8,100.0,0.18,3,0.1428571428571428,0.0,0.1663178519406488,34.709999999999994
39,39,sneer,34.8,35.16,100.0,0.36,5,0.1999999999999999,0.0,0.3496058138130168,34.98
40,40,of,35.16,35.28,100.0,0.12,2,0.1428571428571428,0.0,0.031693679348506,35.22
41,41,cold,35.28,35.67,100.0,0.39,4,0.3214285714285714,0.0,0.2286473665500561,35.475
42,42,command,35.67,36.36,100.0,0.69,7,0.3265306122448979,0.7199999999999989,0.0679487964570865,36.015
43,43,tell,37.08,37.44,100.0,0.36,4,0.2857142857142857,0.0,0.5540282379331032,37.26
44,44,that,37.44,37.62,100.0,0.18,4,0.0714285714285714,0.0,0.1279130614319063,37.53
45,45,it's,37.62,37.8,100.0,0.18,4,0.0714285714285714,0.0,0.1925869874129311,37.709999999999994
46,46,sculptor,37.8,38.49,100.0,0.69,8,0.2678571428571428,0.0,0.2816613901070605,38.144999999999996
47,47,well,38.49,39.06,100.0,0.57,4,0.5357142857142857,0.1499999999999985,0.4742140761757244,38.775000000000006
48,48,those,39.21,39.51,100.0,0.3,5,0.1428571428571428,0.0,0.1619866831213796,39.36
49,49,passions,39.51,40.11,100.0,0.6,8,0.2142857142857142,0.0,0.1262481526614012,39.81
50,50,read,40.11,40.56,100.0,0.45,4,0.3928571428571429,0.1799999999999997,0.1051443137506024,40.335
51,51,which,40.74,41.01,100.0,0.27,5,0.1142857142857143,0.0,0.1619291702948588,40.875
52,52,yet,41.01,41.28,100.0,0.27,3,0.2857142857142857,0.0,0.1749442573288649,41.144999999999996
53,53,survive,41.28,41.97,100.0,0.69,7,0.3265306122448979,0.5399999999999991,0.0884997373058058,41.625
54,54,stamped,42.51,43.17,100.0,0.66,7,0.3061224489795919,0.0300000000000011,0.2815669996892995,42.84
55,55,on,43.2,43.35,100.0,0.15,2,0.2142857142857142,0.0,0.1022458207000837,43.275000000000006
56,56,these,43.35,43.53,100.0,0.18,5,0.0285714285714285,0.0,0.0259416549922581,43.44
57,57,lifeless,43.53,44.07,100.0,0.54,8,0.1785714285714286,0.0,0.0824479588080323,43.8
58,58,things,44.07,44.7,100.0,0.63,6,0.3571428571428571,0.3299999999999983,0.0024119767248384,44.385000000000005
59,59,the,45.03,45.75,100.0,0.72,3,1.0,0.0,0.0,45.39
60,60,hand,45.75,46.02,100.0,0.27,4,0.1785714285714286,0.0,0.2832143964571356,45.885000000000005
61,61,that,46.02,46.17,100.0,0.15,4,0.0357142857142857,0.0,0.1767265664117687,46.095
62,62,mocked,46.17,46.56,100.0,0.39,6,0.1666666666666666,0.0,0.2913733797866114,46.365
63,63,them,46.56,46.83,45.739,0.27,4,0.1785714285714286,0.3900000000000005,0.2185049892784039,46.695
64,64,and,47.22,47.49,100.0,0.27,3,0.2857142857142857,0.0,0.6914537970129856,47.355000000000004
65,65,the,47.49,47.58,100.0,0.09,3,0.0,0.0,0.4016177099735868,47.535
66,66,heart,47.58,47.88,100.0,0.3,5,0.1428571428571428,0.0,0.0913403598128842,47.730000000000004
67,67,that,47.88,48.06,100.0,0.18,4,0.0714285714285714,0.0,0.0398550482843171,47.97
68,68,fed,48.06,48.48,100.0,0.42,3,0.5238095238095237,1.3800000000000026,0.0756493347398315,48.269999999999996
69,69,and,49.86,50.04,100.0,0.18,3,0.1428571428571428,0.0,0.8035776983298444,49.95
70,70,on,50.04,50.19,100.0,0.15,2,0.2142857142857142,0.0,1.0,50.114999999999995
71,71,the,50.19,50.28,100.0,0.09,3,0.0,0.0,0.2610943661546249,50.235
72,72,pedestal,50.28,50.91,100.0,0.63,8,0.2321428571428571,0.0,0.3751721884636805,50.595
73,73,these,50.91,51.21,100.0,0.3,5,0.1428571428571428,0.0,0.4408523263403758,51.06
74,74,words,51.21,51.57,100.0,0.36,5,0.1999999999999999,0.0,0.419166991362741,51.39
75,75,appear,51.57,52.14,100.0,0.57,6,0.3095238095238095,1.6799999999999995,0.1113031174260968,51.855000000000004
76,76,my,53.82,54.12,100.0,0.3,2,0.5714285714285714,0.0,0.6043436070172443,53.97
77,77,name,54.12,54.66,100.0,0.54,4,0.5000000000000001,0.1200000000000045,0.5759356162238649,54.39
78,78,is,54.78,54.99,100.0,0.21,2,0.3571428571428571,0.0,0.300172086505201,54.885000000000005
79,79,ozymandias,54.99,56.19,100.0,1.2,10,0.4285714285714285,0.2700000000000031,0.5211227279450878,55.59
80,80,king,56.46,56.91,100.0,0.45,4,0.3928571428571429,0.0300000000000011,0.4075489987998666,56.685
81,81,of,56.94,57.12,100.0,0.18,2,0.2857142857142857,0.0,0.33682847613013,57.03
82,82,kings,57.12,57.99,100.0,0.87,5,0.6857142857142857,0.509999999999998,0.0805355106904491,57.555
83,83,look,58.5,58.86,100.0,0.36,4,0.2857142857142857,0.0,0.3025156675100789,58.68
84,84,on,58.86,59.1,100.0,0.24,2,0.4285714285714285,0.0,0.8559427542159237,58.980000000000004
85,85,my,59.1,59.4,100.0,0.3,2,0.5714285714285714,0.0,0.7350961019486053,59.25
86,86,works,59.4,60.03,100.0,0.63,5,0.4571428571428572,0.0600000000000022,0.161317716615819,59.715
87,87,ye,60.09,60.33,100.0,0.24,2,0.4285714285714285,0.0,0.37535503275466,60.21
88,88,mighty,60.33,60.99,100.0,0.66,6,0.380952380952381,0.2999999999999971,0.1353363952518244,60.66
89,89,and,61.29,61.65,100.0,0.36,3,0.4285714285714285,0.0,0.4286545092585927,61.47
90,90,despair,61.65,62.7,100.0,1.05,7,0.5714285714285714,1.3499999999999943,0.2549080324008726,62.175
91,91,nothing,64.05,64.53,100.0,0.48,7,0.1836734693877551,0.0,0.2993871955148591,64.28999999999999
92,92,beside,64.53,65.19,100.0,0.66,6,0.380952380952381,0.0,0.4879208247491019,64.86
93,93,remains,65.19,66.09,100.0,0.9,7,0.4693877551020409,0.6599999999999966,0.198842990705403,65.64
94,94,round,66.75,67.38,100.0,0.63,5,0.4571428571428572,0.0,0.6380092273234222,67.065
95,95,the,67.38,67.5,100.0,0.12,3,0.0476190476190476,0.0,0.1557140150026021,67.44
96,96,decay,67.5,68.13,100.0,0.63,5,0.4571428571428572,0.2700000000000102,0.2238025867391798,67.815
97,97,of,68.4,68.61,100.0,0.21,2,0.3571428571428571,0.0,0.763465194708729,68.505
98,98,that,68.61,68.79,100.0,0.18,4,0.0714285714285714,0.0,0.498711633631124,68.7
99,99,colossal,68.79,69.42,100.0,0.63,8,0.2321428571428571,0.0,0.4309304168651642,69.105
100,100,wreck,69.42,69.87,100.0,0.45,5,0.2857142857142857,0.6599999999999966,0.2481931132229012,69.64500000000001
101,101,boundless,70.53,71.22,100.0,0.69,9,0.2222222222222222,0.0600000000000022,0.4242319034957065,70.875
102,102,and,71.28,71.58,100.0,0.3,3,0.3333333333333333,0.0,0.4269778272912143,71.43
103,103,bare,71.58,72.09,100.0,0.51,4,0.4642857142857143,0.75,0.0838130704705133,71.83500000000001
104,104,the,72.84,72.99,100.0,0.15,3,0.0952380952380952,0.0,0.2294119769907665,72.91499999999999
105,105,lone,72.99,73.47,100.0,0.48,4,0.4285714285714285,0.0,0.6926257107020634,73.22999999999999
106,106,and,73.47,73.56,100.0,0.09,3,0.0,0.0,0.439786312931041,73.515
107,107,level,73.56,73.92,100.0,0.36,5,0.1999999999999999,0.0,0.4621823596955901,73.74000000000001
108,108,sands,73.92,74.52,100.0,0.6,5,0.4285714285714285,0.0,0.4584496231246455,74.22
109,109,stretch,74.52,75.21,100.0,0.69,7,0.3265306122448979,0.1800000000000068,0.2573078240195352,74.865
110,110,far,75.39,76.02,100.0,0.63,3,0.8571428571428571,0.0,0.5937556420315019,75.705
111,111,away,76.02,76.71,100.0,0.69,4,0.6785714285714285,0.0,0.1488443164013178,76.365
