,Unnamed: 0.1,Unnamed: 0.1.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,time,pitch
31,31,31,visage,14.76,15.42,100.0,0.66,6,0.11,0.0,0.7981883252861875,15.09,85.56373166190471
32,32,32,lies,15.42,16.08,100.0,0.66,4,0.165,0.09000000000000341,0.4317318404631831,15.75,124.84694671387432
33,33,33,whose,16.17,16.47,100.0,0.3,5,0.06,0.0,0.3446844774339539,16.32,96.8130495358307
34,34,34,frown,16.47,17.04,100.0,0.57,5,0.11399999999999999,0.0,0.9092219752694268,16.755,82.05672888401223
35,35,35,and,17.04,17.25,100.0,0.21,3,0.06999999999999999,0.05999999999999872,0.7010436870490603,17.145,
36,36,36,wrinkled,17.31,17.82,100.0,0.51,8,0.06375,0.0,0.4596874200206369,17.564999999999998,80.91040421869148
37,37,37,lip,17.82,18.18,100.0,0.36,3,0.12,0.240000000000002,0.2464736391226597,18.0,72.60849685508067
38,38,38,and,18.42,18.6,100.0,0.18,3,0.06,0.0,0.679432366658769,18.51,
39,39,39,sneer,18.6,19.26,100.0,0.66,5,0.132,0.0,0.7156758936467494,18.93,87.41984786007554
40,40,40,of,19.26,19.38,100.0,0.12,2,0.06,0.0,0.33231066954171856,19.32,
41,41,41,cold,19.38,19.74,100.0,0.36,4,0.09,0.0,0.31954344469691004,19.56,81.6149623329074
42,42,42,command,19.74,20.16,100.0,0.42,7,0.06,0.0,0.4771864603973229,19.95,96.15164938966397
43,43,43,and,20.16,20.34,100.0,0.18,3,0.06,0.33000000000000185,0.26998119732679604,20.25,121.74319009498475
44,44,44,tell,20.67,21.06,100.0,0.39,4,0.0975,0.0,0.6779463355927384,20.865,102.31828616222074
45,45,45,that,21.06,21.27,100.0,0.21,4,0.0525,0.0,0.6046303916639076,21.165,85.50884337810263
46,46,46,it's,21.27,21.48,100.0,0.21,4,0.0525,0.0,0.2924706989989976,21.375,
47,47,47,sculptor,21.48,22.08,100.0,0.6,8,0.075,0.0,0.3050979147235468,21.78,83.37242559729383
48,48,48,well,22.08,22.47,100.0,0.39,4,0.0975,0.0,0.7155528802446725,22.275,79.9989823621287
49,49,49,those,22.47,22.83,100.0,0.36,5,0.072,0.0,0.7301057255075138,22.65,
50,50,50,passions,22.83,23.4,100.0,0.57,8,0.07125,0.0,0.4429292843233277,23.115,
51,51,51,read,23.4,23.79,100.0,0.39,4,0.0975,0.030000000000001137,0.36953487168586924,23.595,
52,52,52,which,23.82,24.06,100.0,0.24,5,0.048,0.0,0.29149457361074976,23.94,70.05663695884819
53,53,53,yet,24.06,24.3,100.0,0.24,3,0.08,0.0,0.9308741546648085,24.18,
54,54,54,survive,24.3,25.05,100.0,0.75,7,0.10714285714285714,0.4800000000000004,0.4709340077022685,24.675,
55,55,55,stamped,25.53,26.25,100.0,0.72,7,0.10285714285714286,0.0,0.5711394585882423,25.89,94.96693767277658
56,56,56,on,26.25,26.43,100.0,0.18,2,0.09,0.0,0.6823904765823531,26.34,
57,57,57,these,26.43,27.09,100.0,0.66,5,0.132,0.4800000000000004,0.37842704522759013,26.76,
58,58,58,lifeless,27.57,28.14,100.0,0.57,8,0.07125,0.0,0.7251775837156924,27.855,78.5006977076989
59,59,59,things,28.14,28.74,100.0,0.6,6,0.09999999999999999,1.6500000000000021,0.5552210011557757,28.44,
60,60,61,have,30.39,30.87,100.0,0.48,4,0.12,1.2600000000000016,0.7799337452670284,30.630000000000003,123.57579866201377
61,61,62,a,32.13,32.19,100.0,0.06,1,0.06,0.0,0.39999917939888313,32.16,
62,62,63,heart,32.19,32.61,100.0,0.42,5,0.08399999999999999,0.0,0.4301393594858529,32.4,
63,63,64,that,32.61,32.82,100.0,0.21,4,0.0525,0.0,0.2594106813958084,32.715,
64,64,65,fair,32.82,33.15,62.0142,0.33,4,0.0825,1.1700000000000017,0.34858833689645125,32.985,
65,65,66,among,34.32,34.876996,53.3006,0.556996,5,0.1113992,0.0,0.7627442720684638,34.598498,120.5802955348276
66,66,67,the,34.876996,34.92,100.0,0.043004,3,0.014334666666666667,0.05999999999999517,0.4465295619120443,34.898498000000004,
67,67,68,pedestal,34.98,35.61,100.0,0.63,8,0.07875,0.0,0.5411540539323304,35.295,68.82687580717707
68,68,69,these,35.61,35.97,100.0,0.36,5,0.072,0.0,0.5201354779994849,35.79,95.19433477421344
69,69,70,words,35.97,36.45,100.0,0.48,5,0.096,0.0,0.4525230285854114,36.21,
70,70,71,appear,36.45,36.96,100.0,0.51,6,0.085,1.5300000000000011,0.32607218666293425,36.705,
71,71,72,my,38.49,38.97,100.0,0.48,2,0.24,0.0,0.7282576112231115,38.73,71.44852934031515
72,72,73,name,38.97,39.66,100.0,0.69,4,0.1725,0.09000000000000341,0.6405595787250603,39.315,85.44151886771577
73,73,74,is,39.75,39.99,100.0,0.24,2,0.12,0.05999999999999517,0.43829963594669774,39.870000000000005,
74,74,75,ozymandias,40.05,41.31,100.0,1.26,10,0.126,0.0,0.5979382488323222,40.68,178.95652836042342
75,75,76,king,41.31,41.82,100.0,0.51,4,0.1275,0.060000000000002274,0.5697620284824129,41.565,85.29673886179506
76,76,77,of,41.88,42.06,100.0,0.18,2,0.09,0.0,0.4176669970320468,41.97,
77,77,78,kings,42.06,42.6,100.0,0.54,5,0.10800000000000001,1.1999999999999957,0.49727574922115936,42.33,119.64783898019505
78,78,79,on,43.8,44.01,100.0,0.21,2,0.105,0.0,0.6839116015193377,43.905,246.47872278820583
79,79,80,my,44.01,44.31,100.0,0.3,2,0.15,0.0,0.6245648943009753,44.16,
80,80,81,works,44.31,44.73,100.0,0.42,5,0.08399999999999999,0.0,0.7060749086108533,44.52,89.66817252637549
81,81,82,ye,44.73,44.94,100.0,0.21,2,0.105,0.0,0.7567694044668667,44.835,
82,82,83,mighty,44.94,45.42,100.0,0.48,6,0.08,0.0,0.7790345160163432,45.18,92.37449458229285
83,83,84,and,45.42,45.57,100.0,0.15,3,0.049999999999999996,0.0,0.7764560743991225,45.495000000000005,70.2168524431747
84,84,85,despair,45.57,46.11,100.0,0.54,7,0.07714285714285715,4.469999999999999,0.6525839711878992,45.84,
85,85,86,nothing,50.58,51.0,100.0,0.42,7,0.06,0.0,0.4908861995736214,50.79,85.0175138635383
86,86,87,beside,51.0,51.57,100.0,0.57,6,0.09499999999999999,0.0,0.42002896534141543,51.285,70.84388085155017
87,87,88,remains,51.57,52.23,100.0,0.66,7,0.09428571428571429,0.6300000000000026,0.6757619767617924,51.9,66.72442069822128
88,88,89,round,52.86,53.28,100.0,0.42,5,0.08399999999999999,0.0,0.5657619254229903,53.07,80.25277753187582
89,89,90,the,53.28,53.4,100.0,0.12,3,0.04,0.0,0.35474897005614886,53.34,
90,90,91,decay,53.4,54.0,100.0,0.6,5,0.12,0.0,0.6720058315304278,53.7,70.32134102290026
91,91,92,of,54.0,54.15,100.0,0.15,2,0.075,0.0,0.42336868791438836,54.075,
92,92,93,that,54.15,54.39,100.0,0.24,4,0.06,0.0,0.3788976320792086,54.27,
93,93,94,colossal,54.39,54.99,100.0,0.6,8,0.075,0.0,0.3865126757763874,54.69,69.77986889997715
94,94,95,wreck,54.99,55.47,100.0,0.48,5,0.096,0.45000000000000284,0.45478275845108995,55.23,113.46052325203985
95,95,96,boundless,55.92,56.58,100.0,0.66,9,0.07333333333333333,0.0,0.4489902202444594,56.25,66.39887592546025
96,96,97,and,56.58,56.73,100.0,0.15,3,0.049999999999999996,0.0,0.45065859866512104,56.655,74.6687059804035
97,97,98,bare,56.73,57.12,100.0,0.39,4,0.0975,0.45000000000000284,0.42375798538948334,56.925,67.63568897252844
98,98,99,alone,57.57,58.17,100.0,0.6,5,0.12,0.0,0.5246280822226761,57.870000000000005,74.50024269929744
99,99,100,and,58.17,58.35,100.0,0.18,3,0.06,0.0,0.5762746828314547,58.260000000000005,70.0092892046355
100,100,101,level,58.35,58.68,100.0,0.33,5,0.066,0.0,0.43497990123183095,58.515,71.31765447402255
101,101,102,sands,58.68,59.43,100.0,0.75,5,0.15,0.7199999999999989,0.6213087525226119,59.055,76.49366822248996
102,102,103,stretch,60.15,60.63,100.0,0.48,7,0.06857142857142857,0.0,0.270841734630132,60.39,
103,103,104,far,60.63,60.96,100.0,0.33,3,0.11,0.0,0.5926384213242726,60.795,
104,104,105,away,60.96,61.38,100.0,0.42,4,0.105,0.0,0.8712228357623639,61.17,
