,Word,Start,End,length,time_spent,std_time_spent,pitch,amplitude2,time,post_space,speed
88,and,47.3,47.4,3,0.1,0.03333333333333333,,0.118409939,47.349999999999994,0.03999999999999915,30.0
89,despair,47.44,48.08,7,0.64,0.09142857142857143,,0.171243456,47.76,1.4400000000000048,10.9375
90,nothing,49.52,49.92,7,0.4,0.05714285714285715,,0.189632079,49.72,0.05999999999999517,17.5
91,beside,49.98,50.5,6,0.52,0.08666666666666667,,0.232622407,50.239999999999995,0.03999999999999915,11.538461538461538
92,remains,50.54,51.16,7,0.62,0.08857142857142856,,0.131997055,50.849999999999994,0.6600000000000037,11.290322580645162
93,round,51.82,52.16,5,0.34,0.068,,0.281341489,51.989999999999995,0.020000000000003126,14.705882352941176
94,the,52.18,52.24,3,0.06,0.02,,0.151241928,52.21,0.03999999999999915,50.0
95,decay,52.28,52.7,5,0.42,0.08399999999999999,,0.225469192,52.49,0.03999999999999915,11.904761904761905
96,of,52.74,52.8,2,0.06,0.03,,0.131889045,52.769999999999996,0.04000000000000625,33.333333333333336
97,that,52.84,53.0,4,0.16,0.04,,0.214637092,52.92,0.03999999999999915,25.0
98,colossal,53.04,53.6,8,0.56,0.07,,0.231989841,53.32,0.03999999999999915,14.285714285714285
99,wreck,53.64,54.0,5,0.36,0.072,,0.126191163,53.82,0.4399999999999977,13.88888888888889
100,boundless,54.44,55.0,9,0.56,0.06222222222222223,,0.197637995,54.72,0.03999999999999915,16.07142857142857
101,and,55.04,55.12,3,0.08,0.02666666666666667,,0.071538528,55.08,0.0800000000000054,37.5
102,bear,55.2,55.62,4,0.42,0.105,,0.222113596,55.41,0.4200000000000017,9.523809523809524
103,the,56.04,56.16,3,0.12,0.04,,0.199192357,56.099999999999994,0.060000000000002274,25.0
104,loan,56.22,56.64,4,0.42,0.105,,0.188918008,56.43,0.0799999999999983,9.523809523809524
105,and,56.72,56.82,3,0.1,0.03333333333333333,,0.142120671,56.769999999999996,0.060000000000002274,30.0
106,level,56.88,57.2,5,0.32,0.064,,0.248063207,57.040000000000006,0.0799999999999983,15.625
107,sands,57.28,57.86,5,0.58,0.11599999999999999,,0.190023537,57.57,0.17999999999999972,8.620689655172415
108,stretch,58.04,58.46,7,0.42,0.06,,0.191673093,58.25,0.1599999999999966,16.666666666666668
109,far,58.62,58.88,3,0.26,0.08666666666666667,,0.281432217,58.75,0.05999999999999517,11.538461538461538
110,away,58.94,59.36,4,0.42,0.105,,0.193803827,59.15,0.0,9.523809523809524
