,Unnamed: 0,Unnamed: 0.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,amplitude2,time
53,53,53,survive,26.1,26.73,100.0,0.63,7,0.4705882352941176,0.2699999999999996,0.2705526479838526,0.5655521487122641,26.415
54,54,54,stamped,27.0,27.54,100.0,0.54,7,0.3697478991596639,0.0,0.147851699374576,0.4656575152941455,27.27
55,55,55,on,27.54,27.66,100.0,0.12,2,0.2352941176470588,0.0,0.4983948768893054,0.5019304835021647,27.6
56,56,56,these,27.66,27.93,100.0,0.27,5,0.1882352941176471,0.0,0.2423886905993402,0.5149786923900411,27.795
57,57,57,lifeless,27.93,28.41,100.0,0.48,8,0.2352941176470588,0.0,0.2688358029993254,0.5058604633131184,28.17
58,58,58,things,28.41,28.86,100.0,0.45,6,0.3529411764705882,0.6900000000000013,0.2817418746541179,0.4135770781346499,28.634999999999998
59,59,59,the,29.55,29.67,100.0,0.12,3,0.0784313725490196,0.0,0.5375432420636711,1.0,29.61
60,60,60,hand,29.67,30.12,100.0,0.45,4,0.6470588235294118,0.0299999999999975,0.4481642159726346,0.5496822500863391,29.895000000000003
61,61,61,that,30.15,30.33,100.0,0.18,4,0.1176470588235294,0.0,0.026822145103595,0.5696942578641847,30.24
62,62,62,mocked,30.33,30.69,100.0,0.36,6,0.2352941176470588,0.0,0.1735032139039305,0.3222552558869377,30.509999999999998
63,63,63,them,30.69,30.93,100.0,0.24,4,0.2352941176470588,0.3000000000000007,0.2746665945135402,0.4057416848655641,30.810000000000002
64,64,64,and,31.23,31.38,100.0,0.15,3,0.1568627450980391,0.0,0.3744431643103993,0.6344140445006461,31.305
65,65,65,the,31.38,31.47,100.0,0.09,3,0.0,0.0,0.6437999105247328,0.8098973310916429,31.424999999999997
66,66,66,heart,31.47,31.89,100.0,0.42,5,0.4235294117647058,0.0300000000000011,0.1303502072011124,0.47671436310408793,31.68
67,67,67,that,31.92,32.1,100.0,0.18,4,0.1176470588235294,0.0,0.0788183581810181,0.3964071549940458,32.010000000000005
68,68,68,fed,32.1,32.49,100.0,0.39,3,0.7843137254901961,1.769999999999996,0.1322596107282553,0.42148007405115123,32.295
69,69,69,and,34.26,34.44,100.0,0.18,3,0.2352941176470588,0.0,0.6204971265710414,0.7673447124184722,34.349999999999994
70,70,70,on,34.44,34.56,100.0,0.12,2,0.2352941176470588,0.0,0.6755797724138692,0.5305116965992467,34.5
71,71,71,the,34.56,34.65,100.0,0.09,3,0.0,0.0,0.1455380058027053,0.3068406842707443,34.605000000000004
72,72,72,pedestal,34.65,35.1,100.0,0.45,8,0.2058823529411765,0.0,0.4973137013685665,0.6680556697701598,34.875
73,73,73,these,35.1,35.34,100.0,0.24,5,0.1411764705882353,0.0,0.5302126875112583,0.5506097344779751,35.22
74,74,74,words,35.34,35.7,100.0,0.36,5,0.3294117647058823,0.0,0.5359428258471673,0.6725399674008243,35.52
75,75,75,appear,35.7,36.15,100.0,0.45,6,0.3529411764705882,1.2899999999999991,0.2223003463985357,0.45489619870729786,35.925
76,76,76,my,37.44,37.65,100.0,0.21,2,0.5882352941176471,0.0,0.9066678366385782,0.9374397582134995,37.545
77,77,77,name,37.65,37.95,100.0,0.3,4,0.3529411764705882,0.0,1.0,0.6211404917580385,37.8
78,78,78,is,37.95,38.1,100.0,0.15,2,0.3529411764705882,0.0,0.5677214652913911,0.6856439587258933,38.025000000000006
79,79,79,ozymandias,38.1,39.03,100.0,0.93,10,0.4941176470588235,0.0899999999999963,0.5444171542906894,0.5586418669284056,38.565
80,80,80,king,39.12,39.48,100.0,0.36,4,0.4705882352941176,0.0,0.4885170647823227,0.6326965244989863,39.3
81,81,81,of,39.48,39.63,100.0,0.15,2,0.3529411764705882,0.0,0.2111700720998009,0.36231002565000336,39.555
82,82,82,kings,39.63,40.17,100.0,0.54,5,0.611764705882353,0.8399999999999963,0.2732238528353948,0.4093553302000222,39.900000000000006
83,83,83,look,41.01,41.34,100.0,0.33,4,0.411764705882353,0.0,0.3450470533747678,0.6620930137756283,41.175
84,84,84,on,41.34,41.55,100.0,0.21,2,0.5882352941176471,0.0,0.7994806765245009,0.7610636449869534,41.445
85,85,85,my,41.55,41.76,100.0,0.21,2,0.5882352941176471,0.0,0.6030318264674296,0.6485403688580558,41.655
86,86,86,works,41.76,42.36,100.0,0.6,5,0.7058823529411764,0.0900000000000034,0.1414637412924623,0.4034643973735302,42.06
87,87,87,ye,42.45,42.69,100.0,0.24,2,0.7058823529411764,0.0,0.3545327708700656,0.5349989414302385,42.57
88,88,88,mighty,42.69,43.23,100.0,0.54,6,0.4705882352941177,0.4500000000000028,0.3482205113255414,0.518760697702344,42.959999999999994
89,89,89,and,43.68,43.95,100.0,0.27,3,0.4705882352941177,0.0,0.2255633245940393,0.42519718515592314,43.815
90,90,90,despair,43.95,44.61,100.0,0.66,7,0.504201680672269,2.1000000000000014,0.1976482991544648,0.47783003767553767,44.28
91,91,91,nothing,46.71,47.01,100.0,0.3,7,0.1008403361344538,0.0,0.7235353430289194,0.5453538857849777,46.86
92,92,92,beside,47.01,47.46,100.0,0.45,6,0.3529411764705882,0.0,0.2998325577738535,0.5831740574167019,47.235
93,93,93,remains,47.46,48.15,100.0,0.69,7,0.53781512605042,1.0799999999999983,0.2953955230056377,0.3685280220973455,47.805
94,94,94,round,49.23,49.5,100.0,0.27,5,0.1882352941176471,0.0,0.8811072056402544,0.8287873668849688,49.364999999999995
95,95,95,the,49.5,49.59,100.0,0.09,3,0.0,0.0,0.6090416626744696,0.558355064412521,49.545
96,96,96,decay,49.59,50.1,100.0,0.51,5,0.5647058823529413,0.0,0.4849869337738356,0.6540456410155167,49.845
97,97,97,of,50.1,50.25,100.0,0.15,2,0.3529411764705882,0.0,0.2985522633028524,0.576114782080496,50.175
98,98,98,that,50.25,50.46,100.0,0.21,4,0.1764705882352941,0.0,0.2014696870775061,0.40265103445694767,50.355000000000004
99,99,99,colossal,50.46,51.0,100.0,0.54,8,0.2941176470588236,0.0,0.3644651357844643,0.6498153843367162,50.730000000000004
100,100,100,wreck,51.0,51.42,100.0,0.42,5,0.4235294117647058,0.269999999999996,0.0560042359242556,0.3000616750888212,51.21
101,101,101,boundless,51.69,52.32,100.0,0.63,9,0.3137254901960785,0.0,0.3999274720270708,0.6343014154883978,52.004999999999995
102,102,102,and,52.32,52.53,100.0,0.21,3,0.3137254901960783,0.0,0.5046246534874014,0.4470946284848187,52.425
103,103,103,bare,52.53,52.98,100.0,0.45,4,0.6470588235294118,0.720000000000006,0.4165394313274821,0.6633933962293097,52.754999999999995
104,104,104,the,53.7,53.82,100.0,0.12,3,0.0784313725490196,0.0,0.3597188009005126,0.9384780051022723,53.760000000000005
105,105,105,lone,53.82,54.21,100.0,0.39,4,0.5294117647058824,0.0,0.6696294607168497,0.7487563635263929,54.015
106,106,106,and,54.21,54.36,100.0,0.15,3,0.1568627450980391,0.0,0.5095287174544978,0.5540457820341791,54.285
107,107,107,level,54.36,54.66,100.0,0.3,5,0.2352941176470588,0.0,0.410715039601151,0.7049502907546146,54.51
108,108,108,sands,54.66,55.29,100.0,0.63,5,0.7529411764705882,0.0300000000000011,0.331177087641025,0.4895009160823699,54.974999999999994
109,109,109,stretch,55.32,55.86,100.0,0.54,7,0.3697478991596639,0.0,0.0282321759526501,0.3267255965577562,55.59
110,110,110,far,55.86,56.28,100.0,0.42,3,0.8627450980392156,0.0,0.2847483823485478,0.6034808857226877,56.07
111,111,111,away,56.28,56.82,100.0,0.54,4,0.823529411764706,0.0,0.1090286296791028,0.3082072311394745,56.55
