,Word,Start,End,length,time_spent,std_time_spent,pitch,amplitude2,time,post_space,speed
24,on,10.86,10.98,2,0.12,0.06,,0.278104305,10.92,0.019999999999999574,16.666666666666668
25,the,11.0,11.06,3,0.06,0.02,,0.359113137,11.030000000000001,0.05999999999999872,50.0
26,sand,11.12,11.58,4,0.46,0.115,,0.394719386,11.35,1.3200000000000003,8.695652173913043
27,a,12.9,12.96,1,0.06,0.06,,0.102095803,12.93,0.05999999999999872,16.666666666666668
28,shattered,13.02,13.38,9,0.36,0.04,,0.491469502,13.2,0.019999999999999574,25.0
29,visage,13.4,13.74,6,0.34,0.05666666666666667,,0.364081723,13.57,0.0600000000000005,17.64705882352941
30,lies,13.8,14.3,4,0.5,0.125,,0.157683191,14.05,1.2399999999999984,8.0
31,whose,15.54,15.76,5,0.22,0.044,,0.423540592,15.649999999999999,0.040000000000000924,22.727272727272727
32,frown,15.8,16.36,5,0.56,0.11200000000000002,,0.384926438,16.08,0.03999999999999915,8.928571428571427
33,and,16.4,16.48,3,0.08,0.02666666666666667,,0.178247531,16.439999999999998,0.05999999999999872,37.5
34,wrinkled,16.54,16.94,8,0.4,0.05,,0.248368039,16.740000000000002,0.03999999999999915,20.0
35,lip,16.98,17.26,3,0.28,0.09333333333333334,,0.256223738,17.12,0.09999999999999787,10.714285714285714
36,in,17.36,17.46,2,0.1,0.05,,0.198561594,17.41,0.05999999999999872,20.0
37,sneer,17.52,17.92,5,0.4,0.08,,0.397992863,17.72,0.019999999999999574,12.5
38,of,17.94,18.02,2,0.08,0.04,,0.066846035,17.98,0.05999999999999872,25.0
39,cold,18.08,18.32,4,0.24,0.06,,0.2750844,18.2,0.03999999999999915,16.666666666666668
40,command,18.36,18.82,7,0.46,0.06571428571428571,,0.1995116,18.59,1.5399999999999991,15.217391304347826
41,tell,20.36,20.62,4,0.26,0.065,,0.412715276,20.490000000000002,0.019999999999999574,15.384615384615383
42,that,20.64,20.74,4,0.1,0.025,,0.161618555,20.689999999999998,0.020000000000003126,40.0
43,the,20.76,20.82,3,0.06,0.02,,0.141947448,20.79,0.05999999999999872,50.0
44,scope,20.88,21.18,5,0.3,0.06,,0.267948481,21.03,0.019999999999999574,16.666666666666668
45,that,21.2,21.26,4,0.06,0.015,,0.073085606,21.23,0.05999999999999872,66.66666666666667
46,well,21.32,21.56,4,0.24,0.06,,0.291172743,21.439999999999998,0.019999999999999574,16.666666666666668
47,those,21.58,21.76,5,0.18,0.036,,0.289418876,21.67,0.03999999999999915,27.77777777777778
48,passions,21.8,22.26,8,0.46,0.0575,,0.337667704,22.03,0.03999999999999915,17.391304347826086
49,read,22.3,22.58,4,0.28,0.07,,0.118812998,22.439999999999998,1.1400000000000006,14.285714285714285
50,which,23.72,23.92,5,0.2,0.04,,0.238850196,23.82,0.019999999999999574,25.0
51,yet,23.94,24.1,3,0.16,0.05333333333333334,,0.293165962,24.020000000000003,0.03999999999999915,18.75
52,survive,24.14,24.64,7,0.5,0.07142857142857142,,0.107503176,24.39,0.9399999999999977,14.0
53,stamped,25.58,26.02,7,0.44,0.06285714285714286,,0.286794211,25.799999999999997,0.019999999999999574,15.909090909090908
54,on,26.04,26.14,2,0.1,0.05,,0.313270301,26.09,0.03999999999999915,20.0
55,these,26.18,26.34,5,0.16,0.032,,0.346192224,26.259999999999998,0.05999999999999872,31.25
56,lifeless,26.4,26.8,8,0.4,0.05,,0.303900719,26.6,0.03999999999999915,20.0
57,things,26.84,27.2,6,0.36,0.06,,0.126550168,27.02,1.7800000000000011,16.666666666666668
58,the,28.98,29.08,3,0.1,0.03333333333333333,,0.474213183,29.03,0.060000000000002274,30.0
59,hand,29.14,29.54,4,0.4,0.1,,0.349342611,29.34,0.16000000000000014,10.0
60,marked,29.7,30.02,6,0.32,0.05333333333333334,,0.17962188,29.86,0.0,18.75
61,them,30.02,30.16,4,0.14,0.035,,0.101170361,30.09,1.0399999999999991,28.57142857142857
62,and,31.2,31.32,3,0.12,0.04,,0.243436384,31.259999999999998,0.019999999999999574,25.0
63,the,31.34,31.38,3,0.04,0.013333333333333334,,0.39833203,31.36,0.060000000000002274,75.0
64,heart,31.44,31.76,5,0.32,0.064,,0.189590674,31.6,0.5999999999999979,15.625
65,but,32.36,32.48,3,0.12,0.04,,0.112562108,32.42,0.10000000000000142,25.0
66,said,32.58,32.82,4,0.24,0.06,,0.212814212,32.7,3.280000000000001,16.666666666666668
67,and,36.1,36.34,3,0.24,0.08,,0.416116801,36.22,0.5799999999999983,12.5
68,on,36.92,37.1,2,0.18,0.09,,0.48192215,37.010000000000005,0.03999999999999915,11.11111111111111
69,the,37.14,37.18,3,0.04,0.013333333333333334,,0.297206521,37.16,0.060000000000002274,75.0
70,pedestal,37.24,37.66,8,0.42,0.0525,,0.248381827,37.45,1.5,19.047619047619047
71,these,39.16,39.4,5,0.24,0.048,,0.405025291,39.28,0.060000000000002274,20.833333333333336
72,words,39.46,39.74,5,0.28,0.05600000000000001,,0.304844936,39.6,0.03999999999999915,17.857142857142854
73,appear,39.78,40.16,6,0.38,0.06333333333333334,,0.124062032,39.97,3.260000000000005,15.789473684210526
74,my,43.42,43.58,2,0.16,0.08,,0.792347091,43.5,0.060000000000002274,12.5
75,name,43.64,43.78,4,0.14,0.035,,0.715489388,43.71,0.060000000000002274,28.57142857142857
76,is,43.84,43.92,2,0.08,0.04,,0.334422032,43.88,0.10000000000000142,25.0
77,aussie,44.02,44.28,6,0.26,0.043333333333333335,,0.555621407,44.150000000000006,0.03999999999999915,23.076923076923077
78,bodius,44.32,44.88,6,0.56,0.09333333333333334,,0.531704585,44.6,0.6999999999999957,10.714285714285714
79,k,45.58,45.74,1,0.16,0.16,,0.744081361,45.66,2.6199999999999974,6.25
80,look,48.36,48.54,4,0.18,0.045,,0.615225136,48.45,0.03999999999999915,22.22222222222222
81,all,48.58,48.7,3,0.12,0.04,,0.627500916,48.64,0.0799999999999983,25.0
82,my,48.78,48.94,2,0.16,0.08,,0.719296932,48.86,0.10000000000000142,12.5
83,works,49.04,49.44,5,0.4,0.08,,0.409672154,49.239999999999995,0.2600000000000051,12.5
84,you,49.7,49.9,3,0.2,0.06666666666666667,,0.646403048,49.8,0.14000000000000057,15.0
85,mighty,50.04,50.4,6,0.36,0.06,,0.326269913,50.22,0.6200000000000045,16.666666666666668
86,and,51.02,51.22,3,0.2,0.06666666666666667,,0.41540575,51.120000000000005,0.060000000000002274,15.0
87,despair,51.28,52.08,7,0.8,0.1142857142857143,,0.270838401,51.68,2.3599999999999994,8.75
88,yeah,54.44,54.44,4,0.0,0.0,,,54.44,1.9400000000000048,inf
89,nothing,56.38,56.66,7,0.28,0.04,,0.503551722,56.519999999999996,0.020000000000003126,24.999999999999996
90,beside,56.68,57.16,6,0.48,0.08,,0.373285341,56.92,0.2600000000000051,12.5
91,remains,57.42,57.92,7,0.5,0.07142857142857142,,0.157511473,57.67,1.8399999999999963,14.0
92,round,59.76,59.98,5,0.22,0.044,,0.555730629,59.87,0.020000000000003126,22.727272727272727
93,the,60.0,60.06,3,0.06,0.02,,0.542462428,60.03,0.01999999999999602,50.0
94,decare,60.08,60.4,6,0.32,0.05333333333333334,,0.501061065,60.239999999999995,0.0,18.75
95,of,60.4,60.44,2,0.04,0.02,,0.354437739,60.42,0.03999999999999915,50.0
96,this,60.48,60.58,4,0.1,0.025,,0.250830233,60.53,0.03999999999999915,40.0
97,colossal,60.62,61.04,8,0.42,0.0525,,0.475890054,60.83,0.03999999999999915,19.047619047619047
98,wreck,61.08,61.42,5,0.34,0.068,,0.288176982,61.25,0.10000000000000142,14.705882352941176
99,bound,61.52,61.86,5,0.34,0.068,,0.424272696,61.69,0.020000000000003126,14.705882352941176
100,listen,61.88,62.16,6,0.28,0.04666666666666667,,0.356561111,62.019999999999996,0.060000000000002274,21.428571428571427
101,bear,62.22,62.56,4,0.34,0.085,,0.366896629,62.39,2.1200000000000045,11.76470588235294
102,the,64.68,64.78,3,0.1,0.03333333333333333,,0.152016193,64.73,0.060000000000002274,30.0
103,lone,64.84,65.2,4,0.36,0.09,,0.405457528,65.02000000000001,0.03999999999999204,11.11111111111111
104,and,65.24,65.3,3,0.06,0.02,,0.148966591,65.27,0.04000000000000625,50.0
105,level,65.34,65.6,5,0.26,0.052000000000000005,,0.361002207,65.47,0.060000000000002274,19.23076923076923
106,sand,65.66,66.1,4,0.44,0.11,,0.195831349,65.88,0.10000000000000853,9.090909090909092
107,stretch,66.2,66.68,7,0.48,0.06857142857142857,,0.230627332,66.44,1.1799999999999926,14.583333333333334
108,far,67.86,68.14,3,0.28,0.09333333333333334,,0.290864766,68.0,0.060000000000002274,10.714285714285714
109,away,68.2,68.56,4,0.36,0.09,,0.127558192,68.38,0.0,11.11111111111111
