,Word,Start,End,length,time_spent,std_time_spent,pitch,time,post_space,amplitude
45,scopped,29.9,30.34,7,0.44,0.06285714285714286,99.92874306172723,30.12,0.03999999999999915,0.5028666441564027
46,her,30.38,30.52,3,0.14,0.04666666666666667,84.77568529333297,30.45,0.5800000000000018,0.581436071047929
47,well,31.1,31.36,4,0.26,0.065,116.6671621532987,31.23,0.060000000000002274,0.9896067519869709
48,those,31.42,31.66,5,0.24,0.048,93.2949169168954,31.54,0.03999999999999915,0.7962831064214828
49,passions,31.7,32.12,8,0.42,0.0525,93.3828017136453,31.91,0.03999999999999915,0.5799768686337544
50,read,32.16,32.46,4,0.3,0.075,84.80448983841336,32.31,0.8599999999999994,0.5210741907266421
51,which,33.32,33.52,5,0.2,0.04,97.0724886046171,33.42,0.03999999999999915,0.47447031316734206
52,yet,33.56,33.74,3,0.18,0.06,112.86680435328701,33.65,0.03999999999999915,0.8135995000093287
53,survive,33.78,34.42,7,0.64,0.09142857142857143,93.64225754032447,34.1,0.7800000000000011,0.6093953525567555
54,stamps,35.2,35.82,6,0.62,0.10333333333333333,119.56565498618136,35.51,0.03999999999999915,0.4738923752326575
55,on,35.86,35.96,2,0.1,0.05,90.08013713565282,35.91,0.03999999999999915,0.6468583528463863
56,these,36.0,36.2,5,0.2,0.04,88.23066235853574,36.1,0.05999999999999517,0.6832275557423358
57,lifeless,36.26,36.78,8,0.52,0.065,90.62521594394539,36.52,0.0799999999999983,0.5181191376108096
58,things,36.86,37.36,6,0.5,0.08333333333333333,88.95257906401304,37.11,1.1199999999999974,0.5336516122765491
59,the,38.48,38.56,3,0.08,0.02666666666666667,100.21019373512797,38.52,0.05999999999999517,0.7581668056740539
60,hand,38.62,38.92,4,0.3,0.075,108.62056722704158,38.77,0.03999999999999915,0.910493526532364
61,that,38.96,39.1,4,0.14,0.035,111.54086102800916,39.03,0.05999999999999517,0.6418296179708055
62,mocked,39.16,39.44,6,0.28,0.04666666666666667,105.95586852694701,39.3,0.020000000000003126,0.5677076827451004
63,them,39.46,39.68,4,0.22,0.055,107.73365475770022,39.57,0.3999999999999986,0.8632495691518904
64,and,40.08,40.2,3,0.12,0.04,95.84107652690147,40.14,0.01999999999999602,0.6691738595021404
65,the,40.22,40.28,3,0.06,0.02,101.56709951880923,40.25,0.0799999999999983,0.9857271206457041
66,heart,40.36,40.66,5,0.3,0.06,104.08675689588439,40.51,0.020000000000003126,0.625303754746066
67,that,40.68,40.82,4,0.14,0.035,114.67284604073355,40.75,0.10000000000000142,0.4958844657116812
68,fed,40.92,41.3,3,0.38,0.12666666666666668,98.16519735996904,41.11,0.6799999999999997,0.5365935209895768
69,and,41.98,42.18,3,0.2,0.06666666666666667,103.25510320633752,42.08,0.020000000000003126,0.7458996868190169
70,on,42.2,42.3,2,0.1,0.05,108.96231123962741,42.25,0.020000000000003126,1.0
71,the,42.32,42.38,3,0.06,0.02,103.71367166070301,42.35,0.05999999999999517,0.9329010010110115
72,pedestal,42.44,43.04,8,0.6,0.075,97.38829326136327,42.74,0.35999999999999943,0.6418106870308851
73,these,43.4,43.66,5,0.26,0.052000000000000005,103.36891572942854,43.53,0.060000000000002274,0.8682420499363372
74,words,43.72,44.06,5,0.34,0.068,92.05898859968275,43.89,0.03999999999999915,0.6592736504366463
75,appear,44.1,44.54,6,0.44,0.07333333333333333,87.97246444232954,44.32,1.2000000000000028,0.5453454729592351
76,my,45.74,45.94,2,0.2,0.1,105.19074585721619,45.84,0.10000000000000142,0.9664928141027915
77,name,46.04,46.4,4,0.36,0.09,98.99617862821889,46.22,0.03999999999999915,0.8675119338116751
78,is,46.44,46.58,2,0.14,0.07,88.92336579677924,46.51,0.03999999999999915,0.7199991517343975
79,aussie,46.62,46.88,6,0.26,0.043333333333333335,94.77773099945709,46.75,0.01999999999999602,0.7879201340814684
80,mandius,46.9,47.5,7,0.6,0.08571428571428572,100.34739087072806,47.2,0.6599999999999966,0.7313648729239991
81,king,48.16,48.58,4,0.42,0.105,105.89039852413568,48.37,0.03999999999999915,0.6745414872231804
82,of,48.62,48.72,2,0.1,0.05,81.92373503319565,48.67,0.0799999999999983,0.5262911954696516
83,kings,48.8,49.4,5,0.6,0.12,89.06260075242939,49.1,1.1000000000000014,0.579179800237604
84,look,50.5,50.68,4,0.18,0.045,110.22092199550605,50.59,0.03999999999999915,0.6877027150456008
85,on,50.72,50.82,2,0.1,0.05,124.48600803781844,50.77,0.03999999999999915,0.8018417465968928
86,my,50.86,51.02,2,0.16,0.08,117.83929417243091,50.94,0.0799999999999983,0.983185314530319
87,works,51.1,51.56,5,0.46,0.092,103.76444583173743,51.33,0.05999999999999517,0.6289215229019985
88,he,51.62,51.72,2,0.1,0.05,94.63388723319682,51.67,0.12000000000000455,0.6581972968035338
89,mighty,51.84,52.28,6,0.44,0.07333333333333333,94.3622986043792,52.06,0.6400000000000006,0.6936354759050481
90,and,52.92,53.06,3,0.14,0.04666666666666667,94.88988204505227,52.99,0.05999999999999517,0.48602483546219094
91,despair,53.12,53.84,7,0.72,0.10285714285714286,110.02482530909144,53.48,1.7199999999999989,0.5864276267658926
92,nothing,55.56,55.92,7,0.36,0.05142857142857143,100.08302859883516,55.74,0.05999999999999517,0.7044483553230845
93,beside,55.98,56.44,6,0.46,0.07666666666666667,91.06653673207832,56.21,0.03999999999999915,0.7064392792554858
94,remains,56.48,57.08,7,0.6,0.08571428571428572,86.36910458342082,56.78,1.240000000000002,0.668111273124299
95,round,58.32,58.64,5,0.32,0.064,103.64105835424506,58.48,0.01999999999999602,0.8644480289449796
96,the,58.66,58.7,3,0.04,0.013333333333333334,113.269062738059,58.68,0.03999999999999915,0.744778517586621
97,decay,58.74,59.24,5,0.5,0.1,99.32807441409025,58.99,0.05999999999999517,0.7545112834363642
98,of,59.3,59.36,2,0.06,0.03,80.82272572718985,59.33,0.03999999999999915,0.6953922911513574
99,that,59.4,59.56,4,0.16,0.04,105.37950939765062,59.48,0.05999999999999517,0.6220165502790621
100,colossal,59.62,60.1,8,0.48,0.06,102.50898136610405,59.86,0.05999999999999517,0.6842387612945965
101,wreck,60.16,60.56,5,0.4,0.08,95.41432939704325,60.36,0.5799999999999983,0.4871221865882731
102,boundless,61.14,61.88,9,0.74,0.08222222222222222,95.30693474473021,61.51,0.0799999999999983,0.6151835005311782
103,and,61.96,62.08,3,0.12,0.04,91.56194159721635,62.02,0.0799999999999983,0.6844114178208855
104,bear,62.16,62.58,4,0.42,0.105,91.20733249676006,62.37,0.9600000000000009,0.7696253228678799
105,the,63.54,63.64,3,0.1,0.03333333333333333,98.82028216587977,63.59,0.0799999999999983,0.574889451626181
106,loan,63.72,64.14,4,0.42,0.105,95.09488855319232,63.93,0.3199999999999932,0.8205937693435784
107,and,64.46,64.6,3,0.14,0.04666666666666667,93.2225522741026,64.53,0.0800000000000125,0.745085976312572
108,level,64.68,64.98,5,0.3,0.06,95.6655549484003,64.83,0.060000000000002274,0.8318499198657551
109,sands,65.04,65.68,5,0.64,0.128,85.79806145064228,65.36,0.5,0.5447226264816073
110,stretch,66.18,66.76,7,0.58,0.08285714285714285,92.89513169501075,66.47,0.6199999999999903,0.4541601429567244
111,far,67.38,67.74,3,0.36,0.12,89.14593712839388,67.56,0.060000000000002274,0.664358636001916
112,away,67.8,68.18,4,0.38,0.095,83.59464437842195,67.99,0.0,0.5093361803337475
