,Unnamed: 0,Unnamed: 0.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,amplitude2,time
29,29,29,a,25.02,25.11,100.0,0.09,1,0.5384615384615384,0.0,0.1812192491163037,0.44949668172650387,25.064999999999998
30,30,30,shattered,25.11,25.59,100.0,0.48,9,0.2564102564102563,0.0,0.3499726653151243,0.6118190561899804,25.35
31,31,31,visage,25.59,26.04,100.0,0.45,6,0.423076923076923,0.0,0.3092772422123201,0.5507415844243748,25.814999999999998
32,32,32,lies,26.04,26.61,100.0,0.57,4,0.9423076923076922,0.6900000000000013,0.3262673302399843,0.492490853817393,26.325
33,33,33,whose,27.3,27.57,100.0,0.27,5,0.2615384615384615,0.0,0.3123718541439283,0.4496913795711311,27.435000000000002
34,34,34,frown,27.57,28.2,100.0,0.63,5,0.8153846153846154,0.1500000000000021,0.3601315964955238,0.5893138614972748,27.884999999999998
35,35,35,and,28.35,28.53,100.0,0.18,3,0.3076923076923076,0.0,0.5118461199866775,0.6315227730082391,28.44
36,36,36,wrinkled,28.53,28.98,100.0,0.45,8,0.2788461538461538,0.0,0.4061469725718453,0.5341275285426155,28.755000000000003
37,37,37,lip,28.98,29.37,100.0,0.39,3,0.8461538461538461,0.4499999999999993,0.3156493454374321,0.4472101044577017,29.175
38,38,38,and,29.82,30.0,100.0,0.18,3,0.3076923076923076,0.0,0.4357460016171135,0.6889263042144924,29.91
39,39,39,sneer,30.0,30.57,100.0,0.57,5,0.723076923076923,0.0,0.5445380911344458,0.6966285491412554,30.285
40,40,40,of,30.57,30.72,100.0,0.15,2,0.423076923076923,0.0300000000000011,0.0840751126000249,0.24044741172643808,30.645
41,41,41,cold,30.75,31.14,100.0,0.39,4,0.5961538461538461,0.0,0.3741676889322515,0.541179202302067,30.945
42,42,42,command,31.14,31.77,100.0,0.63,7,0.5384615384615384,0.0899999999999998,0.3090166481227561,0.47732877058432094,31.455
43,43,43,tell,31.86,32.28,100.0,0.42,4,0.6538461538461537,0.0,0.268348458744841,0.5667236701148651,32.07
44,44,44,that,32.28,32.49,100.0,0.21,4,0.25,0.0,0.0804128326108241,0.2978007764475006,32.385000000000005
45,45,45,it's,32.49,32.61,100.0,0.12,4,0.0769230769230769,0.0,0.2465668510165151,0.795491154558851,32.55
46,46,46,sculptor,32.61,33.12,100.0,0.51,8,0.3365384615384615,0.0,0.307949208842782,0.5532040588852648,32.864999999999995
47,47,47,well,33.12,33.48,100.0,0.36,4,0.5384615384615384,0.0,0.3252188982324938,0.5306592384285361,33.3
48,48,48,those,33.48,33.72,100.0,0.24,5,0.2153846153846153,0.0,0.1194139672899275,0.34550713094580626,33.599999999999994
49,49,49,passions,33.72,34.2,100.0,0.48,8,0.3076923076923076,0.0,0.1111919619474584,0.3780039367031553,33.96
50,50,50,read,34.2,34.53,100.0,0.33,4,0.4807692307692307,0.0,0.1173743494695033,0.30753985899297903,34.365
51,51,51,which,34.53,34.74,100.0,0.21,5,0.1692307692307691,0.0,0.0,0.3075925372276106,34.635000000000005
52,52,52,yet,34.74,34.98,100.0,0.24,3,0.4615384615384615,0.0,0.145562571461609,0.5581052984625005,34.86
53,53,53,survive,34.98,35.64,100.0,0.66,7,0.5714285714285714,0.7199999999999989,0.1227685026302863,0.3283762573742723,35.31
54,54,54,stamped,36.36,37.02,100.0,0.66,7,0.5714285714285714,0.0,0.3149835034749653,0.6100195390803325,36.69
55,55,55,on,37.02,37.14,100.0,0.12,2,0.3076923076923076,0.0,0.257707415068291,0.38139475237772924,37.08
56,56,56,these,37.14,37.32,100.0,0.18,5,0.123076923076923,0.0,0.1771028541937846,0.37339687287059115,37.230000000000004
57,57,57,lifeless,37.32,38.01,100.0,0.69,8,0.5096153846153845,0.0,0.2840199616265708,0.4994224937166657,37.665
58,58,58,things,38.01,38.58,100.0,0.57,6,0.5769230769230768,0.8100000000000023,0.4320791410702225,0.5800464087827635,38.295
59,59,59,the,39.39,39.54,100.0,0.15,3,0.2307692307692307,0.0,0.4765781166690644,0.7676117131842121,39.465
60,60,60,hand,39.54,39.99,100.0,0.45,4,0.7115384615384615,0.0,0.6493633969573909,0.9284706803636822,39.765
61,61,61,that,39.99,40.17,100.0,0.18,4,0.1923076923076923,0.0,0.333552098496242,0.814235166739693,40.08
62,62,62,mocked,40.17,40.62,100.0,0.45,6,0.423076923076923,0.0,0.4294518028322963,0.6051591450949801,40.394999999999996
63,63,63,them,40.62,40.83,100.0,0.21,4,0.25,0.0,0.4207679175911606,0.6280813774177986,40.724999999999994
64,64,64,and,40.83,40.92,77.2929,0.09,3,0.0769230769230769,0.0,0.4189918122129919,0.515384101729023,40.875
65,65,65,the,40.92,40.98,100.0,0.06,3,0.0,0.0,0.2155751731204427,0.3833955620273566,40.95
66,66,66,heart,40.98,41.37,100.0,0.39,5,0.4461538461538461,0.0300000000000011,0.2727223503206778,0.48888134443885106,41.175
67,67,67,that,41.4,41.58,100.0,0.18,4,0.1923076923076923,0.0,0.2082441751675902,0.4130077667935902,41.489999999999995
68,68,68,fed,41.58,42.03,100.0,0.45,3,1.0,1.6799999999999995,0.2973633018141812,0.4080451248772626,41.805
69,69,69,and,43.71,43.89,100.0,0.18,3,0.3076923076923076,0.0,0.4803188478167196,0.8614729894206794,43.8
70,70,70,on,43.89,44.04,100.0,0.15,2,0.423076923076923,0.0,0.8090903779352822,0.9240082108235561,43.965
71,71,71,the,44.04,44.13,100.0,0.09,3,0.0769230769230769,0.0,0.4562071206417997,0.483540096247384,44.085
72,72,72,pedestal,44.13,44.73,100.0,0.6,8,0.423076923076923,0.0,0.3808906790072251,0.6138539217195882,44.43
73,73,73,these,44.73,45.12,100.0,0.39,5,0.4461538461538461,0.0,0.3409936479909234,0.4922258191771489,44.925
74,74,74,words,45.12,45.48,100.0,0.36,5,0.3999999999999999,0.0,0.2795210058089597,0.48006607712235194,45.3
75,75,75,appear,45.48,45.99,100.0,0.51,6,0.5,1.0799999999999983,0.1074021144654277,0.2647056398991363,45.735
76,76,76,my,47.07,47.34,100.0,0.27,2,0.8846153846153846,0.0,0.3609892850311775,0.6176585708142315,47.205
77,77,77,name,47.34,47.85,100.0,0.51,4,0.8269230769230769,0.0300000000000011,0.5951516667125173,0.7016745681719192,47.595
78,78,78,is,47.88,48.09,100.0,0.21,2,0.6538461538461537,0.029999999999994,0.3935704456736904,0.6222261090125816,47.985
79,79,79,ozymandias,48.12,48.96,100.0,0.84,10,0.4923076923076921,0.0899999999999963,0.4869739016766805,0.7324415299418601,48.54
80,80,80,king,49.05,49.44,100.0,0.39,4,0.5961538461538461,0.0,0.4580864336786807,0.6336971720245008,49.245
81,81,81,of,49.44,49.65,100.0,0.21,2,0.6538461538461537,0.0,0.2844883112602692,0.47364827801697135,49.545
82,82,82,kings,49.65,50.37,100.0,0.72,5,0.9538461538461536,0.6300000000000026,0.3291251034160624,0.5065495776442415,50.01
83,83,83,look,51.0,51.3,100.0,0.3,4,0.423076923076923,0.0,0.5525081035672368,0.8124773013842668,51.15
84,84,84,on,51.3,51.51,100.0,0.21,2,0.6538461538461537,0.0,1.0,1.0,51.405
85,85,85,my,51.51,51.69,100.0,0.18,2,0.5384615384615384,0.0,0.5871172796777995,0.7933331385722546,51.599999999999994
86,86,86,works,51.69,52.2,100.0,0.51,5,0.6307692307692307,0.0,0.5365832974583036,0.7925826243409223,51.945
87,87,87,ye,52.2,52.35,100.0,0.15,2,0.423076923076923,0.0,0.5238084804240069,0.6588932967283679,52.275000000000006
88,88,88,mighty,52.35,52.92,100.0,0.57,6,0.5769230769230768,0.0300000000000011,0.4439170919591081,0.6062225405849206,52.635000000000005
89,89,89,and,52.95,53.1,100.0,0.15,3,0.2307692307692307,0.0,0.3964513287093783,0.5856197525168443,53.025000000000006
90,90,90,despair,53.1,53.94,100.0,0.84,7,0.7692307692307692,1.5,0.4749273930971749,0.7445462420292712,53.519999999999996
91,91,91,nothing,55.44,55.98,100.0,0.54,7,0.4395604395604396,0.0,0.2540563386530828,0.4749097033312591,55.709999999999994
92,92,92,beside,55.98,56.43,100.0,0.45,6,0.423076923076923,0.0,0.2860079251675439,0.5345255620121804,56.205
93,93,93,remains,56.43,57.15,100.0,0.72,7,0.6373626373626373,0.9299999999999996,0.2192082213341283,0.3898971235591862,56.79
94,94,94,round,58.08,58.35,100.0,0.27,5,0.2615384615384615,0.0,0.4521852576115401,0.6576726598352666,58.215
95,95,95,the,58.35,58.41,100.0,0.06,3,0.0,0.0,0.2144536280777096,0.40597889953414157,58.379999999999995
96,96,96,decay,58.41,58.89,100.0,0.48,5,0.5846153846153845,0.0,0.2224416702286708,0.40640544978354776,58.65
97,97,97,of,58.89,59.04,100.0,0.15,2,0.423076923076923,0.0,0.1457563812917476,0.3019932405258853,58.965
98,98,98,that,59.04,59.25,100.0,0.21,4,0.25,0.0,0.1605190803075007,0.3298508619147324,59.144999999999996
99,99,99,colossal,59.25,59.79,100.0,0.54,8,0.3653846153846153,0.0,0.3273235403751584,0.5298463820066892,59.519999999999996
100,100,100,wreck,59.79,60.21,100.0,0.42,5,0.4923076923076921,0.4200000000000017,0.1848926365565331,0.3395087372109665,60.0
101,101,101,boundless,60.63,61.26,100.0,0.63,9,0.3846153846153846,0.0,0.3854635007541371,0.5871171363949774,60.945
102,102,102,and,61.26,61.41,100.0,0.15,3,0.2307692307692307,0.0300000000000011,0.4300223656936705,0.6012041799268609,61.334999999999994
103,103,103,beth,61.44,61.95,67.5575,0.51,4,0.8269230769230769,0.0383129999999951,0.2584806002099876,0.4804952019036432,61.695
104,104,104,lone,61.988313,62.58,100.0,0.591687,4,0.9840134615384616,0.0300000000000011,0.4117217835699465,0.5554433425624012,62.284156499999995
105,105,105,and,62.61,62.82,100.0,0.21,3,0.3846153846153845,0.0,0.4055822388375397,0.5022794634306987,62.715
106,106,106,level,62.82,63.24,100.0,0.42,5,0.4923076923076921,0.0,0.3992006229064465,0.5712328106485578,63.03
107,107,107,sands,63.24,63.78,100.0,0.54,5,0.676923076923077,0.0300000000000011,0.4314441881728008,0.6383756569722278,63.510000000000005
108,108,108,stretch,63.81,64.26,100.0,0.45,7,0.3406593406593406,0.0,0.2358118275285292,0.45419766569461856,64.035
109,109,109,far,64.26,64.62,100.0,0.36,3,0.7692307692307692,0.0,0.1282327187099282,0.36104672191810827,64.44
110,110,110,away,64.62,65.13,100.0,0.51,4,0.8269230769230769,0.0,0.1668806230176822,0.30447941053478544,64.875
