,Unnamed: 0,Unnamed: 0.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,amplitude2,time
34,34,34,and,21.57,21.78,100.0,0.2100000000000008,3,0.0888888888888919,0.0,0.1456451313985685,0.3082405661475973,21.675
35,35,35,wrinkled,21.78,22.35,100.0,0.5700000000000003,8,0.0916666666666692,0.0,0.2715788801434092,0.3606094136347374,22.065
36,36,36,lip,22.35,22.8,100.0,0.4499999999999993,3,0.2666666666666681,0.7799999999999976,0.1772761273735296,0.2949822349429517,22.575000000000003
37,37,37,and,23.58,23.76,100.0,0.1800000000000032,3,0.0666666666666716,0.0,0.2185333471393441,0.4371038889658752,23.67
38,38,38,sneer,23.76,24.3,100.0,0.5399999999999991,5,0.1733333333333352,0.0,0.650823496451993,0.7303554840731694,24.03
39,39,39,of,24.3,24.45,100.0,0.1499999999999985,2,0.1000000000000008,0.0,0.21969674857794,0.238204739089296,24.375
40,40,40,cold,24.45,24.99,100.0,0.5399999999999991,4,0.2333333333333349,0.0600000000000022,0.3574739062324329,0.4029374464422712,24.72
41,41,41,command,25.05,25.89,100.0,0.8399999999999999,7,0.2000000000000021,0.5700000000000003,0.1738923980653791,0.3129725358342636,25.47
42,42,42,tell,26.46,26.82,100.0,0.3599999999999994,4,0.1333333333333353,0.0,0.4004970596042935,0.5144178807976424,26.64
43,43,43,that,26.82,27.03,100.0,0.2100000000000008,4,0.050000000000003,0.0,0.2923050901489692,0.37226073224636996,26.925
44,44,44,it's,27.03,27.24,100.0,0.2099999999999973,4,0.0500000000000011,0.0,0.101653618614825,0.2552928726089232,27.134999999999998
45,45,45,sculptor,27.24,27.99,100.0,0.75,8,0.141666666666669,0.75,0.1736056935442386,0.30351107936627375,27.615
46,46,46,well,28.74,29.13,100.0,0.3900000000000005,4,0.1500000000000026,0.0,0.4915900491392803,0.6136994764502838,28.935
47,47,47,those,29.13,29.49,100.0,0.3599999999999994,5,0.0933333333333355,0.0,0.1819165077187685,0.24883978214930103,29.31
48,48,48,passions,29.49,30.06,100.0,0.5700000000000003,8,0.0916666666666692,0.0,0.1141169439071318,0.264993067728283,29.775
49,49,49,read,30.06,30.48,100.0,0.4200000000000017,4,0.1666666666666699,0.0300000000000011,0.1023726606623634,0.17981001859900578,30.27
50,50,50,which,30.51,30.78,100.0,0.2699999999999996,5,0.0533333333333357,0.0,0.0281259552997942,0.1622573091475374,30.645000000000003
51,51,51,yet,30.78,31.11,100.0,0.3299999999999983,3,0.1777777777777787,0.0,0.0562124582909964,0.19286736324666473,30.945
52,52,52,survive,31.11,31.98,100.0,0.870000000000001,7,0.209523809523812,0.3300000000000018,0.0586621003022041,0.18414417816534212,31.545
53,53,53,stamped,32.31,32.97,100.0,0.6599999999999966,7,0.1428571428571441,0.0,0.1008219017612452,0.31942192488709753,32.64
54,54,54,on,32.97,33.18,100.0,0.2100000000000008,2,0.1666666666666698,0.0300000000000011,0.166070811507613,0.24125092315394336,33.075
55,55,55,these,33.21,33.57,100.0,0.3599999999999994,5,0.0933333333333355,0.0600000000000022,0.0873811524435043,0.20054486043267752,33.39
56,56,56,lifeless,33.63,34.26,100.0,0.6299999999999955,8,0.1083333333333345,0.0300000000000011,0.0556726368545414,0.19685966546300607,33.945
57,57,57,things,34.29,35.1,100.0,0.8100000000000023,6,0.2333333333333362,1.0499999999999972,0.0346999525536341,0.1268984895155629,34.695
58,58,58,the,36.15,36.27,100.0,0.1200000000000045,3,0.0222222222222282,0.0,0.1234194926749639,0.2340358825974859,36.21
59,59,59,hand,36.27,36.72,100.0,0.4499999999999957,4,0.1833333333333331,0.0600000000000022,0.1491745756781332,0.2491174601359785,36.495000000000005
60,60,60,that,36.78,36.99,100.0,0.2100000000000008,4,0.050000000000003,0.0,0.043025923326785,0.12338577268364796,36.885000000000005
61,61,61,mocked,36.99,37.47,100.0,0.4799999999999969,6,0.1111111111111123,0.0,0.0258126248214828,0.14241880198473522,37.230000000000004
62,62,62,them,37.47,37.62,100.0,0.1499999999999985,4,0.0166666666666685,1.2000000000000028,0.0,0.06529357939540095,37.545
63,63,63,and,38.82,39.0,100.0,0.1799999999999997,3,0.0666666666666689,0.0,0.1642209663015246,0.29120895523783197,38.91
64,64,64,the,39.0,39.12,100.0,0.1199999999999974,3,0.0222222222222229,0.0,0.1273578076672493,0.23667054311480418,39.06
65,65,65,hat,39.12,39.72,100.0,0.6000000000000014,3,0.3777777777777805,0.1200000000000045,0.0277356690793487,0.1344074632009161,39.42
66,66,66,looks,39.84,40.05,100.0,0.2099999999999937,5,0.0266666666666665,0.0300000000000011,0.0231479420471839,0.1359129142469537,39.945
67,67,67,fade,40.08,40.56,100.0,0.480000000000004,4,0.2000000000000044,1.8299999999999983,0.00640460426174,0.11319318627678938,40.32
68,68,68,and,42.39,42.57,100.0,0.1799999999999997,3,0.0666666666666689,0.0,0.5218866497370954,0.7047879587153015,42.480000000000004
69,69,69,on,42.57,42.78,100.0,0.2100000000000008,2,0.1666666666666698,0.0,1.0,1.0,42.675
70,70,70,the,42.78,42.87,100.0,0.0899999999999963,3,0.0,0.0,0.5559964245140206,0.5534284716449873,42.825
71,71,71,pedestal,42.87,43.74,100.0,0.8700000000000045,8,0.1750000000000035,0.8099999999999952,0.2350319933898783,0.3218506590210256,43.305
72,72,72,these,44.55,44.82,100.0,0.2700000000000031,5,0.0533333333333373,0.0,0.3742870435758454,0.4385044812644053,44.685
73,73,73,words,44.82,45.27,100.0,0.4500000000000028,5,0.1333333333333369,0.0,0.2309602138544948,0.2626382034310671,45.045
74,74,74,appear,45.27,45.75,100.0,0.4799999999999969,6,0.1111111111111123,1.9500000000000028,0.0310795790830461,0.13668615078297733,45.510000000000005
75,75,75,my,47.7,48.03,100.0,0.3299999999999983,2,0.3,0.0,0.4745392652478895,0.7352337905339932,47.865
76,76,76,name,48.03,48.6,100.0,0.5700000000000003,4,0.2500000000000022,0.0,0.9201055354329772,0.7554237799470517,48.315
77,77,77,is,48.6,48.78,100.0,0.1799999999999997,2,0.1333333333333353,0.0,0.3731903412485461,0.4512037075026339,48.69
78,78,78,ozymandias,48.78,50.07,100.0,1.2899999999999991,10,0.2200000000000019,0.6599999999999966,0.2133406750457159,0.30056600727488764,49.425
79,79,79,king,50.73,51.12,100.0,0.3900000000000005,4,0.1500000000000026,0.0,0.6579283480402922,0.646062183606551,50.925
80,80,80,of,51.12,51.27,100.0,0.1500000000000056,2,0.1000000000000086,0.0,0.1832952689291464,0.22359147659240364,51.195
81,81,81,kings,51.27,52.11,100.0,0.8399999999999963,5,0.3066666666666669,0.8999999999999986,0.123905640498264,0.20295085218374545,51.69
82,82,82,look,53.01,53.22,100.0,0.2100000000000008,4,0.050000000000003,0.0,0.2528482361609607,0.5888766775384815,53.114999999999995
83,83,83,on,53.22,53.4,100.0,0.1799999999999997,2,0.1333333333333353,0.0,0.8373491036762136,0.8859707902836494,53.31
84,84,84,my,53.4,53.58,100.0,0.1799999999999997,2,0.1333333333333353,0.0,0.5961364154928546,0.7898367849028138,53.489999999999995
85,85,85,works,53.58,54.18,100.0,0.6000000000000014,5,0.2000000000000028,0.0,0.2074556215390554,0.3143380274160566,53.879999999999995
86,86,86,ye,54.18,54.48,100.0,0.2999999999999971,2,0.2666666666666654,0.0,0.1813436222413763,0.3169736999700865,54.33
87,87,87,mighty,54.48,55.26,100.0,0.7800000000000011,6,0.2222222222222248,0.3599999999999994,0.1120291506711204,0.23631353000606245,54.87
88,88,88,and,55.62,55.86,100.0,0.240000000000002,3,0.111111111111115,0.0,0.2814499549237549,0.5211879224006202,55.739999999999995
89,89,89,despair,55.86,56.61,100.0,0.75,7,0.1714285714285737,1.8900000000000008,0.0652301664099418,0.19992704347783416,56.235
90,90,90,nothing,58.5,59.01,100.0,0.509999999999998,7,0.0952380952380971,0.0,0.0718139530825109,0.20926191780224754,58.754999999999995
91,91,91,beside,59.01,59.58,100.0,0.5700000000000003,6,0.1444444444444469,0.0,0.0526094344537998,0.1704792895315336,59.295
92,92,92,remains,59.58,60.39,100.0,0.8100000000000023,7,0.1904761904761934,1.2299999999999969,0.0020172974837165,0.07903074686426999,59.985
93,93,93,round,61.62,62.1,100.0,0.480000000000004,5,0.1466666666666707,0.0,0.4784777474848646,0.5673500968641882,61.86
94,94,94,the,62.1,62.22,100.0,0.1199999999999974,3,0.0222222222222229,0.0,0.4703512313643808,0.48430100430892165,62.16
95,95,95,decay,62.22,63.06,100.0,0.8400000000000034,5,0.30666666666667,0.0,0.3049285609362104,0.4852633044194625,62.64
96,96,96,of,63.06,63.21,100.0,0.1499999999999985,2,0.1000000000000008,0.0,0.0704935798062845,0.19003107996584323,63.135000000000005
97,97,97,that,63.21,63.48,100.0,0.269999999999996,4,0.0833333333333336,0.0,0.1406095737005243,0.2657756688702686,63.345
98,98,98,colossal,63.48,64.14,100.0,0.6600000000000037,8,0.1166666666666701,0.0,0.1358265370942345,0.32131540533718805,63.81
99,99,99,wreck,64.14,64.65,100.0,0.5100000000000051,5,0.1600000000000045,0.5699999999999932,0.0662239687492922,0.16163404679622784,64.39500000000001
100,100,100,boundless,65.22,65.97,100.0,0.75,9,0.1185185185185209,0.0,0.1879267797117128,0.2950530689549179,65.595
101,101,101,and,65.97,66.12,100.0,0.1500000000000056,3,0.0444444444444512,0.0,0.2608425496613495,0.30802456311966014,66.045
102,102,102,bare,66.12,66.69,100.0,0.5699999999999932,4,0.2499999999999982,1.1400000000000006,0.1716996511055885,0.2665839732608037,66.405
103,103,103,the,67.83,67.98,100.0,0.1500000000000056,3,0.0444444444444512,0.0,0.2349483087368029,0.4508086501384235,67.905
104,104,104,lone,67.98,68.67,100.0,0.6899999999999977,4,0.3166666666666672,0.2099999999999937,0.2837672959869268,0.28629747052119514,68.325
105,105,105,and,68.88,69.09,100.0,0.2100000000000079,3,0.0888888888888972,0.0,0.2689238850298414,0.4206312725491621,68.985
106,106,106,level,69.09,69.48,100.0,0.3900000000000005,5,0.1066666666666693,0.0,0.2307167325091141,0.3239670010642437,69.285
107,107,107,sands,69.48,70.44,100.0,0.9599999999999936,5,0.3599999999999989,0.6299999999999955,0.1188931224946401,0.25079736670511626,69.96000000000001
108,108,108,stretch,71.07,71.64,100.0,0.5700000000000074,7,0.114285714285719,0.0,0.0823308524944265,0.1861708037906545,71.35499999999999
109,109,109,far,71.64,72.06,100.0,0.4200000000000017,3,0.2444444444444478,0.0,0.0853752490100317,0.19660363086056215,71.85
110,110,110,away,72.06,72.48,100.0,0.4200000000000017,4,0.1666666666666699,0.0,0.032293866469774,0.08885373744049109,72.27000000000001
