,word,time_spent,pred_time_spent
96,addressed,0.4599999999999995,0.5457637983943147
97,addressing,0.41000000000000003,0.5879366472179803
98,addy,0.26,0.29997039788312474
99,adhere,0.4600000000000008,0.3741318906092617
100,adjacent,0.4199999999999999,0.5484244055484158
101,adjoining,0.5099999999999998,0.585466383789331
102,adjusted,0.4399999999999995,0.5317904573227179
103,administrating,0.7000000000000002,0.8122710679044511
104,administration,0.8199999999999998,0.858857429888404
105,admirable,0.5399999999999998,0.5816318876408754
106,admiralty,0.5699999999999998,0.5692076767587686
107,admirari,0.6999999999999993,0.5500114087232671
108,admiration,0.7050000000000001,0.651909804937042
109,admiring,0.5599999999999998,0.48636224753148355
110,admit,0.3399999999999998,0.35501080155996045
111,admitted,0.4249999999999998,0.47648587905799095
112,adopted,0.4000000000000001,0.4457332934032327
113,adopting,0.3599999999999997,0.48790614222689827
114,adoring,0.5,0.44440307186934075
115,adorn,0.3800000000000008,0.35796945742084213
116,advance,0.4400000000000004,0.4907544687152381
117,advanced,0.4900000000000002,0.5232637237490472
118,advantage,0.5549999999999996,0.5763064406534469
119,advantageous,0.7600000000000002,0.7674252553065526
120,advantages,0.8399999999999999,0.6378958224271216
121,adventures,0.6200000000000001,0.611739140011756
122,adversary,0.6799999999999997,0.5955885567800958
123,advertised,0.6400000000000001,0.6067688472941666
124,advertisement,0.7999999999999998,0.7428867955146126
125,advertisements,0.8599999999999999,0.8044761772882871
126,advice,0.45000000000000007,0.43521133386248234
127,advise,0.5399999999999991,0.44510180900875174
128,advised,0.4799999999999986,0.4776110640425607
129,advising,0.5199999999999996,0.5197839128662264
130,advocate,0.6199999999999992,0.5509046431075595
131,affair,0.5600000000000005,0.46855684894761823
132,affairs,0.46999999999999953,0.530146230721293
133,affect,0.3999999999999999,0.41816871109454395
134,affected,0.5199999999999996,0.5033995680237958
135,affecting,0.54,0.5455724168474614
136,affection,0.53,0.5921587788314143
137,affectionate,0.6799999999999997,0.7638415761484625
138,affectionately,0.7300000000000004,0.8551295157070595
139,affirmative,0.6399999999999997,0.7150734260360112
140,affliction,0.5800000000000001,0.6433392651508199
141,affluents,0.5399999999999991,0.5694408222070602
142,afford,0.4600000000000002,0.41508124295207216
143,afforded,0.5,0.500312099881324
144,afraid,0.42249999999999993,0.4520251655636028
145,afresh,0.5,0.399531353871509
146,africa's,0.4600000000000002,0.5328041989308738
147,afrighted,0.5,0.49312906214892055
148,after,0.2976271186440678,0.3576208268366986
149,afternoon,0.571111111111111,0.5693130997014595
150,afternoon's,0.54,0.6309024814751343
151,afterward,0.56,0.5413781975311991
152,afterwards,0.6149999999999999,0.6029675793048737
153,again,0.33735849056603767,0.38954278577301255
154,against,0.37764705882352945,0.4873763881154659
155,age,0.3379999999999999,0.25043339020671984
156,ages,0.4333333333333331,0.3120227719803945
157,aggered,0.3800000000000008,0.39414589106736475
158,aggressively,0.5199999999999996,0.6949628042780589
159,agitated,0.6499999999999999,0.5062919925354028
160,agitation,0.675,0.5950512033430214
161,ago,0.2399999999999999,0.26258783343923864
162,agonies,0.4399999999999995,0.4860128397172649
163,agony,0.45999999999999996,0.3590877073918959
164,agostino,0.7000000000000002,0.5344115035185624
165,agree,0.24999999999999994,0.3433469528895471
166,agreeable,0.4599999999999999,0.5660202987518563
167,agreed,0.3799999999999997,0.37585620792335606
168,ah,0.23428571428571424,0.1959874709971827
169,ahead,0.3399999999999998,0.3639353027792613
170,aid,0.2200000000000001,0.2800752915055672
171,aide,0.1999999999999997,0.33279689340101004
172,aimed,0.2999999999999998,0.3714881828866246
173,aiming,0.4400000000000004,0.4136610317102902
174,ain,0.2800000000000002,0.2885361277761771
175,air,0.2461538461538462,0.28775799725914264
176,airlong,0.52,0.4476519737458902
177,alabastar,0.7,0.652833361969626
178,alacrity,0.6000000000000005,0.5497060388667503
179,alarm,0.38666666666666644,0.37678048720345253
180,alarmed,0.52,0.4620113441327044
181,alarming,0.39999999999999986,0.50418419295637
182,alarms,0.5199999999999996,0.4383698689771272
183,alas,0.6900000000000004,0.3594866187041283
184,alasticity,0.7400000000000002,0.6754916117263092
185,alders,0.3800000000000008,0.4021924615679377
186,alert,0.3600000000000012,0.3443380453292326
187,alexander,0.48666666666666697,0.6346582660020741
188,alexander's,0.5999999999999996,0.6962476477757487
189,alia,0.3800000000000008,0.3660411682349435
190,aliakim,0.7599999999999998,0.5065871896610985
191,alien,0.5200000000000005,0.3770158865819783
192,alight,0.4000000000000003,0.3544234629248184
193,alive,0.4449999999999998,0.38676132911162653
194,alive's,0.4199999999999999,0.4483507108853012
195,all,0.19214953271028032,0.2509384189879853
196,allegian,0.5400000000000009,0.5137807014891723
197,allen,0.3622222222222222,0.34463011218784695
198,allen's,0.3750000000000001,0.4062194939615216
199,allens,0.4299999999999999,0.4062194939615216
200,alleviation,0.8600000000000003,0.7154707491804608
201,alliance,0.5,0.5471899249725689
202,allow,0.29999999999999993,0.34415364413642724
203,allowed,0.3250000000000002,0.429384501065679
204,alluding,0.40999999999999964,0.47550476752618115
205,almost,0.39090909090909065,0.41658119903365637
206,alone,0.4649999999999999,0.3737480004054501
207,along,0.31,0.33931608165401594
208,aloud,0.2400000000000002,0.37721894999086686
209,alps,0.39333333333333315,0.32422045442746483
210,already,0.43359999999999993,0.47884983729532815
211,alright,0.379999999999999,0.39461542371220276
212,also,0.3852631578947372,0.3416456889792631
213,alteration,0.6799999999999997,0.6372893084877085
214,alterations,0.6399999999999997,0.698878690261383
215,altered,0.2799999999999993,0.4295689022584845
216,altheasa,0.5199999999999996,0.5477347818510909
217,although,0.31000000000000033,0.43237433032967393
218,altogether,0.6285714285714288,0.5330349618953387
219,alumination,0.8199999999999994,0.7205902250820952
220,aluminato,0.6599999999999993,0.6114762024731866
221,always,0.3538095238095239,0.443355581372847
222,am,0.1319148936170211,0.2181133946528829
223,amazement,0.7800000000000002,0.5882630287052188
224,amazing,0.4399999999999997,0.4943179293084387
225,ambassador,0.72,0.695779981058722
226,ambition,0.45,0.547968226466703
227,ambitious,0.5599999999999996,0.6332409046874281
228,ambling,0.3800000000000008,0.43275186951983996
229,amendicant,0.6000000000000005,0.6240884675444731
230,america,0.4599999999999991,0.5135867701204321
231,amiable,0.5933333333333335,0.508930671819682
232,amicably,0.5000000000000009,0.5634377591998829
233,amidst,0.47999999999999976,0.4166001833336352
234,ammunition,0.6600000000000001,0.6408063828045247
235,among,0.30482758620689654,0.34224921422927207
236,amongst,0.41500000000000004,0.4400828165717254
237,amount,0.3399999999999998,0.42485713940551145
238,ample,0.3799999999999999,0.35404396403484745
239,amsterdam,0.6628571428571429,0.5627780790504138
240,amusements,0.5999999999999996,0.6272943511013993
241,an,0.07294964028776975,0.22039219647168717
242,ancestor,0.6600000000000001,0.5277143132523348
243,ancestors,0.68,0.5893036950260093
244,ancestral,0.6600000000000001,0.5813133998875584
245,anchored,0.3399999999999998,0.47895533177360466
246,ancient,0.3399999999999998,0.47017094817222266
247,and,0.13208010335917308,0.25290145150549614
248,andrea,0.48347826086956525,0.42853198904115014
249,andrea's,0.6600000000000001,0.4901213708148249
250,andrews,0.6099999999999999,0.4357435759824783
251,ange,0.4599999999999999,0.2914034815111387
252,angel,0.3999999999999999,0.32716163842149715
253,anger,0.3583333333333336,0.33159544229852306
254,angle,0.3399999999999998,0.32716163842149715
255,angles,0.4799999999999998,0.3887510201951719
256,angry,0.3880000000000002,0.33440362305131865
257,anicma,0.5,0.4616432987420238
258,animal,0.3950000000000001,0.44570254902497697
259,animated,0.5399999999999998,0.5314194696126489
260,ankicy,0.6000000000000005,0.4294756176878714
261,annihilated,0.92,0.6541657254762159
262,anniversary,0.5599999999999996,0.7131634156596145
263,announced,0.3800000000000001,0.5687915755166131
264,annoy,0.3600000000000003,0.38176811555230605
265,annoying,0.3799999999999999,0.5091718213052234
266,annual,0.379999999999999,0.44449080729076074
267,anopolis,0.6000000000000014,0.5630865672922967
268,another,0.3282758620689656,0.430991390681169
269,answer,0.3711111111111108,0.40323432094866934
270,answered,0.3661538461538458,0.48846517787792115
271,answering,0.6,0.5306380267015867
272,ant,0.2800000000000011,0.2566364170404658
273,antario,0.6200000000000001,0.5125653291131285
274,anticipated,0.9800000000000004,0.6962660492038715
275,antithee,0.4200000000000004,0.4830331385345344
276,anxieties,0.84,0.6776033833691286
277,anxiety,0.7199999999999998,0.5506782510437596
278,anxious,0.39666666666666667,0.5973014605844054
279,anxiously,0.5999999999999999,0.6885894001430022
280,any,0.20818181818181805,0.27592197911992555
281,anybody,0.44571428571428556,0.48031367413361575
282,anyhow,0.4900000000000002,0.38570257009828185
283,anyone,0.42666666666666675,0.43448971744774884
284,anything,0.4296296296296297,0.456135271271536
285,apability,0.76,0.624886525536295
286,apart,0.4466666666666665,0.38602607195242145
287,apartment,0.4399999999999995,0.5546532752066764
288,apologize,0.72,0.5976222333034662
289,apostolical,0.7199999999999989,0.7285347349472471
290,apothecary,0.7599999999999998,0.627417774081384
291,apparent,0.43999999999999995,0.5271685757284463
292,apparently,0.47599999999999965,0.6184565152870432
293,appear,0.4066666666666665,0.4499542638552489
294,appearance,0.5226666666666667,0.6780618385353427
295,appeared,0.39894736842105266,0.5351851207845006
296,appears,0.3799999999999993,0.5115436456289235
297,appemia,0.6599999999999999,0.516597523857969
298,appetite,0.513333333333334,0.5203993025525278
299,apple,0.22999999999999948,0.3628034851253962
300,apples,0.52,0.4243928668990709
301,application,0.6899999999999995,0.7228759843203243
302,applied,0.3599999999999999,0.463456671463695
303,apply,0.3600000000000003,0.36561166587819177
304,applying,0.5799999999999998,0.4930153716311092
305,appoint,0.4000000000000003,0.4845580146252439
306,appointed,0.4400000000000004,0.5697888715544956
307,appreciate,0.7800000000000002,0.6587629242513655
308,apprehended,0.74,0.5952344599952589
309,apprehension,0.6800000000000002,0.713073797542743
310,apprehensions,0.9800000000000004,0.7746631793164178
311,approach,0.3799999999999999,0.5303729795450873
312,approached,0.4199999999999999,0.6156038364743392
313,approaching,0.45333333333333314,0.6577766852980047
314,approbation,0.7249999999999999,0.7238196075970977
315,appropriate,0.54,0.7068612322200267
316,april,0.4400000000000001,0.3709669647456644
317,aquiescence,0.7800000000000002,0.6789575807479777
318,aquisparta,0.7400000000000002,0.6657458121403996
319,aquiss,0.8,0.43801425227609453
320,araba,0.7199999999999989,0.43652462786398744
321,arabs,0.3199999999999998,0.4153970347848353
322,araby,0.473333333333333,0.40933743565939906
323,aragile,0.6599999999999999,0.4772444140617794
324,arbitrary,0.6600000000000001,0.5941095091074364
325,arca,0.3799999999999999,0.3540299474348848
326,archers,0.5499999999999998,0.4423812828684743
327,ardently,0.48,0.4733471743156989
328,arding,0.379999999999999,0.3795270267413791
329,are,0.11037735849056599,0.27233566785009555
330,aren't,0.22000000000000006,0.349549979723293
331,arford,0.2600000000000007,0.4062322653216321
332,argile,0.5349999999999999,0.39452743920895256
333,argument,0.47999999999999987,0.47118434010438565
334,arguments,0.51,0.5327737218780604
335,ariguchi,0.6400000000000006,0.5071092719164303
336,arios,0.52,0.4142234241607789
337,arise,0.43999999999999995,0.4020689809282601
338,aristima,0.6399999999999997,0.5751437952445272
339,ark,0.2399999999999997,0.2533248665907033
340,arm,0.23666666666666689,0.2583053554402673
341,armament,0.5200000000000005,0.509649533547349
342,armed,0.2800000000000002,0.3435362123695191
343,armies,0.48,0.44076027041387467
344,arms,0.3714285714285716,0.319894737213942
345,army,0.3280000000000001,0.3138351380885057
346,arose,0.5200000000000001,0.3988010947517318
347,around,0.3925,0.4226228451723116
348,aroused,0.4200000000000001,0.49596373753701023
349,arranged,0.46000000000000024,0.48701363297254324
350,arrangement,0.4400000000000013,0.6231315811929892
351,arrangements,0.6899999999999995,0.6847209629666637
352,arrest,0.4399999999999999,0.41036123097993327
353,arrested,0.5533333333333331,0.49559208790918513
354,arrival,0.4433333333333334,0.49714062364377926
355,arrivals,0.6799999999999997,0.558730005417454
356,arrive,0.44999999999999984,0.4313870937760368
357,arrived,0.4485714285714288,0.46389634880984576
358,art,0.2160000000000001,0.25585828652343134
359,article,0.4999999999999995,0.4641808832611279
360,articles,0.4466666666666663,0.5257702650348026
361,artist,0.32,0.42183582017037463
362,artless,0.6,0.46751680887658204
363,artlessly,0.66,0.558804748435179
364,arts,0.3999999999999986,0.3174476682971061
365,as,0.13497737556561082,0.24101148694094304
366,ascending,0.5200000000000005,0.5463150475549364
367,ascent,0.4199999999999999,0.42264630733698866
368,ascertained,0.6600000000000001,0.6989300312109414
369,ashamed,0.4733333333333336,0.4642159740385506
370,asians,0.6399999999999997,0.49443186617635326
371,aside,0.46800000000000014,0.3943862751746847
372,ask,0.26999999999999996,0.2747222875769937
373,asked,0.30666666666666653,0.35995314450624544
374,asketim,0.5999999999999996,0.4705233308313196
375,asking,0.3299999999999997,0.4021259933299111
376,asks,0.2599999999999998,0.33631166935066836
377,aspect,0.5066666666666665,0.4291270266087331
378,aspires,0.56,0.5111091732780981
379,assassin,0.620000000000001,0.6176106297237027
380,assassins,0.5600000000000005,0.6792000114973773
381,assembled,0.4399999999999995,0.5664793861389665
382,assembling,0.52,0.6086522349626322
383,assembly,0.4599999999999998,0.5367783118579532
384,assense,0.5,0.5106035455835969
385,assentency,0.6399999999999999,0.6334571649587635
386,asseriance,0.6799999999999997,0.6917659373820286
387,asserians,0.7200000000000002,0.6489348106328552
388,asserted,0.4399999999999995,0.5169895088954755
389,asset,0.4599999999999991,0.3915666911788392
390,assinancy,0.6199999999999992,0.6426306467564158
391,assist,0.33000000000000007,0.46857840236156095
392,assistance,0.6933333333333332,0.6966859770416547
393,assisted,0.4499999999999997,0.5538092592908128
394,assister,0.5800000000000001,0.5614919650443881
395,associated,0.7799999999999998,0.6915118041253319
396,assue,0.5800000000000001,0.41997585836152995
397,assume,0.39999999999999947,0.4586671478471445
398,assumed,0.3999999999999999,0.4911764028809535
399,assurance,0.5199999999999996,0.6355537919335652
400,assure,0.3399999999999998,0.46016781914891436
401,assured,0.4566666666666667,0.49267707418272333
402,astonished,0.5999999999999996,0.6146313797794329
403,astonishing,0.7400000000000002,0.6568042286030984
404,astonishment,0.7733333333333334,0.6980277261044359
405,astricant,0.620000000000001,0.5972217929550254
406,asylum,0.41333333333333333,0.43564410373662393
407,asylums,0.4199999999999999,0.4972334855102986
408,at,0.10314381270903003,0.215666325736047
409,ate,0.4000000000000003,0.2683879276314898
410,athlete,0.4599999999999991,0.40967727283598415
411,attach,0.4199999999999999,0.4028917936149721
412,attached,0.48999999999999977,0.48812265054422393
413,attack,0.3399999999999998,0.4200372284211084
414,attacked,0.6,0.5052680853503602
415,attacking,0.4799999999999995,0.5474409341740258
416,attained,0.4799999999999995,0.528972400695813
417,attempt,0.40000000000000013,0.42701846883082495
418,attemptant,0.6599999999999993,0.5869497555568493
419,attempted,0.5066666666666665,0.5122493257600769
420,attempting,0.39999999999999947,0.5544221745837423
421,attempts,0.4000000000000003,0.4886078506044997
422,attend,0.32799999999999985,0.3781114945384963
423,attendance,0.6199999999999992,0.60621906921859
424,attendant,0.4599999999999999,0.5380427812645205
425,attended,0.5266666666666673,0.4633423514677481
426,attending,0.4160000000000001,0.5055152002914136
427,attention,0.49636363636363634,0.5558365278103363
428,attentions,0.56,0.6174259095840109
429,attentive,0.5699999999999994,0.5534275271074658
430,attentively,0.7199999999999998,0.6447154666660626
431,attitude,0.5100000000000002,0.5061829428588154
432,attorney,0.40800000000000036,0.5062000280682717
433,augured,0.4199999999999999,0.45244138153085206
434,august,0.3999999999999994,0.42485216615666926
435,aurora,0.4199999999999999,0.47205243447429496
436,auspicious,0.6600000000000001,0.7322212691580665
437,australia,0.6199999999999992,0.6514370939690775
438,austria,0.5199999999999996,0.5329619622058922
439,authorities,0.6520000000000004,0.6887961520796528
440,authority,0.52,0.5618710197542838
441,automatically,0.6199999999999999,0.8324541527763754
442,automobile,0.54,0.6568633955430265
443,avail,0.3800000000000001,0.4167567020690105
444,available,0.6199999999999992,0.6394300479313197
445,aval,0.4200000000000008,0.34861277076452063
446,avarice,0.54,0.5256110144688846
447,avaris,0.56,0.4827798877197111
448,ave,0.2999999999999998,0.28285924089677816
449,avenley,0.4266666666666668,0.46783887365523674
450,avenue,0.37000000000000033,0.44120432184810926
451,avenuely,0.3600000000000003,0.5324922614067061
452,avocations,0.7600000000000016,0.7012532356888528
453,avoid,0.43999999999999995,0.39566687046759585
454,avoids,0.4000000000000003,0.4572562522412706
455,awaited,0.3399999999999998,0.4800972688430958
456,awaiting,0.5199999999999998,0.5222701176667615
457,awake,0.2400000000000002,0.37691066257206884
458,awakened,0.44000000000000056,0.5031116108057394
459,award,0.3399999999999998,0.36317947586176874
460,aware,0.39199999999999957,0.3833918227234026
461,away,0.31658536585365843,0.3460080426888138
462,awe,0.3099999999999996,0.26048288708319145
463,awed,0.2600000000000002,0.2929921421170004
464,awful,0.3266666666666667,0.3572137682674009
465,awfulness,0.5999999999999996,0.574084225014612
466,awkward,0.5,0.4252294565182997
467,awkwardly,0.4599999999999999,0.5165173960768965
468,awoke,0.4199999999999999,0.35906973284720367
469,ax,0.2800000000000002,0.297068623322391
470,axis,0.3999999999999999,0.4268019364005556
471,azabella,0.5999999999999996,0.5866544368425743
472,baby,0.4000000000000003,0.337905112222869
473,baby's,0.3200000000000003,0.39949449399654374
474,bachelor,0.5399999999999991,0.49271075454941643
475,back,0.2592592592592593,0.31630842463440545
476,backward,0.5199999999999996,0.5000657953289058
477,backyard,0.4600000000000008,0.527256397956664
478,bacon,0.4199999999999999,0.3884437604307353
479,baculous,0.6799999999999997,0.5741279833132884
480,bad,0.24857142857142847,0.26340797240475844
481,bag,0.25333333333333324,0.24918840051495816
482,bail,0.2400000000000002,0.33480080558579783
483,baker,0.4999999999999998,0.3575230806898273
484,balance,0.7400000000000002,0.49476444896140176
485,bald,0.4599999999999999,0.29916612931511694
486,ball,0.2599999999999997,0.3024150311916664
487,ballots,0.3800000000000001,0.4651246786620814
488,balls,0.27999999999999936,0.3640044129653411
489,balsamy,0.4800000000000004,0.5051843030416625
490,band,0.4000000000000003,0.3043780637091773
491,banished,0.4400000000000013,0.503398344512699
492,bank,0.2639999999999999,0.3055796093114189
493,banker's,0.4199999999999999,0.46008255376792084
494,banks,0.34999999999999987,0.36716899108509365
495,banned,0.3600000000000003,0.39806975690903895
496,banner,0.3399999999999999,0.4057524626626144
497,baptist,0.5800000000000001,0.4805712821628347
498,baptistry,0.5600000000000005,0.5762930255984575
499,bar,0.2199999999999988,0.2710906781583339
500,barber,0.4399999999999995,0.4154808530448422
501,bare,0.2000000000000001,0.32381228005377666
502,barely,0.3200000000000001,0.4151002196123736
503,bargain,0.3799999999999999,0.48121135876407806
504,bark,0.3239999999999995,0.30480147879438446
505,barn,0.2900000000000005,0.31206076946275274
506,barochi,0.5600000000000005,0.4723749270481051
507,baron,0.379999999999999,0.3769368145907143
508,baronet,0.5599999999999996,0.4659026370549358
509,barons,0.43000000000000016,0.438526196364389
510,barrel,0.2999999999999998,0.39976239775151956
511,barrier,0.4600000000000002,0.4723401329330353
512,barriers,0.6499999999999997,0.53392951470671
513,bars,0.4266666666666666,0.33268005993200855
514,base,0.2800000000000002,0.345209701040067
515,baseball,0.6199999999999992,0.550919601917292
516,basin,0.4200000000000001,0.4016021217535329
517,basket,0.43,0.41516472224489626
518,bass,0.4199999999999999,0.3540774809182989
519,bat,0.3000000000000007,0.2671429379397281
520,batavian,0.6600000000000001,0.5924064440883574
521,bate,0.2999999999999998,0.31986453983517094
522,bates,0.4500000000000002,0.38145392160884567
523,bath,0.4044444444444445,0.2837083037696425
524,baton,0.3,0.3729890743721086
525,battle,0.3299999999999998,0.39186691731430806
526,battled,0.4000000000000003,0.4243761723481171
527,battles,0.54,0.4534562990879828
528,bay,0.26,0.2864285000191879
529,be,0.08153846153846152,0.20090334441356553
530,beach,0.4000000000000003,0.351884591723712
531,bean,0.3199999999999998,0.3245904105708111
532,beans,0.4199999999999999,0.3861797923444858
533,bear,0.2640000000000001,0.32381228005377666
534,beard,0.43999999999999984,0.35632153508758563
535,bearded,0.2999999999999999,0.4415523920168375
536,bearding,0.3800000000000008,0.4837252408405031
537,bearing,0.3200000000000003,0.4512159858066941
538,bears,0.3133333333333332,0.38540166182745134
539,beast,0.31000000000000005,0.38145392160884567
540,beasts,0.4599999999999999,0.44304330338252035
541,beat,0.235,0.31986453983517094
542,beater,0.4199999999999999,0.4127781025179981
543,beating,0.3200000000000003,0.44726824558808836
544,beatle,0.4599999999999999,0.40834429864097227
545,beatrice,0.5199999999999996,0.5326209404498934
546,beats,0.3999999999999999,0.38145392160884567
547,beautiful,0.5199999999999999,0.6021143419707826
548,beauty,0.40000000000000013,0.4400477102348788
549,beaver,0.33666666666666667,0.4272494157832865
550,beaver's,0.36999999999999983,0.4888387975569612
551,became,0.37428571428571417,0.42673211727485505
552,because,0.3369565217391305,0.5142835973143846
553,beckoning,0.4799999999999995,0.5195628938623194
554,become,0.3533333333333332,0.4088911875499898
555,becoming,0.43199999999999983,0.48357329140746447
556,bed,0.2631578947368421,0.23341259944737452
557,bedfordshire,0.6800000000000006,0.65924304040526
558,bedroom,0.3699999999999992,0.4420479399762967
559,beecock,0.5599999999999996,0.45560960532783124
560,beefer,0.38000000000000034,0.39557944740965995
561,been,0.15421383647798742,0.2945950376134272
562,bees,0.4199999999999999,0.315214328082683
563,before,0.36173913043478256,0.40773389064217874
564,beg,0.24666666666666678,0.21919302755757422
565,began,0.36648648648648646,0.3428800937148198
566,beggars,0.3400000000000007,0.4219810281154687
567,begging,0.4599999999999999,0.3648864164545003
568,begin,0.3399999999999996,0.3283070501664829
569,beginneth,0.42,0.4748083297650377
570,beginning,0.4341176470588235,0.49668084722381917
571,begirted,0.3800000000000008,0.44900399714747896
572,begun,0.3399999999999998,0.32481650661346245
573,behave,0.5,0.4036228208258165
574,behaved,0.4400000000000004,0.4361320758596255
575,behaviour,0.5533333333333331,0.5887665439016789
576,beheld,0.41666666666666674,0.33845772408309016
577,behind,0.3969230769230769,0.35909198788619756
578,behold,0.4440000000000001,0.350612167315609
579,behove,0.419999999999999,0.38578189110095135
580,behoves,0.5199999999999996,0.447371272874626
581,being,0.25838709677419364,0.3283070501664829
582,belance,0.4400000000000004,0.4647690760040178
583,believe,0.38117647058823523,0.46096417025336656
584,believed,0.4519999999999997,0.4934734252871755
585,believing,0.4399999999999999,0.5356462741108412
586,bell,0.1599999999999992,0.2724196582342825
587,bella,0.27,0.35513663308710924
588,bells,0.3200000000000003,0.33400904000795717
589,bellum,0.4400000000000004,0.37576433547136645
590,belma,0.54,0.35806976566236537
591,belock,0.3599999999999994,0.3869472537153416
592,belong,0.33000000000000007,0.3607973209003132
593,belonged,0.31333333333333313,0.446028177829565
594,belonging,0.4599999999999998,0.48820102665323056
595,beloved,0.4759999999999997,0.43748393721520445
596,below,0.34999999999999976,0.3298767264723659
597,belvain,0.620000000000001,0.4792080326197265
598,ben,0.21500000000000005,0.24187343571798436
599,benadetto,0.6199999999999998,0.5471857537655819
600,benadied,0.5599999999999987,0.5104744538383619
601,beneath,0.33111111111111124,0.430121598864947
602,benedict,0.5999999999999996,0.48319135114791006
603,benefit,0.3999999999999999,0.4480241279045201
604,benevolence,0.7000000000000011,0.6440569752085241
605,benevolent,0.6199999999999997,0.5758806872544546
