,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
129,underscore,76.22,76.94,0.72,0.48,0,10,0.072,0.29617872898658637,0.480000000000004,76.58,243.1899697991073
130,a,77.42,77.48,0.06,0.08,0,1,0.06,0.44352751962770587,0.0799999999999983,77.45,282.7562884784595
131,very,77.56,77.8,0.24,0.08,0,4,0.06,0.34258219951340674,0.0799999999999983,77.68,212.01286229951305
132,legitimate,77.88,78.36,0.48,0.04,0,10,0.048,0.1519830638288644,0.04000000000000625,78.12,200.39680304498293
133,concern,78.4,78.88,0.48,1.18,0,7,0.06857142857142857,0.11490531189182394,1.1800000000000068,78.64,207.50231547688887
134,a,80.06,80.18,0.12,0.1,0,1,0.12,0.39555458880993594,0.09999999999999432,80.12,248.29666969256309
135,eyes,80.28,80.62,0.34,0.02,0,4,0.085,0.42932083868560156,0.01999999999999602,80.45,231.0945231060876
136,while,80.64,80.92,0.28,0.08,0,5,0.05600000000000001,0.45308098814981745,0.0799999999999983,80.78,227.21167319221345
137,extremely,81.0,81.6,0.6,0.06,0,9,0.06666666666666667,0.2002995598531623,0.060000000000002274,81.3,251.29179814243133
138,powerful,81.66,82.34,0.68,1.04,0,8,0.085,0.2819894368074593,1.039999999999992,82.0,194.61896100535498
139,are,83.38,83.54,0.16,0.08,0,3,0.05333333333333334,0.3254509176506792,0.0799999999999983,83.46000000000001,179.28977689227693
140,also,83.62,83.94,0.32,0.04,0,4,0.08,0.2718717074208426,0.04000000000000625,83.78,202.07240958854155
141,extremely,83.98,84.56,0.58,0.06,0,9,0.06444444444444444,0.11772226761868909,0.060000000000002274,84.27000000000001,179.6453726301103
142,literal,84.62,85.08,0.46,1.22,0,7,0.06571428571428571,0.21543491305299983,1.2199999999999989,84.85,116.94292337964038
143,an,86.3,86.4,0.1,0.04,0,2,0.05,0.4054372122397378,0.03999999999999204,86.35,216.89685286703576
144,extremely,86.44,87.1,0.66,0.08,0,9,0.07333333333333333,0.21386867365217666,0.0800000000000125,86.77,259.6150096078828
145,literal,87.18,87.52,0.34,0.04,0,7,0.04857142857142858,0.33216628126918646,0.04000000000000625,87.35,223.80499520910746
146,problem,87.56,87.96,0.4,0.04,0,7,0.05714285714285715,0.25577829991227896,0.04000000000000625,87.75999999999999,203.23829920848482
147,solving,88.0,88.48,0.48,0.78,0,7,0.06857142857142857,0.27702415765909355,0.7800000000000011,88.24000000000001,292.5131174788648
148,combined,89.26,89.74,0.48,0.02,0,8,0.06,0.34740051594484456,0.020000000000010232,89.5,226.41942953070767
149,with,89.76,89.86,0.1,0.04,0,4,0.025,0.17163870792708194,0.04000000000000625,89.81,228.92617644812017
150,an,89.9,89.96,0.06,0.06,0,2,0.03,0.09739812777045831,0.060000000000002274,89.93,140.57111899611706
151,inaccurate,90.02,90.68,0.66,0.04,0,10,0.066,0.26398987772321036,0.03999999999999204,90.35,205.8625305290306
152,problem,90.72,91.14,0.42,0.02,0,7,0.06,0.22654320498965294,0.01999999999999602,90.93,185.82718578198234
153,definition,91.16,91.82,0.66,0.96,0,10,0.066,0.19454841015926108,0.960000000000008,91.49,258.52241095466513
154,that,92.78,92.94,0.16,0.04,0,4,0.04,0.5931576715883742,0.04000000000000625,92.86,242.73918828364404
155,was,92.98,93.12,0.14,0.02,0,3,0.04666666666666667,0.217796303916145,0.01999999999999602,93.05000000000001,290.38739533788527
156,a,93.14,93.2,0.06,0.04,0,1,0.06,0.3233512631089738,0.03999999999999204,93.17,282.3553426319109
157,reason,93.24,93.6,0.36,0.06,0,6,0.06,0.1680245571534985,0.060000000000002274,93.41999999999999,202.78250516991375
158,behind,93.66,94.14,0.48,0.04,0,6,0.08,0.19162559921611697,0.04000000000000625,93.9,189.6268141712336
159,our,94.18,94.26,0.08,0.04,0,3,0.02666666666666667,0.1945020217363525,0.03999999999999204,94.22,145.1910424834198
160,most,94.3,94.52,0.22,0.06,0,4,0.055,0.09279666194792406,0.060000000000002274,94.41,159.7692279721525
161,recent,94.58,94.88,0.3,0.04,0,6,0.049999999999999996,0.1042241560490848,0.04000000000000625,94.72999999999999,196.1529094465106
162,mortgage,94.92,95.28,0.36,0.04,0,8,0.045,0.10439648891350041,0.03999999999999204,95.1,150.1365596158987
163,crisis,95.32,95.92,0.6,2.1,0,6,0.09999999999999999,0.056753255055287645,2.0999999999999943,95.62,
164,truth,98.02,98.34,0.32,0.04,0,5,0.064,0.15153834606889688,0.03999999999999204,98.18,273.2025031704407
165,be,98.38,98.46,0.08,0.06,0,2,0.04,0.21456183788380884,0.060000000000002274,98.41999999999999,221.7687029192566
166,told,98.52,99.02,0.5,0.78,0,4,0.125,0.2731530221013792,0.7800000000000011,98.77,229.7070539937733
167,an,99.8,99.92,0.12,0.06,0,2,0.06,0.10661711574086628,0.060000000000002274,99.86,163.06439672942267
168,ai,99.98,100.32,0.34,0.08,0,2,0.17,0.4979613175994218,0.0800000000000125,100.15,256.53138441552693
169,task,100.4,100.8,0.4,0.04,0,4,0.1,0.27466040204820447,0.04000000000000625,100.6,236.37702721477913
170,to,100.84,100.92,0.08,0.06,0,2,0.04,0.1253461595267786,0.060000000000002274,100.88,234.7513163925032
171,find,100.98,101.2,0.22,0.04,0,4,0.055,0.4015240806018866,0.03999999999999204,101.09,221.24670714722947
172,the,101.24,101.28,0.04,0.04,0,3,0.013333333333333334,0.14227891573119994,0.03999999999999204,101.25999999999999,212.75082704323643
173,most,101.32,101.54,0.22,0.08,0,4,0.055,0.12445028657554195,0.0799999999999983,101.43,176.72301044821475
174,cost,101.62,102.18,0.56,0.02,0,4,0.14,0.14838763825840062,0.01999999999999602,101.9,175.84075396766224
175,effective,102.2,102.62,0.42,0.06,0,9,0.04666666666666666,0.20754085925963306,0.060000000000002274,102.41,291.29936848343146
176,treatments,102.68,103.12,0.44,0.04,0,10,0.044,0.14127611496108006,0.03999999999999204,102.9,295.7843947111219
177,to,103.16,103.24,0.08,0.06,0,2,0.04,0.08526466220228526,0.060000000000002274,103.19999999999999,239.27612384552123
178,cancer,103.3,103.78,0.48,0.88,0,6,0.08,0.19028443698173636,0.8799999999999955,103.53999999999999,319.7652541073359
179,would,104.66,104.8,0.14,0.04,0,5,0.028000000000000004,0.11719527490045518,0.04000000000000625,104.72999999999999,190.14000391338905
180,probably,104.84,105.34,0.5,0.08,0,8,0.0625,0.22262122514099913,0.0799999999999983,105.09,236.83679461941705
181,choose,105.42,105.72,0.3,0.02,0,6,0.049999999999999996,0.09738579856771107,0.01999999999999602,105.57,223.36912469387653
182,to,105.74,105.84,0.1,0.18,0,2,0.05,0.1509611573494126,0.1799999999999926,105.78999999999999,201.51316154919283
183,end,106.02,106.3,0.28,0.04,0,3,0.09333333333333334,0.22357403505633774,0.04000000000000625,106.16,194.70617960644205
184,lives,106.34,106.88,0.54,0.84,0,5,0.10800000000000001,0.1741085907376765,0.8400000000000034,106.61,115.86989749246206
185,rather,107.72,108.12,0.4,0.02,0,6,0.06666666666666667,0.3133646679476804,0.01999999999999602,107.92,166.0281266950714
186,than,108.14,108.28,0.14,0.06,0,4,0.035,0.0926607191206154,0.060000000000002274,108.21000000000001,161.67382061883768
187,save,108.34,108.6,0.26,0.04,0,4,0.065,0.12704902924731898,0.04000000000000625,108.47,167.07759121235813
188,them,108.64,108.88,0.24,2.96,0,4,0.06,0.0824385869180934,2.960000000000008,108.75999999999999,
189,that,111.84,112.08,0.24,0.06,0,4,0.06,0.45521367439466076,0.060000000000002274,111.96000000000001,239.28933733252398
190,said,112.14,112.48,0.34,0.72,0,4,0.085,0.21718027255867717,0.7199999999999989,112.31,164.39950298979264
191,i,113.2,113.3,0.1,0.1,0,1,0.1,0.19538717889274576,0.10000000000000853,113.25,246.1968326060238
192,see,113.4,113.52,0.12,0.1,0,3,0.04,0.2043305510804592,0.10000000000000853,113.46000000000001,267.8275132197208
193,great,113.62,113.86,0.24,0.04,0,5,0.048,0.2710002549002938,0.04000000000000625,113.74000000000001,276.82671628055135
194,potential,113.9,114.5,0.6,0.06,0,9,0.06666666666666667,0.1539796538092107,0.060000000000002274,114.2,205.66700626906234
195,for,114.56,114.68,0.12,0.08,0,3,0.04,0.1821190874830756,0.0799999999999983,114.62,205.39543701212241
196,ais,114.76,115.32,0.56,0.14,0,3,0.18666666666666668,0.2919784221636492,0.14000000000000057,115.03999999999999,179.87773083901246
197,to,115.46,115.58,0.12,0.06,0,2,0.06,0.055268087354539384,0.060000000000002274,115.52,
198,improve,115.64,116.08,0.44,0.04,0,7,0.06285714285714286,0.10196575471914887,0.04000000000000625,115.86,197.88430501358596
199,our,116.12,116.2,0.08,0.08,0,3,0.02666666666666667,0.28771051815513204,0.0799999999999983,116.16,135.65433662411644
200,lives,116.28,116.7,0.42,1.8,0,5,0.08399999999999999,0.13714262759991902,1.7999999999999972,116.49000000000001,80.68907984676088
201,in,118.5,118.64,0.14,0.08,0,2,0.07,0.21266347188981702,0.0799999999999983,118.57,237.46062239825642
202,health,118.72,119.02,0.3,0.02,0,6,0.049999999999999996,0.268564651992782,0.020000000000010232,118.87,195.35244068480597
203,care,119.04,119.32,0.28,0.44,0,4,0.07,0.24699506952002154,0.44000000000001194,119.18,204.05256960416642
204,we,119.76,119.86,0.1,0.08,0,2,0.05,0.17061616542094188,0.0799999999999983,119.81,241.97261702908952
205,have,119.94,120.08,0.14,0.06,0,4,0.035,0.40694757928114605,0.060000000000002274,120.00999999999999,310.95389961345353
206,too,120.14,120.28,0.14,0.06,0,3,0.04666666666666667,0.09879799198294771,0.060000000000002274,120.21000000000001,304.38171430099885
207,much,120.34,120.52,0.18,0.06,0,4,0.045,0.23604179838519643,0.060000000000002274,120.43,270.61262687887876
208,data,120.58,120.88,0.3,0.68,0,4,0.075,0.2686606246874933,0.6800000000000068,120.72999999999999,163.0604373311947
209,electronic,121.56,122.06,0.5,0.06,0,10,0.05,0.20669197748088397,0.060000000000002274,121.81,190.93797818944057
210,health,122.12,122.38,0.26,0.06,0,6,0.043333333333333335,0.2613486301010187,0.060000000000002274,122.25,276.89617689529075
211,records,122.44,123.06,0.62,0.38,0,7,0.08857142857142856,0.2519601696839928,0.37999999999999545,122.75,268.3754720097676
212,social,123.44,123.78,0.34,0.1,0,6,0.05666666666666667,0.09297984048458004,0.09999999999999432,123.61,184.14837824241056
213,media,123.88,124.38,0.5,1.28,0,5,0.1,0.3787009520333342,1.2800000000000011,124.13,241.93298912386126
214,all,125.66,125.84,0.18,0.04,0,3,0.06,0.462243048433571,0.03999999999999204,125.75,242.64312068711524
215,of,125.88,125.94,0.06,0.04,0,2,0.03,0.18129265907877465,0.04000000000000625,125.91,235.9210326576408
216,the,125.98,126.04,0.06,0.06,0,3,0.02,0.19065721343148742,0.05999999999998806,126.01,176.78663498981754
217,published,126.1,126.5,0.4,0.04,0,9,0.044444444444444446,0.13718746996881662,0.04000000000000625,126.3,159.71057769620484
218,literature,126.54,127.14,0.6,0.66,0,10,0.06,0.284770964047399,0.6599999999999966,126.84,243.4384486379796
219,it's,127.8,128.0,0.2,0.08,0,4,0.05,0.1371949665792438,0.0800000000000125,127.9,265.0680734482157
220,far,128.08,128.32,0.24,0.1,0,3,0.08,0.23602896438553794,0.09999999999999432,128.2,273.54162610078004
221,too,128.42,128.54,0.12,0.08,0,3,0.04,0.10574634084795854,0.0800000000000125,128.48,304.583036794921
222,much,128.62,128.84,0.22,0.08,0,4,0.055,0.2656739642045493,0.07999999999998408,128.73000000000002,235.464390118522
223,for,128.92,129.0,0.08,0.06,0,3,0.02666666666666667,0.19890824734922063,0.060000000000002274,128.95999999999998,222.35041932388066
224,us,129.06,129.22,0.16,0.06,0,2,0.08,0.2786067709954055,0.060000000000002274,129.14,207.36157695907067
225,humans,129.28,129.66,0.38,0.04,0,6,0.06333333333333334,0.09973618698656585,0.03999999999999204,129.47,186.79658974882858
226,to,129.7,129.78,0.08,0.04,0,2,0.04,0.0666439793963347,0.03999999999999204,129.74,248.77737703783174
227,be,129.82,129.88,0.06,0.06,0,2,0.03,0.13752698525192783,0.060000000000002274,129.85,204.57563907206978
228,able,129.94,130.18,0.24,0.04,0,4,0.06,0.12707081226512418,0.03999999999999204,130.06,168.86992891059583
