,Unnamed: 0.1,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,time,post_space,pitch
65,65,but,50.74,50.92,0.1799999999999997,0.1799999999999997,1,3,0.059999999999999894,0.2552513696997351,50.83,0.17999999999999972,169.5577771520146
66,66,i'd,51.1,51.3,0.1999999999999957,0.0600000000000022,1,3,0.06666666666666524,0.26047683907075214,51.2,0.060000000000002274,180.60051541345476
67,67,say,51.36,51.52,0.1600000000000037,0.0999999999999943,1,3,0.053333333333334565,0.4129513018585363,51.44,0.09999999999999432,211.72575241313567
68,68,that,51.62,51.86,0.240000000000002,0.5,1,4,0.0600000000000005,0.39745554637875896,51.739999999999995,0.5,193.62775117538945
69,69,there's,52.36,52.6,0.240000000000002,0.0799999999999983,1,7,0.03428571428571457,0.23285197145491868,52.480000000000004,0.0799999999999983,191.0223179595995
70,70,one,52.68,52.96,0.2800000000000011,0.1400000000000005,1,3,0.0933333333333337,0.24270623535313357,52.82,0.14000000000000057,211.62058172995023
71,71,theme,53.1,53.48,0.3799999999999954,0.1200000000000045,1,5,0.07599999999999908,0.17203189330620625,53.29,0.12000000000000455,174.54885639349175
72,72,they,53.6,53.72,0.1199999999999974,0.0600000000000022,1,4,0.02999999999999935,0.2905009424801457,53.66,0.060000000000002274,164.89152067642436
73,73,all,53.78,53.9,0.1199999999999974,0.0799999999999983,1,3,0.039999999999999133,0.2505789384412928,53.84,0.0799999999999983,152.90738578919172
74,74,share,53.98,54.2,0.2200000000000059,0.019999999999996,1,5,0.044000000000001184,0.17591467015424728,54.09,0.01999999999999602,163.9148260750009
75,75,in,54.22,54.26,0.0399999999999991,0.0399999999999991,1,2,0.01999999999999955,0.162909155907896,54.239999999999995,0.03999999999999915,157.31806772844996
76,76,common,54.3,54.68,0.3800000000000025,0.0799999999999983,1,6,0.06333333333333376,0.14319915629577565,54.489999999999995,0.0799999999999983,181.64128135356123
77,77,for,54.76,54.88,0.1200000000000045,0.0399999999999991,1,3,0.0400000000000015,0.1824035706186261,54.82,0.03999999999999915,176.51745015222997
78,78,us,54.92,55.06,0.1400000000000005,0.1199999999999974,1,2,0.07000000000000026,0.21938848898840443,54.99,0.11999999999999744,208.2139777012577
79,79,which,55.18,55.34,0.1600000000000037,0.019999999999996,1,5,0.032000000000000736,0.16717325810049938,55.260000000000005,0.01999999999999602,170.46034591495797
80,80,is,55.36,55.6,0.240000000000002,0.4600000000000008,1,2,0.120000000000001,0.17230202715964205,55.480000000000004,0.46000000000000085,171.14120020037154
81,81,it,56.06,56.22,0.1599999999999966,0.0399999999999991,1,2,0.0799999999999983,0.3677602392675932,56.14,0.03999999999999915,197.9011676453024
82,82,all,56.26,56.4,0.1400000000000005,0.0399999999999991,1,3,0.046666666666666835,0.38829035640455717,56.33,0.03999999999999915,207.87012961445723
83,83,spirit,56.44,56.78,0.3400000000000034,0.1199999999999974,1,6,0.05666666666666723,0.15810813401456858,56.61,0.11999999999999744,190.6242089989682
84,84,starts,56.9,57.24,0.3400000000000034,0.0599999999999951,1,6,0.05666666666666723,0.2841977056668996,57.07,0.05999999999999517,160.00412079686822
85,85,from,57.3,57.5,0.2000000000000028,0.0399999999999991,1,4,0.0500000000000007,0.19124195271920783,57.4,0.03999999999999915,175.54757444325398
86,86,the,57.54,57.62,0.0799999999999983,0.0800000000000054,1,3,0.0266666666666661,0.22442004932408513,57.58,0.0800000000000054,160.66902824881416
87,87,data,57.7,58.02,0.3200000000000003,0.5399999999999991,1,4,0.08000000000000007,0.13199250373271712,57.86,0.5399999999999991,102.00714248719613
88,88,so,58.56,58.78,0.2199999999999988,0.9200000000000016,0,2,0.1099999999999994,0.3809273670076064,58.67,0.9200000000000017,187.77390335203265
89,89,we,59.7,59.8,0.0999999999999943,0.1000000000000014,1,2,0.04999999999999715,0.3325840066704718,59.75,0.10000000000000142,202.66293999123985
90,90,basically,59.9,60.46,0.5600000000000023,0.4399999999999977,1,9,0.06222222222222248,0.2519221466531444,60.18,0.4399999999999977,188.18390547571957
91,91,will,60.9,61.08,0.1799999999999997,0.0600000000000022,0,4,0.04499999999999992,0.16658084450950653,60.989999999999995,0.060000000000002274,179.3524103159137
92,92,get,61.14,61.36,0.2199999999999988,0.3400000000000034,0,3,0.07333333333333293,0.21449756337620696,61.25,0.3400000000000034,155.3421972627136
93,93,some,61.7,61.88,0.1799999999999997,0.0799999999999983,1,4,0.04499999999999992,0.24800918728768134,61.790000000000006,0.0799999999999983,193.08620752717277
94,94,data,61.96,62.16,0.1999999999999957,0.0400000000000062,1,4,0.04999999999999893,0.25483879547092475,62.06,0.04000000000000625,149.02297661842098
95,95,set,62.2,62.38,0.1799999999999997,0.019999999999996,1,3,0.059999999999999894,0.15598036168444665,62.290000000000006,0.01999999999999602,132.36071299772686
96,96,that,62.4,62.48,0.0799999999999983,0.0200000000000031,1,4,0.019999999999999574,0.22296132282259432,62.44,0.020000000000003126,153.02483131333946
97,97,we,62.5,62.56,0.0600000000000022,0.0599999999999951,1,2,0.0300000000000011,0.17053267044425216,62.53,0.05999999999999517,172.68369851182348
98,98,think,62.62,62.78,0.1600000000000037,0.0799999999999983,1,5,0.032000000000000736,0.12742805271004137,62.7,0.0799999999999983,169.84062244136942
99,99,might,62.86,62.98,0.1199999999999974,0.0400000000000062,1,5,0.02399999999999948,0.14412472623596825,62.92,0.04000000000000625,168.76984873648755
100,100,be,63.02,63.08,0.0599999999999951,0.0600000000000022,1,2,0.02999999999999755,0.149970325263825,63.05,0.060000000000002274,185.25018059708123
101,101,interesting,63.14,63.62,0.4799999999999969,0.3200000000000003,1,11,0.043636363636363355,0.11535297399846653,63.379999999999995,0.3200000000000003,103.54270291916923
102,102,and,63.94,64.08,0.1400000000000005,0.0799999999999983,1,3,0.046666666666666835,0.23011548425195125,64.00999999999999,0.0799999999999983,194.16232015619718
103,103,we'll,64.16,64.26,0.1000000000000085,0.039999999999992,1,5,0.0200000000000017,0.2075931438157715,64.21000000000001,0.03999999999999204,202.6392955155934
104,104,start,64.3,64.66,0.3599999999999994,0.2999999999999971,1,5,0.07199999999999987,0.28352849696794397,64.47999999999999,0.29999999999999716,189.51480328368856
105,105,sort,64.96,65.16,0.2000000000000028,0.0,0,4,0.0500000000000007,0.2362348723140499,65.06,0.0,192.68784541626152
106,106,of,65.16,65.24,0.0799999999999983,0.0600000000000022,0,2,0.03999999999999915,0.16500507560362568,65.19999999999999,0.060000000000002274,207.15811840575293
107,107,having,65.3,65.72,0.4200000000000017,0.2199999999999988,0,6,0.07000000000000028,0.22018597307640245,65.50999999999999,0.21999999999999886,195.417042653451
108,108,a,65.94,66.02,0.0799999999999983,0.0600000000000022,1,1,0.0799999999999983,0.35445781418352595,65.97999999999999,0.060000000000002274,193.33811970421735
109,109,dialogue,66.08,66.6,0.519999999999996,0.1800000000000068,1,8,0.0649999999999995,0.2625460020085653,66.34,0.18000000000000682,154.44778099264687
110,110,with,66.78,66.92,0.1400000000000005,0.039999999999992,1,4,0.03500000000000013,0.24307811995421716,66.85,0.03999999999999204,172.87094977588015
111,111,the,66.96,67.02,0.0600000000000022,0.0400000000000062,1,3,0.020000000000000732,0.17877858885984857,66.99,0.04000000000000625,161.2779408128642
112,112,state,67.06,67.24,0.1799999999999926,0.0200000000000102,1,5,0.03599999999999852,0.1460177261367961,67.15,0.020000000000010232,81.19657473332073
113,113,of,67.26,67.28,0.019999999999996,0.0600000000000022,1,2,0.009999999999998,0.11084856797928287,67.27000000000001,0.060000000000002274,
114,114,set,67.34,67.6,0.2599999999999909,0.1200000000000045,1,3,0.08666666666666363,0.12155199984280585,67.47,0.12000000000000455,
115,115,where,67.72,68.16,0.4399999999999977,0.3599999999999994,1,5,0.08799999999999955,0.28720425557676665,67.94,0.35999999999999943,170.42917073358151
116,116,we're,68.52,68.7,0.1800000000000068,0.5,0,5,0.03600000000000136,0.29747025967645474,68.61,0.5,171.469999505188
117,117,poking,69.2,69.58,0.3799999999999954,0.0400000000000062,1,6,0.06333333333333256,0.2874143746537387,69.39,0.04000000000000625,224.96308324549491
118,118,at,69.62,69.7,0.0799999999999983,0.039999999999992,1,2,0.03999999999999915,0.36297551488268376,69.66,0.03999999999999204,215.781218375267
119,119,it,69.74,69.86,0.1200000000000045,0.0400000000000062,1,2,0.06000000000000225,0.2426002402893066,69.8,0.04000000000000625,204.35802090818962
120,120,we're,69.9,70.04,0.1400000000000005,0.059999999999988,1,5,0.0280000000000001,0.3470578602574036,69.97,0.05999999999998806,155.49034641537767
121,121,trying,70.1,70.32,0.2199999999999988,0.0400000000000062,1,6,0.036666666666666466,0.25910833410423817,70.21,0.04000000000000625,189.3868828017343
122,122,to,70.36,70.42,0.0600000000000022,0.039999999999992,1,2,0.0300000000000011,0.10647462344262763,70.39,0.03999999999999204,
123,123,look,70.46,70.62,0.1600000000000108,0.019999999999996,1,4,0.0400000000000027,0.17747826267031866,70.53999999999999,0.01999999999999602,189.32299729173405
124,124,at,70.64,70.74,0.0999999999999943,0.0200000000000102,1,2,0.04999999999999715,0.2527606017059582,70.69,0.020000000000010232,196.76924951574296
125,125,it,70.76,70.84,0.0799999999999983,0.0600000000000022,1,2,0.03999999999999915,0.23957961694489216,70.80000000000001,0.060000000000002274,143.45062805926383
126,126,from,70.9,71.08,0.1799999999999926,0.0799999999999983,1,4,0.04499999999999815,0.16160478123678962,70.99000000000001,0.0799999999999983,178.93948393044874
127,127,different,71.16,71.42,0.2600000000000051,0.019999999999996,1,9,0.028888888888889457,0.14557761305575773,71.28999999999999,0.01999999999999602,170.43716926210723
128,128,perspectives,71.44,72.08,0.6400000000000006,0.2800000000000011,1,12,0.05333333333333338,0.15204276118994317,71.75999999999999,0.28000000000000114,179.05237365302867
129,129,and,72.36,72.52,0.1599999999999966,0.0799999999999983,1,3,0.0533333333333322,0.3084949968672772,72.44,0.0799999999999983,217.85616628844147
130,130,sometimes,72.6,73.44,0.8400000000000034,1.1800000000000068,1,9,0.09333333333333371,0.2222876778765552,73.02,1.1800000000000068,209.2756124793826
131,131,the,74.62,74.7,0.0799999999999983,0.0999999999999943,1,3,0.0266666666666661,0.3416582857408086,74.66,0.09999999999999432,194.45238972960286
132,132,answer,74.8,75.26,0.4600000000000079,0.1199999999999903,1,6,0.07666666666666798,0.31258315706118217,75.03,0.11999999999999034,166.29787735811908
133,133,for,75.38,75.56,0.1800000000000068,0.2199999999999988,1,3,0.06000000000000227,0.17330486329749317,75.47,0.21999999999999886,155.91340256572116
134,134,what,75.78,75.94,0.1599999999999966,0.019999999999996,1,4,0.03999999999999915,0.30094075130474685,75.86,0.01999999999999602,156.90918236358957
135,135,kind,75.96,76.16,0.2000000000000028,0.0,1,4,0.0500000000000007,0.18001286173650347,76.06,0.0,183.22111765500287
136,136,of,76.16,76.22,0.0600000000000022,0.0400000000000062,1,2,0.0300000000000011,0.10943177706522184,76.19,0.04000000000000625,117.69110735852814
137,137,technique,76.26,76.76,0.5,0.039999999999992,1,9,0.05555555555555555,0.19537145933407152,76.51,0.03999999999999204,251.67174453955442
138,138,we,76.8,76.88,0.0799999999999983,0.0600000000000022,1,2,0.03999999999999915,0.3127300141260597,76.84,0.060000000000002274,247.5772599321222
139,139,might,76.94,77.08,0.1400000000000005,0.0600000000000022,1,5,0.0280000000000001,0.21828311749968776,77.00999999999999,0.060000000000002274,226.22085116086134
140,140,want,77.14,77.26,0.1200000000000045,0.0,1,4,0.030000000000001126,0.22018984115585988,77.2,0.0,222.40960868017183
141,141,to,77.26,77.32,0.059999999999988,0.0600000000000022,1,2,0.029999999999994,0.19221435224574052,77.28999999999999,0.060000000000002274,217.25894634914977
142,142,use,77.38,77.62,0.2400000000000091,0.019999999999996,1,3,0.08000000000000303,0.2021859831662013,77.5,0.01999999999999602,200.14316736238433
143,143,or,77.64,77.7,0.0600000000000022,0.0999999999999943,1,2,0.0300000000000011,0.30064712693381523,77.67,0.09999999999999432,164.75375389816446
144,144,which,77.8,78.02,0.2199999999999988,0.4200000000000017,1,5,0.04399999999999976,0.3082197120047975,77.91,0.4200000000000017,182.66082680289793
145,145,way,78.44,78.72,0.2800000000000011,0.3599999999999994,0,3,0.0933333333333337,0.33919425685511634,78.58,0.35999999999999943,202.49232748242864
146,146,we,79.08,79.14,0.0600000000000022,0.0600000000000022,1,2,0.0300000000000011,0.18279921931609427,79.11,0.060000000000002274,182.19805303499697
147,147,might,79.2,79.32,0.1199999999999903,0.0400000000000062,1,5,0.023999999999998058,0.1721158234457643,79.25999999999999,0.04000000000000625,175.36423953863456
148,148,want,79.36,79.46,0.0999999999999943,0.0,1,4,0.024999999999998575,0.19356335873281483,79.41,0.0,173.8611349128809
149,149,to,79.46,79.52,0.0600000000000022,0.0400000000000062,1,2,0.0300000000000011,0.1563454669821726,79.49,0.04000000000000625,165.91957577256352
150,150,transform,79.56,79.98,0.4200000000000017,0.039999999999992,1,9,0.046666666666666856,0.1645415524025966,79.77000000000001,0.03999999999999204,176.90211809632243
151,151,the,80.02,80.1,0.0799999999999983,0.0400000000000062,1,3,0.0266666666666661,0.22078673806332402,80.06,0.04000000000000625,170.58061032318778
152,152,data,80.14,80.38,0.2399999999999948,0.4200000000000017,1,4,0.0599999999999987,0.18569595487870152,80.25999999999999,0.4200000000000017,151.79666911908245
153,153,comes,80.8,81.04,0.2400000000000091,0.019999999999996,1,5,0.04800000000000182,0.24754664725346157,80.92,0.01999999999999602,163.52524009993266
154,154,out,81.06,81.24,0.1799999999999926,0.1400000000000005,1,3,0.059999999999997534,0.49052664761345444,81.15,0.14000000000000057,147.44213372522177
155,155,very,81.38,81.64,0.2600000000000051,0.0600000000000022,1,4,0.06500000000000128,0.2330440295543828,81.50999999999999,0.060000000000002274,163.42696100974158
156,156,naturally,81.7,82.16,0.4599999999999937,0.3800000000000096,1,9,0.05111111111111041,0.21592335576412258,81.93,0.38000000000000966,230.2644109547576
157,157,sometimes,82.54,83.24,0.6999999999999886,0.1200000000000045,1,9,0.07777777777777652,0.38275261331820387,82.89,0.12000000000000455,283.1280575929425
158,158,the,83.36,83.44,0.0799999999999983,0.0799999999999983,1,3,0.0266666666666661,0.4516304216130793,83.4,0.0799999999999983,185.02288358751153
159,159,poking,83.52,83.98,0.4600000000000079,0.0600000000000022,1,6,0.07666666666666798,0.23889119100384626,83.75,0.060000000000002274,206.26106193546119
160,160,goes,84.04,84.24,0.1999999999999886,0.0200000000000102,1,4,0.04999999999999715,0.3182895299854084,84.14,0.020000000000010232,171.03473540588223
161,161,on,84.26,84.38,0.1199999999999903,0.0799999999999983,1,2,0.05999999999999515,0.30544367855601884,84.32,0.0799999999999983,190.44353428542416
162,162,for,84.46,84.54,0.0800000000000125,0.039999999999992,1,3,0.026666666666670835,0.150030970750846,84.5,0.03999999999999204,165.16210917690648
163,163,a,84.58,84.62,0.0400000000000062,0.039999999999992,1,1,0.0400000000000062,0.23549690618272984,84.6,0.03999999999999204,145.92982972179564
164,164,long,84.66,84.9,0.2400000000000091,0.019999999999996,1,4,0.060000000000002274,0.2320072517633645,84.78,0.01999999999999602,170.04617569289434
165,165,time,84.92,85.3,0.3799999999999954,0.3400000000000034,1,4,0.09499999999999885,0.1768382244536701,85.11,0.3400000000000034,137.58055942711187
166,166,so,85.64,85.8,0.1599999999999966,0.2000000000000028,0,2,0.0799999999999983,0.5074108278141722,85.72,0.20000000000000284,186.13384074951657
167,167,as,86.0,86.2,0.2000000000000028,0.0799999999999983,1,2,0.1000000000000014,0.4455603671717032,86.1,0.0799999999999983,179.96439777066897
168,168,we,86.28,86.34,0.0600000000000022,0.0999999999999943,1,2,0.0300000000000011,0.29009554108483243,86.31,0.09999999999999432,197.53601087447836
169,169,showed,86.44,86.78,0.3400000000000034,0.039999999999992,1,6,0.05666666666666723,0.2628603597042392,86.61,0.03999999999999204,183.69645808092784
170,170,with,86.82,86.94,0.1200000000000045,0.019999999999996,1,4,0.030000000000001126,0.1915689786926933,86.88,0.01999999999999602,160.39203584453136
171,171,the,86.96,87.02,0.0600000000000022,0.0400000000000062,1,3,0.020000000000000732,0.289207129691319,86.99,0.04000000000000625,155.88661010772682
172,172,wind,87.06,87.28,0.2199999999999988,0.019999999999996,1,4,0.0549999999999997,0.3062944821272937,87.17,0.01999999999999602,204.11249040433344
173,173,map,87.3,87.6,0.2999999999999971,0.9000000000000057,1,3,0.09999999999999903,0.3684901309796523,87.44999999999999,0.9000000000000057,93.94546771100227
174,174,we,88.5,88.6,0.0999999999999943,0.0600000000000022,0,2,0.04999999999999715,0.5232390675263004,88.55,0.060000000000002274,245.89421282306407
175,175,were,88.66,88.76,0.1000000000000085,0.039999999999992,0,4,0.025000000000002125,0.6352347596057277,88.71000000000001,0.03999999999999204,273.78303821019887
176,176,sort,88.8,89.02,0.2199999999999988,0.0,0,4,0.0549999999999997,0.2956419450287316,88.91,0.0,198.81177995304648
177,177,of,89.02,89.1,0.0799999999999983,0.0400000000000062,0,2,0.03999999999999915,0.257548549466927,89.06,0.04000000000000625,174.02888489690736
178,178,there,89.14,89.3,0.1599999999999966,0.2600000000000051,0,5,0.03199999999999932,0.5227430126545978,89.22,0.2600000000000051,161.45634302863763
179,179,at,89.56,89.72,0.1599999999999966,0.0600000000000022,0,2,0.0799999999999983,0.6283732436873607,89.64,0.060000000000002274,168.53672665899617
180,180,our,89.78,90.02,0.2399999999999948,0.2199999999999988,0,3,0.07999999999999827,0.3307443716895342,89.9,0.21999999999999886,154.06938941731164
181,181,whits,90.24,90.48,0.2400000000000091,0.0600000000000022,1,5,0.04800000000000182,0.18320001837193836,90.36,0.060000000000002274,156.6673249825386
182,182,end,90.54,90.8,0.2599999999999909,0.0600000000000022,1,3,0.08666666666666363,0.24804669745273733,90.67,0.060000000000002274,175.79809780271532
183,183,with,90.86,90.96,0.0999999999999943,0.0400000000000062,1,4,0.024999999999998575,0.27796499979783085,90.91,0.04000000000000625,137.1212019206808
184,184,there,91.0,91.16,0.1599999999999966,0.1200000000000045,1,5,0.03199999999999932,0.45650238619753386,91.08,0.12000000000000455,146.52202153581987
