,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
75,75,my,47.7,48.03,100.0,0.3299999999999983,2,0.3,0.0,0.4745392652478895
76,76,name,48.03,48.6,100.0,0.5700000000000003,4,0.2500000000000022,0.0,0.9201055354329772
77,77,is,48.6,48.78,100.0,0.1799999999999997,2,0.13333333333333536,0.0,0.37319034124854616
78,78,ozymandias,48.78,50.07,100.0,1.2899999999999991,10,0.22000000000000197,0.6599999999999966,0.21334067504571597
79,79,king,50.73,51.12,100.0,0.3900000000000005,4,0.15000000000000263,0.0,0.6579283480402922
80,80,of,51.12,51.27,100.0,0.1500000000000056,2,0.10000000000000869,0.0,0.1832952689291464
81,81,kings,51.27,52.11,100.0,0.8399999999999963,5,0.3066666666666669,0.8999999999999986,0.12390564049826401
82,82,look,53.01,53.22,100.0,0.2100000000000008,4,0.05000000000000304,0.0,0.25284823616096075
83,83,on,53.22,53.4,100.0,0.1799999999999997,2,0.13333333333333536,0.0,0.8373491036762136
84,84,my,53.4,53.58,100.0,0.1799999999999997,2,0.13333333333333536,0.0,0.5961364154928546
85,85,works,53.58,54.18,100.0,0.6000000000000014,5,0.20000000000000284,0.0,0.20745562153905547
86,86,ye,54.18,54.48,100.0,0.2999999999999971,2,0.26666666666666544,0.0,0.18134362224137637
87,87,mighty,54.48,55.26,100.0,0.7800000000000011,6,0.2222222222222248,0.35999999999999943,0.11202915067112042
88,88,and,55.62,55.86,100.0,0.240000000000002,3,0.11111111111111503,0.0,0.28144995492375496
89,89,despair,55.86,56.61,100.0,0.75,7,0.1714285714285737,1.8900000000000006,0.06523016640994188
90,90,nothing,58.5,59.01,100.0,0.509999999999998,7,0.0952380952380971,0.0,0.07181395308251096
91,91,beside,59.01,59.58,100.0,0.5700000000000003,6,0.1444444444444469,0.0,0.052609434453799855
92,92,remains,59.58,60.39,100.0,0.8100000000000023,7,0.1904761904761934,1.2299999999999969,0.0020172974837165663
93,93,round,61.62,62.1,100.0,0.480000000000004,5,0.14666666666667078,0.0,0.47847774748486466
94,94,the,62.1,62.22,100.0,0.1199999999999974,3,0.022222222222222976,0.0,0.4703512313643808
95,95,decay,62.22,63.06,100.0,0.8400000000000034,5,0.30666666666667003,0.0,0.30492856093621046
96,96,of,63.06,63.21,100.0,0.1499999999999985,2,0.1000000000000008,0.0,0.07049357980628451
97,97,that,63.21,63.48,100.0,0.269999999999996,4,0.08333333333333365,0.0,0.1406095737005243
98,98,colossal,63.48,64.14,100.0,0.6600000000000037,8,0.11666666666667012,0.0,0.13582653709423453
99,99,wreck,64.14,64.65,100.0,0.5100000000000051,5,0.16000000000000458,0.5699999999999932,0.0662239687492922
100,100,boundless,65.22,65.97,100.0,0.75,9,0.11851851851852094,0.0,0.18792677971171284
101,101,and,65.97,66.12,100.0,0.1500000000000056,3,0.04444444444445122,0.0,0.2608425496613495
102,102,bare,66.12,66.69,100.0,0.5699999999999932,4,0.24999999999999828,1.1400000000000006,0.17169965110558852
103,103,the,67.83,67.98,100.0,0.1500000000000056,3,0.04444444444445122,0.0,0.23494830873680295
104,104,lone,67.98,68.67,100.0,0.6899999999999977,4,0.31666666666666726,0.20999999999999375,0.28376729598692685
105,105,and,68.88,69.09,100.0,0.2100000000000079,3,0.08888888888889723,0.0,0.26892388502984144
106,106,level,69.09,69.48,100.0,0.3900000000000005,5,0.10666666666666934,0.0,0.2307167325091141
107,107,sands,69.48,70.44,100.0,0.9599999999999936,5,0.3599999999999989,0.6299999999999955,0.11889312249464018
108,108,stretch,71.07,71.64,100.0,0.5700000000000074,7,0.11428571428571907,0.0,0.08233085249442651
109,109,far,71.64,72.06,100.0,0.4200000000000017,3,0.2444444444444478,0.0,0.0853752490100317
110,110,away,72.06,72.48,100.0,0.4200000000000017,4,0.1666666666666699,0.0,0.03229386646977407
