Unnamed: 0,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude
24,a,8.52,8.56,0.0400000000000009,0.0399999999999991,1,1,0.09174311926607874,0.11438244630044846
25,zebra,8.6,9.0,0.4000000000000003,0.5,1,5,0.20183486238534784,0.06560762113667036
26,and,9.5,9.92,0.4199999999999999,0.1600000000000001,1,3,0.36697247706425473,0.08090874528998936
27,you,10.08,10.14,0.0600000000000005,0.0599999999999987,1,3,0.03669724770644098,0.022367296828599614
28,wonder,10.2,10.44,0.2400000000000002,0.0999999999999996,1,6,0.09174311926607633,0.10834356383825391
29,why,10.54,10.78,0.2400000000000002,0.1000000000000014,1,3,0.20183486238534787,0.09241192153798028
30,did,10.88,11.02,0.1399999999999988,0.0199999999999995,1,3,0.11009174311928706,0.07126201095958759
31,it,11.04,11.12,0.08,0.1000000000000014,1,2,0.09174311926607626,0.08831954533464001
32,think,11.22,11.38,0.1600000000000001,0.0599999999999987,1,5,0.06972477064222199,0.05835849675521952
33,that,11.44,11.58,0.1400000000000005,0.0600000000000005,1,4,0.07798165137616767,0.08302769314422506
34,thing,11.64,11.78,0.1399999999999988,0.0,1,5,0.05871559633029414,0.05050646081214237
35,was,11.78,11.92,0.1400000000000005,0.0199999999999995,1,3,0.11009174311928863,0.023810903862226552
36,a,11.94,11.98,0.0400000000000009,0.0399999999999991,1,1,0.09174311926607874,0.044938255142229856
37,zebra,12.02,12.34,0.3200000000000003,1.0199999999999996,1,5,0.15779816513763925,0.03609310084716595
38,so,13.36,13.52,0.1600000000000001,0.3600000000000012,0,2,0.2018348623853478,0.15896150124223826
39,they're,13.88,14.0,0.1199999999999992,0.0399999999999991,1,7,0.028833551769349385,0.11030000149842197
40,sort,14.04,14.18,0.1400000000000005,0.0,1,4,0.07798165137616767,0.13014944610077503
41,of,14.18,14.24,0.0600000000000005,0.0199999999999995,1,2,0.06422018348625906,0.07534851571625865
42,a,14.26,14.32,0.0600000000000005,0.0999999999999996,1,1,0.14678899082571334,0.1897978295803284
43,bad,14.42,14.7,0.2799999999999993,0.0400000000000009,1,3,0.23853211009177086,0.24006025614320226
44,answer,14.74,14.98,0.2400000000000002,0.0399999999999991,1,6,0.09174311926607633,0.12106864123832997
45,to,15.02,15.04,0.0199999999999995,0.0200000000000013,1,2,0.009174311926621964,0.02792965594257303
46,this,15.06,15.2,0.1399999999999988,0.0400000000000009,1,4,0.07798165137616647,0.05511861353854268
47,question,15.24,15.62,0.379999999999999,0.0400000000000009,1,8,0.11238532110093928,0.1669260762547115
48,and,15.66,15.76,0.0999999999999996,0.0199999999999995,1,3,0.07339449541286397,0.05550273392312305
49,a,15.78,15.82,0.0400000000000009,0.0600000000000005,1,1,0.09174311926607874,0.06483636941885737
50,good,15.88,16.02,0.1399999999999988,0.0399999999999991,1,4,0.07798165137616647,0.03870490278850683
51,answer,16.06,16.4,0.3399999999999998,0.4800000000000004,1,6,0.13761467889910595,0.0537031011437756
52,the,16.88,16.94,0.0600000000000022,0.0599999999999987,1,3,0.03669724770644253,0.1120617895006774
53,bad,17.0,17.22,0.2199999999999988,0.0400000000000027,1,3,0.18348623853213467,0.2007841276924987
54,answer,17.26,17.54,0.2799999999999976,0.0600000000000022,1,6,0.11009174311928706,0.2093661361517295
55,is,17.6,17.72,0.1199999999999974,0.0400000000000027,1,2,0.1467889908257084,0.05829010463437904
56,if,17.76,17.84,0.0799999999999983,0.0199999999999995,1,2,0.09174311926607388,0.057096352132411245
57,it,17.86,17.94,0.0800000000000018,0.0399999999999991,1,2,0.09174311926607874,0.097223220847533
58,told,17.98,18.18,0.1999999999999993,0.0,1,4,0.1192660550458936,0.14112392332865262
59,me,18.18,18.24,0.0599999999999987,0.0600000000000022,1,2,0.06422018348625659,0.0681163647385151
60,something,18.3,18.6,0.3000000000000007,0.0599999999999987,1,9,0.07339449541286454,0.09538683117868386
61,like,18.66,18.82,0.1600000000000001,0.3000000000000007,1,4,0.09174311926607628,0.09555685076774377
62,it,19.12,19.22,0.0999999999999978,0.0199999999999995,1,2,0.11926605504589108,0.07528731660157435
63,was,19.24,19.36,0.120000000000001,0.0600000000000022,1,3,0.09174311926607717,0.12710170618377056
64,this,19.42,19.54,0.1199999999999974,0.0600000000000022,1,4,0.06422018348625659,0.09846697882629112
65,particular,19.6,20.14,0.5399999999999991,0.0599999999999987,1,10,0.13027522935782102,0.09787494297725789
66,pixel,20.2,20.62,0.4200000000000017,1.1199999999999974,1,5,0.21284403669727575,0.10521458749226321
67,or,21.74,21.88,0.1400000000000005,0.0600000000000022,1,2,0.17431192660553052,0.07329075480790587
68,the,21.94,22.02,0.0799999999999983,0.120000000000001,1,3,0.055045871559650864,0.15027217847436716
69,sets,22.14,22.48,0.3399999999999998,0.0399999999999991,1,4,0.2155963302752565,0.13301985681030626
70,of,22.52,22.58,0.0599999999999987,0.0600000000000022,1,2,0.06422018348625659,0.16405606328312147
71,pixels,22.64,23.04,0.3999999999999986,0.0399999999999991,1,6,0.1651376146789232,0.03606334003828758
72,because,23.08,23.24,0.1600000000000001,0.0200000000000031,1,7,0.04456094364353137,0.1121521062062895
73,that's,23.26,23.42,0.1600000000000001,0.0399999999999991,1,6,0.055045871559652466,0.17963230467634259
74,not,23.46,23.68,0.2199999999999988,0.3399999999999998,1,3,0.18348623853213467,0.16945924190387782
75,those,24.02,24.18,0.1600000000000001,0.0,1,5,0.06972477064222199,0.14754519571655758
76,are,24.18,24.26,0.0800000000000018,0.0199999999999995,1,3,0.05504587155965408,0.28834911884077424
77,not,24.28,24.4,0.1199999999999974,0.0800000000000018,1,3,0.09174311926607384,0.24161091820703087
78,terms,24.48,24.9,0.4199999999999981,0.0400000000000027,1,5,0.21284403669727378,0.081285209285988
79,that,24.94,25.04,0.0999999999999978,0.0199999999999995,1,4,0.05045871559634793,0.07262223957862052
80,a,25.06,25.08,0.0199999999999995,0.0400000000000027,1,1,0.03669724770643914,0.15789836215511177
81,human,25.12,25.4,0.2799999999999976,0.0200000000000031,1,5,0.13577981651378349,0.05701221731618556
82,can,25.42,25.5,0.0799999999999983,0.0599999999999987,1,3,0.055045871559650864,0.03274801177411184
83,understand,25.56,26.18,0.620000000000001,0.3999999999999986,1,10,0.1522935779816758,0.09369095525718418
84,a,26.58,26.66,0.0800000000000018,0.0599999999999987,1,1,0.20183486238535264,0.021001254841267747
85,much,26.72,26.94,0.2200000000000024,0.2399999999999984,1,4,0.1330275229358047,0.1319954301403954
86,better,27.18,27.5,0.3200000000000003,0.0399999999999991,1,6,0.1284403669725002,0.22943167585021212
87,answer,27.54,27.88,0.3399999999999998,0.0600000000000022,1,6,0.13761467889910595,0.08341189571702014
88,would,27.94,28.06,0.1199999999999974,0.0400000000000027,1,5,0.04770642201836623,0.049155190090312245
89,be,28.1,28.16,0.0599999999999987,0.0599999999999987,1,2,0.06422018348625659,0.03955249299274782
90,if,28.22,28.32,0.1000000000000014,0.0399999999999991,1,2,0.119266055045896,0.07799132936394776
91,it,28.36,28.4,0.0399999999999991,0.0400000000000027,1,2,0.03669724770643928,0.11806734465807348
92,could,28.44,28.54,0.0999999999999978,0.0399999999999991,1,5,0.036697247706439305,0.06106759427890882
93,say,28.58,28.7,0.120000000000001,0.0399999999999991,1,3,0.09174311926607717,0.20163410464119358
94,something,28.74,29.08,0.3399999999999998,0.0600000000000022,1,9,0.08562691131500555,0.12255923855402925
95,like,29.14,29.38,0.2399999999999984,0.3399999999999998,1,4,0.14678899082571087,0.07494474520651138
96,it,29.72,29.78,0.0600000000000022,0.0399999999999991,1,2,0.0642201834862614,0.06440755745180143
97,was,29.82,29.94,0.120000000000001,0.0599999999999987,1,3,0.09174311926607717,0.03335831864821741
98,striped,30.0,30.6,0.6000000000000014,0.4599999999999973,1,7,0.21756225425952988,0.11382579609667663
99,and,31.06,31.22,0.1600000000000001,0.0600000000000022,1,3,0.12844036697250016,0.06394569405220571
100,that,31.28,31.42,0.1400000000000005,0.0799999999999983,1,4,0.07798165137616767,0.09454325667890057
101,helped,31.5,31.86,0.3599999999999994,1.2199999999999989,1,6,0.14678899082571167,0.021883452379150105
102,of,33.08,33.18,0.1000000000000014,0.0200000000000031,1,2,0.119266055045896,0.05212419896859783
103,course,33.2,33.5,0.2999999999999971,0.2199999999999988,1,6,0.11926605504589277,0.15802422185534762
104,it's,33.72,33.88,0.1600000000000037,0.0599999999999951,1,4,0.09174311926607877,0.05274786483583509
105,very,33.94,34.12,0.1799999999999997,0.0800000000000054,1,4,0.10550458715598497,0.21168092058295243
106,hard,34.2,34.46,0.259999999999998,0.0600000000000022,1,4,0.16055045871561952,0.16974955740037675
107,to,34.52,34.6,0.0799999999999983,0.0599999999999951,1,2,0.09174311926607388,0.05781356192670114
108,kind,34.66,34.78,0.1200000000000045,0.0,1,4,0.06422018348626148,0.08401648016346815
109,of,34.78,34.82,0.0399999999999991,0.0399999999999991,1,2,0.03669724770643928,0.06359018182827689
110,figure,34.86,35.06,0.2000000000000028,0.0,1,6,0.0733944954128656,0.10908953210554884
111,out,35.06,35.14,0.0799999999999983,0.0399999999999991,1,3,0.055045871559650864,0.12372475870469901
112,how,35.18,35.28,0.1000000000000014,0.019999999999996,1,3,0.0733944954128656,0.08650106509923211
113,to,35.3,35.36,0.0600000000000022,0.0399999999999991,1,2,0.0642201834862614,0.06078776494723328
114,extract,35.4,35.82,0.4200000000000017,0.0399999999999991,1,7,0.14678899082571265,0.09741998345186824
115,that,35.86,35.96,0.1000000000000014,0.0399999999999991,1,4,0.05045871559635041,0.07307297419450237
116,answer,36.0,36.32,0.3200000000000003,1.4200000000000017,1,6,0.1284403669725002,0.062063098199953835
117,however,37.74,38.1,0.3599999999999994,0.0799999999999983,1,7,0.12319790301443925,0.15517337664792374
118,there,38.18,38.34,0.1600000000000037,0.019999999999996,1,5,0.06972477064222397,0.19014248598888356
119,is,38.36,38.52,0.1600000000000037,0.0,1,2,0.20183486238535278,0.1065546725965457
120,a,38.52,38.58,0.0599999999999951,0.0600000000000022,1,1,0.14678899082569846,0.15792724646458567
121,way,38.64,38.74,0.1000000000000014,0.0399999999999991,1,3,0.0733944954128656,0.08500659247580773
122,to,38.78,38.86,0.0799999999999983,0.0399999999999991,1,2,0.09174311926607388,0.08557458732123623
123,do,38.9,39.0,0.1000000000000014,0.0600000000000022,1,2,0.119266055045896,0.10778834429833606
124,it,39.06,39.2,0.1400000000000005,0.5,1,2,0.17431192660553052,0.10589389423586942
125,so,39.7,39.86,0.1599999999999966,0.2199999999999988,0,2,0.20183486238534298,0.1789396475130784
126,let's,40.08,40.34,0.2600000000000051,0.0999999999999943,1,5,0.1247706422018605,0.1697193655829776
127,follow,40.44,40.78,0.3400000000000034,0.0399999999999991,1,6,0.13761467889910758,0.11272801901258996
128,what,40.82,40.94,0.1199999999999974,0.0399999999999991,1,4,0.06422018348625659,0.07575682601861428
129,happens,40.98,41.52,0.5400000000000063,0.2199999999999988,1,7,0.19397116644825935,0.05426262993427433
130,if,41.74,41.92,0.1799999999999997,0.019999999999996,1,2,0.2293577981651651,0.062285477053087485
131,you,41.94,42.0,0.0600000000000022,0.0399999999999991,1,3,0.03669724770644253,0.11793231244722856
132,have,42.04,42.12,0.0799999999999983,0.0200000000000031,1,4,0.03669724770643934,0.04595320370163654
133,a,42.14,42.2,0.0600000000000022,0.019999999999996,1,1,0.14678899082571803,0.09500064873539574
134,neural,42.22,42.42,0.2000000000000028,0.019999999999996,1,6,0.0733944954128656,0.08413417404484602
135,network,42.44,42.84,0.4000000000000057,0.0599999999999951,1,7,0.13892529488862337,0.053085384380658636
136,that,42.9,43.02,0.1200000000000045,0.019999999999996,1,4,0.06422018348626148,0.054439431248586995
137,is,43.04,43.14,0.1000000000000014,0.1400000000000005,1,2,0.119266055045896,0.04868017484377209
138,recognising,43.28,43.9,0.6199999999999974,0.0,1,11,0.13678065054214117,0.1144973890156723
139,an,43.9,43.96,0.0600000000000022,0.019999999999996,1,2,0.0642201834862614,0.04722840143815983
140,image,43.98,44.28,0.3000000000000042,0.1400000000000005,1,5,0.14678899082571428,0.020517469760818946
141,like,44.42,44.58,0.1599999999999966,0.0200000000000031,1,4,0.09174311926607388,0.046946198637086496
142,zebra,44.6,44.94,0.3399999999999963,1.0600000000000025,1,5,0.1688073394495642,0.024880117873673786
143,so,46.0,46.14,0.1400000000000005,0.240000000000002,0,2,0.17431192660553052,0.0701245875626763
144,you,46.38,46.46,0.0799999999999983,0.0600000000000022,1,3,0.055045871559650864,0.008737977922552957
145,put,46.52,46.68,0.1599999999999966,0.0399999999999991,1,3,0.12844036697249694,0.049815255608134545
146,in,46.72,46.82,0.1000000000000014,0.0200000000000031,1,2,0.119266055045896,0.16893085967487495
147,an,46.84,46.92,0.0799999999999983,0.0399999999999991,1,2,0.09174311926607388,0.10367131382682213
148,image,46.96,47.36,0.3999999999999986,0.480000000000004,1,5,0.2018348623853469,0.05080563411300447
149,let's,47.84,47.98,0.1399999999999934,0.0200000000000031,1,5,0.05871559633029118,0.001921348644805116
150,say,48.0,48.1,0.1000000000000014,0.0399999999999991,1,3,0.0733944954128656,0.06362952411628822
151,it's,48.14,48.2,0.0600000000000022,0.019999999999996,1,4,0.022935779816533094,0.01285409849959951
152,an,48.22,48.26,0.0399999999999991,0.0399999999999991,1,2,0.03669724770643928,0.01712603366431422
153,image,48.3,48.56,0.2600000000000051,0.0,1,5,0.1247706422018605,0.03475619651758339
154,of,48.56,48.6,0.0399999999999991,0.0599999999999951,1,2,0.03669724770643928,0.08140537343404743
155,a,48.66,48.7,0.0400000000000062,0.019999999999996,1,1,0.09174311926609328,0.08259371496785303
156,zebra,48.72,49.1,0.3800000000000025,0.740000000000002,1,5,0.1908256880734219,0.03015815357685455
157,and,49.84,50.02,0.1799999999999997,0.0799999999999983,1,3,0.14678899082571167,0.16688446700827847
158,then,50.1,50.4,0.2999999999999971,0.240000000000002,1,4,0.18807339449543675,0.11716804755735734
159,it,50.64,50.76,0.1199999999999974,0.0399999999999991,1,2,0.1467889908257084,0.059304114260133246
160,will,50.8,50.96,0.1600000000000037,0.6400000000000006,1,4,0.09174311926607877,0.05356219618478538
161,you,51.6,51.68,0.0799999999999983,0.0600000000000022,1,3,0.055045871559650864,0.009185994470706836
162,put,51.74,51.9,0.1599999999999966,0.0399999999999991,1,3,0.12844036697249694,0.05676219822914402
163,internet,51.94,52.38,0.4400000000000048,0.019999999999996,1,8,0.1330275229358047,0.11026180177034911
164,on,52.4,52.46,0.0600000000000022,0.0399999999999991,1,2,0.0642201834862614,0.10178288593822372
165,that,52.5,52.6,0.1000000000000014,0.019999999999996,1,4,0.05045871559635041,0.06981173431654593
166,work,52.62,52.8,0.1799999999999997,0.0200000000000031,1,4,0.10550458715598497,0.07332691089808739
167,and,52.82,52.88,0.0600000000000022,0.0399999999999991,1,3,0.03669724770644253,0.09978193120725455
168,what,52.92,53.02,0.1000000000000014,0.0399999999999991,1,4,0.05045871559635041,0.1291549120885133
169,is,53.06,53.16,0.0999999999999943,0.0400000000000062,1,2,0.11926605504588628,0.07296566859761759
170,shown,53.2,53.48,0.279999999999994,0.0400000000000062,1,5,0.13577981651378151,0.10105621490085548
171,here,53.52,53.7,0.1799999999999997,0.0399999999999991,1,4,0.10550458715598497,0.1392940532795223
172,is,53.74,53.82,0.0799999999999983,0.0200000000000031,1,2,0.09174311926607388,0.08777471214326958
173,a,53.84,53.88,0.0399999999999991,0.0599999999999951,1,1,0.09174311926607377,0.09845091047718697
174,little,53.94,54.12,0.1799999999999997,0.0600000000000022,1,6,0.06422018348625823,0.05501534282119658
175,cartoon,54.18,54.78,0.6000000000000014,0.0399999999999991,1,7,0.21756225425952988,0.03810878473681844
176,of,54.82,54.96,0.1400000000000005,0.1199999999999974,1,2,0.17431192660553052,0.042276141775541065
177,one,55.08,55.26,0.1799999999999997,0.1000000000000014,1,3,0.14678899082571167,0.03525994645974453
178,famous,55.36,55.66,0.2999999999999971,0.0400000000000062,1,6,0.11926605504589277,0.04172086056192527
179,network,55.7,56.08,0.3799999999999954,0.3200000000000003,1,7,0.13106159895152852,0.03490768042612748
180,called,56.4,56.6,0.2000000000000028,0.0399999999999991,1,6,0.0733944954128656,0.013834593033824725
181,inception,56.64,57.24,0.6000000000000014,0.9199999999999946,1,9,0.1651376146789243,0.09248136390934956
182,and,58.16,58.26,0.1000000000000014,0.0200000000000031,1,3,0.0733944954128656,0.10166102977364419
183,the,58.28,58.32,0.0399999999999991,0.0399999999999991,1,3,0.018348623853227778,0.05698794885432864
184,idea,58.36,58.66,0.2999999999999971,0.1000000000000014,1,4,0.18807339449543675,0.16964930460250563
185,is,58.76,58.92,0.1600000000000037,0.0399999999999991,1,2,0.20183486238535278,0.07823796787499489
186,that,58.96,59.14,0.1799999999999997,0.3999999999999986,1,4,0.10550458715598497,0.12303760769359266
187,in,59.54,59.74,0.2000000000000028,0.1199999999999974,1,2,0.2568807339449872,0.09371349266243677
188,this,59.86,60.04,0.1799999999999997,0.0399999999999991,1,4,0.10550458715598497,0.09352294140151857
189,kind,60.08,60.24,0.1600000000000037,0.0,1,4,0.09174311926607877,0.11114183295568843
190,of,60.24,60.3,0.0599999999999951,0.0400000000000062,1,2,0.06422018348625164,0.11543289042380986
191,network,60.34,60.78,0.4399999999999977,0.6000000000000014,1,7,0.15465268676280186,0.07391502714155357
192,you,61.38,61.48,0.0999999999999943,0.1000000000000014,1,3,0.0733944954128591,0.05425586100777355
193,have,61.58,61.8,0.2199999999999988,0.6400000000000006,1,4,0.1330275229358022,0.16349609275652163
194,the,62.44,62.54,0.1000000000000014,0.1000000000000014,1,3,0.0733944954128656,0.073551121801145
195,image,62.64,63.04,0.3999999999999986,0.0799999999999983,1,5,0.2018348623853469,0.10973350507494609
196,get,63.12,63.26,0.1400000000000005,0.0200000000000031,1,3,0.11009174311928863,0.11502613717490444
197,sort,63.28,63.42,0.1400000000000005,0.0,1,4,0.07798165137616767,0.046865926032482824
198,of,63.42,63.5,0.0799999999999983,0.0799999999999983,1,2,0.09174311926607388,0.0627765329001771
199,transformed,63.58,64.56,0.980000000000004,0.3799999999999954,1,11,0.22685571309427402,0.05863423241123759
200,on,64.94,65.14,0.2000000000000028,0.0999999999999943,1,2,0.2568807339449872,0.1456450108298737
201,the,65.24,65.3,0.0600000000000022,0.0799999999999983,1,3,0.03669724770644253,0.029802180037449704
202,layer,65.38,65.72,0.3400000000000034,0.0400000000000062,1,5,0.16880733944956813,0.1723199320955894
203,by,65.76,65.9,0.1400000000000005,0.059999999999988,1,2,0.17431192660553052,0.24836375392632595
204,layer,65.96,66.22,0.2600000000000051,0.0,1,5,0.1247706422018605,0.08552984463830447
205,and,66.22,66.28,0.0600000000000022,0.019999999999996,1,3,0.03669724770644253,0.06912654119183242
206,you,66.3,66.34,0.0400000000000062,0.039999999999992,1,3,0.01834862385323429,0.03612579170982373
207,can,66.38,66.48,0.1000000000000085,0.039999999999992,1,3,0.07339449541287213,0.06440505620998908
208,think,66.52,66.66,0.1400000000000005,0.0,1,5,0.058715596330295085,0.07070361232030739
209,of,66.66,66.76,0.1000000000000085,0.0799999999999983,1,2,0.11926605504590579,0.1601803077851616
210,each,66.84,67.04,0.2000000000000028,0.0999999999999943,1,4,0.119266055045896,0.07068852024095089
211,layer,67.14,67.44,0.2999999999999971,0.0400000000000062,1,5,0.1467889908257104,0.1300562496759711
212,is,67.48,67.54,0.0600000000000022,0.039999999999992,1,2,0.0642201834862614,0.04613803811497588
213,performing,67.58,67.98,0.4000000000000057,0.019999999999996,1,10,0.09174311926607782,0.05982113371998814
214,a,68.0,68.04,0.0400000000000062,0.059999999999988,1,1,0.09174311926609328,0.05361464095312645
215,transformation,68.1,69.06,0.960000000000008,0.2399999999999948,1,14,0.17038007863698598,0.06972714897810527
216,of,69.3,69.46,0.1599999999999966,0.1000000000000085,1,2,0.20183486238534298,0.10068559192952257
217,your,69.56,69.64,0.0799999999999983,0.0400000000000062,1,4,0.03669724770643934,0.06326259078084859
218,clinian,69.68,70.0,0.3199999999999932,0.0400000000000062,1,7,0.10747051114025521,0.04297540224208063
219,space,70.04,70.46,0.4199999999999875,1.940000000000012,1,5,0.21284403669726792,0.03734971315950278
220,and,72.4,72.8,0.3999999999999915,0.2000000000000028,1,3,0.3486238532110352,0.15992377562374138
221,so,73.0,73.18,0.1800000000000068,0.3999999999999915,0,2,0.2293577981651749,0.39216417986055585
222,for,73.58,73.74,0.1599999999999966,0.0600000000000022,1,3,0.12844036697249694,0.13042202241197845
223,if,73.8,73.92,0.1200000000000045,0.019999999999996,1,2,0.14678899082571817,0.08973541856365143
224,you,73.94,74.0,0.0600000000000022,0.0799999999999983,1,3,0.03669724770644253,0.13462604944227147
225,put,74.08,74.28,0.2000000000000028,0.0600000000000022,1,3,0.16513761467892643,0.07729647974220637
226,something,74.34,74.6,0.2599999999999909,0.0400000000000062,1,9,0.06116207951072028,0.08794722724076426
227,like,74.64,74.76,0.1200000000000045,0.039999999999992,1,4,0.06422018348626148,0.10170277650618413
228,zebra,74.8,75.12,0.3200000000000074,0.039999999999992,1,5,0.15779816513764316,0.10986359336452296
229,thread,75.16,75.42,0.2600000000000051,0.0799999999999983,1,6,0.10091743119268456,0.08652142112125011
230,showed,75.5,75.74,0.2399999999999948,0.0200000000000102,1,6,0.09174311926607384,0.08797223668050982
231,an,75.76,75.82,0.059999999999988,0.0600000000000022,1,2,0.06422018348624187,0.05581215224849829
232,image,75.88,76.28,0.4000000000000057,0.4399999999999977,1,5,0.2018348623853508,0.09654989506980845
233,in,76.72,76.86,0.1400000000000005,0.0600000000000022,1,2,0.17431192660553052,0.10882343360685645
234,each,76.92,77.12,0.2000000000000028,0.019999999999996,1,4,0.119266055045896,0.10035133929302592
235,of,77.14,77.22,0.0799999999999983,0.0400000000000062,1,2,0.09174311926607388,0.17737761522545384
236,these,77.26,77.42,0.1599999999999966,0.0799999999999983,1,5,0.06972477064222007,0.10954551991002033
237,layers,77.5,78.02,0.519999999999996,0.4000000000000057,1,6,0.22018348623855777,0.09457628795420378
238,you,78.42,78.5,0.0799999999999983,0.0600000000000022,1,3,0.055045871559650864,0.057355875329899664
239,can,78.56,78.64,0.0799999999999983,0.0600000000000022,1,3,0.055045871559650864,0.10675986347865975
240,think,78.7,78.84,0.1400000000000005,0.0,1,5,0.058715596330295085,0.07365392715402594
241,of,78.84,78.9,0.0600000000000022,0.039999999999992,1,2,0.0642201834862614,0.13602415068998458
242,the,78.94,79.02,0.0799999999999983,0.0799999999999983,1,3,0.055045871559650864,0.07626680250810279
243,state,79.1,79.48,0.3800000000000096,0.0,1,5,0.19082568807342584,0.1772223136633896
244,of,79.48,79.56,0.0799999999999983,0.019999999999996,1,2,0.09174311926607388,0.0839884960687332
245,the,79.58,79.66,0.0799999999999983,0.0400000000000062,1,3,0.055045871559650864,0.14603344477798208
246,layers,79.7,79.98,0.2800000000000011,0.039999999999992,1,6,0.11009174311928867,0.10151221307646452
247,as,80.02,80.12,0.1000000000000085,0.019999999999996,1,2,0.11926605504590579,0.05967220335514098
248,a,80.14,80.18,0.0400000000000062,0.039999999999992,1,1,0.09174311926609328,0.21743746150130028
249,set,80.22,80.4,0.1800000000000068,0.019999999999996,1,3,0.14678899082571822,0.20078470847620128
250,of,80.42,80.48,0.0600000000000022,0.0799999999999983,1,2,0.0642201834862614,0.07661977380333293
251,activations,80.56,81.44,0.8799999999999955,0.3400000000000034,1,11,0.20183486238534654,0.06266735876372564
252,of,81.78,81.9,0.1200000000000045,0.059999999999988,1,2,0.14678899082571817,0.04666701591126647
253,the,81.96,82.02,0.0600000000000022,0.0400000000000062,1,3,0.03669724770644253,0.0578429979806925
254,narrows,82.06,82.54,0.480000000000004,0.059999999999988,1,7,0.17038007863698598,0.028775422209424327
255,and,82.6,82.74,0.1400000000000005,0.0400000000000062,1,3,0.11009174311928863,0.12308912412988854
256,those,82.78,82.94,0.1599999999999966,0.0400000000000062,1,5,0.06972477064222007,0.12487270673199166
257,activations,82.98,83.64,0.6599999999999966,0.1200000000000045,1,11,0.14678899082571112,0.1014467318510839
258,form,83.76,84.0,0.2399999999999948,0.0400000000000062,1,4,0.1467889908257084,0.055835819184377564
259,a,84.04,84.08,0.039999999999992,0.0600000000000022,1,1,0.09174311926605422,0.07400589867159667
260,vector,84.14,84.44,0.2999999999999971,0.019999999999996,1,6,0.11926605504589277,0.09219205618764825
261,in,84.46,84.5,0.0400000000000062,0.0600000000000022,1,2,0.03669724770644904,0.039874982823322
262,high,84.56,84.7,0.1400000000000005,0.019999999999996,1,4,0.07798165137616767,0.0473399285028712
263,dimensional,84.72,85.12,0.4000000000000057,0.019999999999996,1,11,0.08173477898250754,0.021630063548191164
264,space,85.14,85.6,0.4599999999999937,0.3599999999999994,1,5,0.23486238532112563,0.04563024124780297
265,so,85.96,86.06,0.1000000000000085,0.0,1,2,0.11926605504590579,0.012319444510589254
266,you,86.06,86.08,0.019999999999996,0.0400000000000062,1,3,1.302713670881546e-14,0.1325641124225336
267,can,86.12,86.22,0.0999999999999943,0.0400000000000062,1,3,0.0733944954128591,0.08416780142122417
268,see,86.26,86.38,0.1199999999999903,0.1000000000000085,1,3,0.09174311926606735,0.10797500818033845
