,Unnamed: 0,Word,Start,End,length,time_spent,std_time_spent,post_space,time,speed
52,52,of,22.26,22.32,2,0.0599999999999987,0.0299999999999993,0.0399999999999991,22.29,33.33333333333405
53,53,the,22.36,22.4,3,0.0399999999999991,0.013333333333333,0.0400000000000027,22.38,75.00000000000169
54,54,voters,22.44,22.86,6,0.4199999999999981,0.0699999999999996,0.4200000000000017,22.65,14.28571428571435
55,55,despite,23.28,23.74,7,0.4599999999999973,0.0657142857142853,0.0800000000000018,23.51,15.217391304347915
56,56,losing,23.82,24.22,6,0.3999999999999986,0.0666666666666664,0.0800000000000018,24.02,15.000000000000053
57,57,by,24.3,24.44,2,0.1400000000000005,0.0700000000000002,0.0999999999999978,24.37,14.285714285714233
58,58,greater,24.54,24.88,7,0.3399999999999998,0.0485714285714285,0.0600000000000022,24.71,20.58823529411766
59,59,margins,24.94,25.46,7,0.5199999999999996,0.0742857142857142,0.0599999999999987,25.200000000000003,13.461538461538472
60,60,to,25.52,25.64,2,0.120000000000001,0.0600000000000005,0.120000000000001,25.58,16.66666666666653
61,61,president,25.76,26.26,9,0.5,0.0555555555555555,0.0199999999999995,26.01,18.0
62,62,elect,26.28,26.66,5,0.379999999999999,0.0759999999999998,0.120000000000001,26.47,13.15789473684214
63,63,joe,26.78,27.0,3,0.2199999999999988,0.0733333333333329,0.0399999999999991,26.89,13.63636363636371
64,64,beyton,27.04,27.44,6,0.4000000000000021,0.066666666666667,0.8200000000000003,27.24,14.999999999999922
65,65,mr,28.26,28.38,2,0.1199999999999974,0.0599999999999987,0.1799999999999997,28.32,16.666666666667027
66,66,obama,28.56,28.98,5,0.4200000000000017,0.0840000000000003,0.0599999999999987,28.77,11.904761904761857
67,67,hasn't,29.04,29.38,6,0.3399999999999998,0.0566666666666666,0.0600000000000022,29.21,17.647058823529424
68,68,spoken,29.44,29.86,6,0.4199999999999981,0.0699999999999996,0.0399999999999991,29.65,14.28571428571435
69,69,of,29.9,29.96,2,0.0600000000000022,0.0300000000000011,0.0399999999999991,29.93,33.333333333332114
70,70,the,30.0,30.04,3,0.0399999999999991,0.013333333333333,0.0600000000000022,30.02,75.00000000000169
71,71,election,30.1,30.54,8,0.4399999999999977,0.0549999999999997,0.0600000000000022,30.32,18.181818181818276
72,72,standoff,30.6,31.2,8,0.5999999999999979,0.0749999999999997,0.1600000000000001,30.9,13.33333333333338
73,73,until,31.36,31.82,5,0.4600000000000008,0.0920000000000001,0.1400000000000005,31.59,10.869565217391285
74,74,today,31.96,32.38,5,0.4200000000000017,0.0840000000000003,0.6799999999999997,32.17,11.904761904761857
75,75,we,33.06,33.16,2,0.0999999999999943,0.0499999999999971,0.0800000000000054,33.11,20.00000000000114
76,76,spoke,33.24,33.56,5,0.3200000000000003,0.064,0.0399999999999991,33.400000000000006,15.624999999999986
77,77,to,33.6,33.68,2,0.0799999999999983,0.0399999999999991,0.0399999999999991,33.64,25.000000000000533
78,78,the,33.72,33.78,3,0.0600000000000022,0.0200000000000007,0.0600000000000022,33.75,49.99999999999817
79,79,forty,33.84,34.1,5,0.259999999999998,0.0519999999999996,0.0799999999999983,33.97,19.23076923076938
80,80,fourth,34.18,34.46,6,0.2800000000000011,0.0466666666666668,0.0799999999999983,34.32,21.428571428571345
81,81,president,34.54,35.06,9,0.5200000000000031,0.0577777777777781,0.0799999999999983,34.8,17.307692307692204
82,82,on,35.14,35.26,2,0.1199999999999974,0.0599999999999987,0.0600000000000022,35.2,16.666666666667027
83,83,the,35.32,35.36,3,0.0399999999999991,0.013333333333333,0.0600000000000022,35.34,75.00000000000169
84,84,release,35.42,35.82,7,0.3999999999999986,0.0571428571428569,0.0200000000000031,35.620000000000005,17.500000000000064
85,85,of,35.84,35.92,2,0.0799999999999983,0.0399999999999991,0.0399999999999991,35.88,25.000000000000533
86,86,his,35.96,36.14,3,0.1799999999999997,0.0599999999999998,0.0600000000000022,36.05,16.666666666666696
87,87,new,36.2,36.38,3,0.1799999999999997,0.0599999999999998,0.0399999999999991,36.290000000000006,16.666666666666696
88,88,book,36.42,36.78,4,0.3599999999999994,0.0899999999999998,0.240000000000002,36.6,11.11111111111113
89,89,a,37.02,37.08,1,0.0599999999999951,0.0599999999999951,0.1000000000000014,37.05,16.66666666666803
90,90,promised,37.18,37.64,8,0.4600000000000008,0.0575000000000001,0.0600000000000022,37.41,17.391304347826058
91,91,land,37.7,38.1,4,0.3999999999999986,0.0999999999999996,0.3399999999999963,37.900000000000006,10.000000000000036
92,92,a,38.44,38.54,1,0.1000000000000014,0.1000000000000014,0.0600000000000022,38.49,9.999999999999861
93,93,memoir,38.6,39.1,6,0.5,0.0833333333333333,0.240000000000002,38.85,12.0
94,94,of,39.34,39.48,2,0.1399999999999934,0.0699999999999967,0.0800000000000054,39.41,14.285714285714958
95,95,his,39.56,39.76,3,0.1999999999999957,0.0666666666666652,0.1000000000000014,39.66,15.000000000000322
96,96,early,39.86,40.18,5,0.3200000000000003,0.064,0.1000000000000014,40.02,15.624999999999986
97,97,years,40.28,40.68,5,0.3999999999999986,0.0799999999999997,0.2999999999999971,40.48,12.500000000000044
98,98,and,40.98,41.2,3,0.2200000000000059,0.0733333333333353,0.0599999999999951,41.09,13.636363636363269
99,99,first,41.26,41.54,5,0.2800000000000011,0.0560000000000002,0.0399999999999991,41.4,17.857142857142787
100,100,term,41.58,41.92,4,0.3400000000000034,0.0850000000000008,1.7199999999999989,41.75,11.764705882352823
101,101,the,43.64,43.72,3,0.0799999999999983,0.0266666666666661,0.0600000000000022,43.68,37.5000000000008
102,102,story,43.78,44.2,5,0.4200000000000017,0.0840000000000003,0.2399999999999948,43.99,11.904761904761857
103,103,will,44.44,44.58,4,0.1400000000000005,0.0350000000000001,0.0399999999999991,44.51,28.571428571428466
104,104,continue,44.62,45.08,8,0.4600000000000008,0.0575000000000001,0.0600000000000022,44.85,17.391304347826058
105,105,in,45.14,45.2,2,0.0600000000000022,0.0300000000000011,0.019999999999996,45.17,33.333333333332114
106,106,a,45.22,45.26,1,0.0399999999999991,0.0399999999999991,0.0399999999999991,45.24,25.000000000000565
107,107,moment,45.3,45.64,6,0.3400000000000034,0.0566666666666672,3.3599999999999994,45.47,17.647058823529235
108,108,what,49.0,49.22,4,0.2199999999999988,0.0549999999999997,0.0600000000000022,49.11,18.18181818181828
109,109,is,49.28,49.5,2,0.2199999999999988,0.1099999999999994,0.0600000000000022,49.39,9.09090909090914
110,110,your,49.56,49.8,4,0.2399999999999948,0.0599999999999987,0.0600000000000022,49.68,16.666666666667027
111,111,advice,49.86,50.48,6,0.6199999999999974,0.1033333333333329,0.5400000000000063,50.17,9.677419354838749
112,112,in,51.02,51.24,2,0.2199999999999988,0.1099999999999994,0.1400000000000005,51.13,9.09090909090914
113,113,this,51.38,51.68,4,0.2999999999999971,0.0749999999999992,0.1400000000000005,51.53,13.333333333333462
114,114,moment,51.82,52.3,6,0.4799999999999969,0.0799999999999994,0.2600000000000051,52.06,12.500000000000082
115,115,for,52.56,52.68,3,0.1199999999999974,0.0399999999999991,0.0799999999999983,52.620000000000005,25.00000000000054
116,116,president,52.76,53.2,9,0.4400000000000048,0.0488888888888894,0.0599999999999951,52.98,20.454545454545233
117,117,trump,53.26,53.56,5,0.3000000000000042,0.0600000000000008,0.7399999999999949,53.41,16.666666666666433
118,118,well,54.3,54.56,4,0.2600000000000051,0.0650000000000012,0.5399999999999991,54.43,15.384615384615081
119,119,a,55.1,55.16,1,0.0599999999999951,0.0599999999999951,0.0800000000000054,55.13,16.66666666666803
120,120,president,55.24,55.72,9,0.4799999999999969,0.0533333333333329,0.0799999999999983,55.48,18.75000000000012
121,121,is,55.8,56.14,2,0.3400000000000034,0.1700000000000017,1.3999999999999986,55.97,5.8823529411764115
122,122,a,57.54,57.6,1,0.0600000000000022,0.0600000000000022,0.0799999999999983,57.57,16.666666666666057
123,123,public,57.68,58.1,6,0.4200000000000017,0.0700000000000002,0.0799999999999983,57.89,14.285714285714228
124,124,servant,58.18,58.66,7,0.4799999999999969,0.0685714285714281,0.5200000000000031,58.42,14.583333333333428
125,125,they,59.18,59.38,4,0.2000000000000028,0.0500000000000007,0.0799999999999983,59.28,19.999999999999723
126,126,are,59.46,59.66,3,0.1999999999999957,0.0666666666666652,0.7600000000000051,59.56,15.000000000000322
127,127,temporary,60.42,61.16,9,0.7399999999999949,0.0822222222222216,0.1800000000000068,60.79,12.162162162162247
128,128,occupants,61.34,62.0,9,0.6599999999999966,0.0733333333333329,0.0799999999999983,61.67,13.636363636363706
129,129,of,62.08,62.18,2,0.1000000000000014,0.0500000000000007,0.0399999999999991,62.13,19.999999999999723
130,130,the,62.22,62.3,3,0.0799999999999983,0.0266666666666661,0.0800000000000054,62.26,37.5000000000008
131,131,office,62.38,62.78,6,0.3999999999999986,0.0666666666666664,0.1000000000000014,62.58,15.000000000000053
132,132,by,62.88,63.08,2,0.1999999999999957,0.0999999999999978,0.0799999999999983,62.98,10.000000000000215
133,133,design,63.16,63.62,6,0.4600000000000008,0.0766666666666668,0.9400000000000048,63.39,13.043478260869543
134,134,and,64.56,65.22,3,0.6599999999999966,0.2199999999999988,0.7199999999999989,64.89,4.545454545454569
135,135,when,65.94,66.18,4,0.2400000000000091,0.0600000000000022,0.059999999999988,66.06,16.666666666666035
136,136,your,66.24,66.46,4,0.2199999999999988,0.0549999999999997,0.0800000000000125,66.35,18.18181818181828
137,137,time,66.54,66.86,4,0.3199999999999932,0.0799999999999983,0.0400000000000062,66.7,12.500000000000266
138,138,is,66.9,67.04,2,0.1400000000000005,0.0700000000000002,0.059999999999988,66.97,14.285714285714233
139,139,up,67.1,67.3,2,0.2000000000000028,0.1000000000000014,2.3800000000000097,67.19999999999999,9.999999999999861
140,140,then,69.68,70.0,4,0.3199999999999932,0.0799999999999983,0.2999999999999971,69.84,12.500000000000266
141,141,it,70.3,70.5,2,0.2000000000000028,0.1000000000000014,0.0400000000000062,70.4,9.999999999999861
142,142,is,70.54,70.7,2,0.1599999999999966,0.0799999999999983,0.019999999999996,70.62,12.500000000000266
143,143,your,70.72,70.96,4,0.2399999999999948,0.0599999999999987,0.0600000000000022,70.84,16.666666666667027
144,144,job,71.02,71.36,3,0.3400000000000034,0.1133333333333344,0.0799999999999983,71.19,8.823529411764618
145,145,to,71.44,71.58,2,0.1400000000000005,0.0700000000000002,1.0600000000000025,71.50999999999999,14.285714285714233
146,146,put,72.64,72.88,3,0.2399999999999948,0.0799999999999982,0.0799999999999983,72.75999999999999,12.50000000000027
147,147,the,72.96,73.02,3,0.0600000000000022,0.0200000000000007,0.0799999999999983,72.99,49.99999999999817
148,148,country,73.1,73.44,7,0.3400000000000034,0.048571428571429,0.0799999999999983,73.27,20.58823529411744
149,149,first,73.52,73.9,5,0.3800000000000096,0.0760000000000019,0.059999999999988,73.71000000000001,13.157894736841772
150,150,and,73.96,74.14,3,0.1800000000000068,0.0600000000000022,0.2800000000000011,74.05,16.66666666666604
151,151,think,74.42,74.64,5,0.2199999999999988,0.0439999999999997,0.1400000000000005,74.53,22.72727272727285
152,152,beyond,74.78,75.26,6,0.480000000000004,0.0800000000000006,0.039999999999992,75.02000000000001,12.499999999999897
153,153,your,75.3,75.5,4,0.2000000000000028,0.0500000000000007,0.0400000000000062,75.4,19.999999999999723
154,154,own,75.54,75.72,3,0.1799999999999926,0.0599999999999975,0.019999999999996,75.63,16.66666666666735
155,155,ego,75.74,76.04,3,0.3000000000000113,0.1000000000000037,0.2599999999999909,75.89,9.999999999999623
156,156,and,76.3,76.5,3,0.2000000000000028,0.0666666666666676,0.0400000000000062,76.4,14.99999999999979
157,157,your,76.54,76.72,4,0.1799999999999926,0.0449999999999981,0.0400000000000062,76.63,22.222222222223134
158,158,own,76.76,76.98,3,0.2199999999999988,0.0733333333333329,1.1199999999999903,76.87,13.63636363636371
159,159,interests,78.1,78.6,9,0.5,0.0555555555555555,0.0400000000000062,78.35,18.0
160,160,and,78.64,78.74,3,0.0999999999999943,0.0333333333333314,0.0200000000000102,78.69,30.00000000000171
161,161,your,78.76,78.88,4,0.1199999999999903,0.0299999999999975,0.0200000000000102,78.82,33.33333333333603
162,162,own,78.9,79.0,3,0.0999999999999943,0.0333333333333314,0.019999999999996,78.95,30.00000000000171
163,163,disappointments,79.02,79.74,15,0.7199999999999989,0.0479999999999999,1.3200000000000074,79.38,20.833333333333368
164,164,my,81.06,81.22,2,0.1599999999999966,0.0799999999999983,0.0600000000000022,81.14,12.500000000000266
165,165,advice,81.28,81.62,6,0.3400000000000034,0.0566666666666672,0.019999999999996,81.45,17.647058823529235
166,166,to,81.64,81.76,2,0.1200000000000045,0.0600000000000022,0.2399999999999948,81.7,16.666666666666043
167,167,present,82.0,82.34,7,0.3400000000000034,0.048571428571429,0.039999999999992,82.17,20.58823529411744
168,168,trump,82.38,82.66,5,0.2800000000000011,0.0560000000000002,0.3200000000000074,82.52,17.857142857142787
169,169,is,82.98,83.24,2,0.2599999999999909,0.1299999999999954,0.0400000000000062,83.11,7.692307692307962
170,170,if,83.28,83.4,2,0.1200000000000045,0.0600000000000022,0.019999999999996,83.34,16.666666666666043
171,171,you,83.42,83.48,3,0.0600000000000022,0.0200000000000007,0.0799999999999983,83.45,49.99999999999817
172,172,want,83.56,83.8,4,0.2399999999999948,0.0599999999999987,0.7199999999999989,83.68,16.666666666667027
173,173,at,84.52,84.68,2,0.1600000000000108,0.0800000000000054,0.059999999999988,84.6,12.499999999999156
174,174,this,84.74,84.98,4,0.2400000000000091,0.0600000000000022,0.2199999999999988,84.86,16.666666666666035
175,175,late,85.2,85.46,4,0.2599999999999909,0.0649999999999977,0.0600000000000022,85.33,15.384615384615923
176,176,stage,85.52,85.82,5,0.2999999999999971,0.0599999999999994,0.0200000000000102,85.66999999999999,16.666666666666828
177,177,in,85.84,85.88,2,0.039999999999992,0.019999999999996,0.0200000000000102,85.86,50.00000000001
178,178,the,85.9,85.96,3,0.059999999999988,0.019999999999996,0.0600000000000022,85.93,50.00000000001
179,179,game,86.02,86.24,4,0.2199999999999988,0.0549999999999997,0.0600000000000022,86.13,18.18181818181828
180,180,to,86.3,86.42,2,0.1200000000000045,0.0600000000000022,0.3400000000000034,86.36,16.666666666666043
181,181,be,86.76,86.88,2,0.1199999999999903,0.0599999999999951,0.1000000000000085,86.82,16.666666666668014
182,182,remembered,86.98,87.5,10,0.519999999999996,0.0519999999999996,0.0,87.24000000000001,19.23076923076938
183,183,as,87.5,87.6,2,0.0999999999999943,0.0499999999999971,0.0400000000000062,87.55,20.00000000000114
184,184,somebody,87.64,87.94,8,0.2999999999999971,0.0374999999999996,0.1000000000000085,87.78999999999999,26.666666666666924
185,185,would,88.04,88.18,5,0.1400000000000005,0.0280000000000001,0.039999999999992,88.11000000000001,35.71428571428558
186,186,come,88.22,88.38,4,0.1599999999999966,0.0399999999999991,0.1800000000000068,88.3,25.000000000000533
187,187,country,88.56,88.84,7,0.2800000000000011,0.0400000000000001,0.0799999999999983,88.7,24.999999999999904
188,188,first,88.92,89.32,5,0.3999999999999915,0.0799999999999983,0.960000000000008,89.12,12.500000000000266
189,189,it's,90.28,90.48,4,0.2000000000000028,0.0500000000000007,0.039999999999992,90.38,19.999999999999723
190,190,time,90.52,90.72,4,0.2000000000000028,0.0500000000000007,0.019999999999996,90.62,19.999999999999723
191,191,for,90.74,90.84,3,0.1000000000000085,0.0333333333333361,0.039999999999992,90.79,29.99999999999745
192,192,you,90.88,90.96,3,0.0799999999999983,0.0266666666666661,0.0400000000000062,90.92,37.5000000000008
193,193,to,91.0,91.06,2,0.0600000000000022,0.0300000000000011,0.0600000000000022,91.03,33.333333333332114
194,194,do,91.12,91.2,2,0.0799999999999983,0.0399999999999991,0.039999999999992,91.16,25.000000000000533
195,195,the,91.24,91.3,3,0.0600000000000022,0.0200000000000007,0.0400000000000062,91.27,49.99999999999817
196,196,same,91.34,91.54,4,0.2000000000000028,0.0500000000000007,0.019999999999996,91.44,19.999999999999723
197,197,thing,91.56,91.74,5,0.1799999999999926,0.0359999999999985,0.2400000000000091,91.65,27.77777777777892
198,198,in,91.98,92.14,2,0.1599999999999966,0.0799999999999983,0.0600000000000022,92.06,12.500000000000266
199,199,your,92.2,92.38,4,0.1799999999999926,0.0449999999999981,0.0400000000000062,92.29,22.222222222223134
200,200,view,92.42,92.64,4,0.2199999999999988,0.0549999999999997,0.0400000000000062,92.53,18.18181818181828
201,201,it,92.68,92.78,2,0.0999999999999943,0.0499999999999971,0.019999999999996,92.73,20.00000000000114
202,202,is,92.8,92.9,2,0.1000000000000085,0.0500000000000042,0.059999999999988,92.85,19.999999999998302
203,203,time,92.96,93.2,4,0.2400000000000091,0.0600000000000022,0.039999999999992,93.08,16.666666666666035
204,204,for,93.24,93.36,3,0.1200000000000045,0.0400000000000015,0.0600000000000022,93.3,24.999999999999062
205,205,him,93.42,93.56,3,0.1400000000000005,0.0466666666666668,0.039999999999992,93.49,21.42857142857135
206,206,to,93.6,93.66,2,0.0600000000000022,0.0300000000000011,0.0600000000000022,93.63,33.333333333332114
207,207,concede,93.72,94.22,7,0.5,0.0714285714285714,1.5,93.97,14.0
208,208,absolutely,95.72,96.28,10,0.5600000000000023,0.0560000000000002,0.0600000000000022,96.0,17.857142857142783
209,209,i,96.34,96.38,1,0.039999999999992,0.039999999999992,0.0600000000000022,96.36,25.000000000005
210,210,well,96.44,96.56,4,0.1200000000000045,0.0300000000000011,0.039999999999992,96.5,33.333333333332085
211,211,i,96.6,96.64,1,0.0400000000000062,0.0400000000000062,0.0600000000000022,96.62,24.999999999996128
212,212,mean,96.7,96.76,4,0.0600000000000022,0.0150000000000005,0.019999999999996,96.73,66.66666666666423
213,213,i,96.78,96.82,1,0.039999999999992,0.039999999999992,0.0800000000000125,96.8,25.000000000005
214,214,think,96.9,97.04,5,0.1400000000000005,0.0280000000000001,0.019999999999996,96.97,35.71428571428558
215,215,it,97.06,97.1,2,0.039999999999992,0.019999999999996,0.0200000000000102,97.08,50.00000000001
216,216,was,97.12,97.22,3,0.0999999999999943,0.0333333333333314,0.0600000000000022,97.17,30.00000000000171
217,217,time,97.28,97.48,4,0.2000000000000028,0.0500000000000007,0.039999999999992,97.38,19.999999999999723
218,218,for,97.52,97.6,3,0.0799999999999983,0.0266666666666661,0.0400000000000062,97.56,37.5000000000008
219,219,him,97.64,97.7,3,0.0600000000000022,0.0200000000000007,0.039999999999992,97.67,49.99999999999817
220,220,to,97.74,97.8,2,0.0600000000000022,0.0300000000000011,0.0600000000000022,97.77,33.333333333332114
221,221,concede,97.86,98.28,7,0.4200000000000017,0.0600000000000002,0.4399999999999977,98.07,16.6666666666666
222,222,probably,98.72,99.08,8,0.3599999999999994,0.0449999999999999,0.8599999999999994,98.9,22.22222222222226
223,223,the,99.94,100.0,3,0.0600000000000022,0.0200000000000007,0.0600000000000022,99.97,49.99999999999817
224,224,day,100.06,100.2,3,0.1400000000000005,0.0466666666666668,0.039999999999992,100.13,21.42857142857135
225,225,after,100.24,100.52,5,0.2800000000000011,0.0560000000000002,0.0600000000000022,100.38,17.857142857142787
226,226,the,100.58,100.62,3,0.0400000000000062,0.0133333333333353,0.039999999999992,100.6,74.99999999998838
227,227,election,100.66,101.06,8,0.4000000000000057,0.0500000000000007,0.8599999999999994,100.86,19.999999999999716
228,228,or,101.92,102.08,2,0.1599999999999966,0.0799999999999983,0.2600000000000051,102.0,12.500000000000266
229,229,at,102.34,102.5,2,0.1599999999999966,0.0799999999999983,0.1599999999999966,102.42,12.500000000000266
230,230,the,102.66,102.72,3,0.0600000000000022,0.0200000000000007,0.0600000000000022,102.69,49.99999999999817
231,231,latest,102.78,103.08,6,0.2999999999999971,0.0499999999999995,0.0600000000000022,102.93,20.000000000000192
232,232,two,103.14,103.26,3,0.1200000000000045,0.0400000000000015,0.039999999999992,103.2,24.999999999999062
233,233,days,103.3,103.48,4,0.1800000000000068,0.0450000000000017,0.039999999999992,103.39,22.222222222221383
234,234,after,103.52,103.76,5,0.2400000000000091,0.0480000000000018,0.019999999999996,103.64,20.833333333332543
235,235,the,103.78,103.82,3,0.039999999999992,0.0133333333333306,0.0400000000000062,103.8,75.00000000001499
236,236,election,103.86,104.2,8,0.3400000000000034,0.0425000000000004,0.7800000000000011,104.03,23.529411764705646
237,237,when,104.98,105.12,4,0.1400000000000005,0.0350000000000001,0.039999999999992,105.05,28.571428571428466
238,238,you,105.16,105.22,3,0.0600000000000022,0.0200000000000007,0.1200000000000045,105.19,49.99999999999817
239,239,look,105.34,105.54,4,0.2000000000000028,0.0500000000000007,0.0799999999999983,105.44,19.999999999999723
240,240,at,105.62,105.82,2,0.1999999999999886,0.0999999999999943,0.0600000000000022,105.72,10.00000000000057
241,241,the,105.88,105.94,3,0.0600000000000022,0.0200000000000007,0.0799999999999983,105.91,49.99999999999817
242,242,numbers,106.02,106.44,7,0.4200000000000017,0.0600000000000002,0.0400000000000062,106.23,16.6666666666666
243,243,objectively,106.48,107.02,11,0.539999999999992,0.0490909090909083,0.7199999999999989,106.75,20.370370370370672
244,244,joe,107.74,107.9,3,0.1600000000000108,0.0533333333333369,0.039999999999992,107.82,18.749999999998735
245,245,byten,107.94,108.22,5,0.2800000000000011,0.0560000000000002,0.0600000000000022,108.08,17.857142857142787
246,246,will,108.28,108.46,4,0.1799999999999926,0.0449999999999981,0.0600000000000022,108.37,22.222222222223134
247,247,have,108.52,108.68,4,0.1600000000000108,0.0400000000000027,0.0799999999999983,108.6,24.999999999998312
248,248,one,108.76,109.02,3,0.2599999999999909,0.0866666666666636,0.3599999999999994,108.89,11.538461538461942
249,249,handling,109.38,109.88,8,0.5,0.0625,0.2199999999999988,109.63,16.0
250,250,there,110.1,110.28,5,0.1800000000000068,0.0360000000000013,0.0799999999999983,110.19,27.77777777777673
251,251,is,110.36,110.58,2,0.2199999999999988,0.1099999999999994,0.1000000000000085,110.47,9.09090909090914
252,252,no,110.68,110.84,2,0.1599999999999966,0.0799999999999983,0.1400000000000005,110.76,12.500000000000266
253,253,scenario,110.98,111.52,8,0.539999999999992,0.067499999999999,0.1000000000000085,111.25,14.814814814815033
