,Unnamed: 0,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,time
40,40,you,33.5,33.56,0.0600000000000022,0.0599999999999951,1,3,0.0294117647058834,0.1535344249808415,33.53
41,41,will,33.62,33.84,0.2200000000000059,0.4399999999999977,1,4,0.0808823529411786,0.1804339408349491,33.730000000000004
42,42,from,34.28,34.58,0.2999999999999971,0.4200000000000017,0,4,0.1102941176470578,0.2369344580953635,34.43
43,43,science,35.0,35.72,0.7199999999999989,0.2800000000000011,1,7,0.1512605042016805,0.2133051031593656,35.36
44,44,to,36.0,36.22,0.2199999999999988,1.0,0,2,0.1617647058823521,0.0959186155980925,36.11
45,45,product,37.22,37.94,0.7199999999999989,0.4600000000000008,1,7,0.1512605042016805,0.1197701882217453,37.58
46,46,to,38.4,38.58,0.1799999999999997,0.480000000000004,0,2,0.1323529411764704,0.1515776418029016,38.489999999999995
47,47,art,39.06,39.5,0.4399999999999977,0.2199999999999988,1,3,0.2156862745098029,0.1703322262174457,39.28
48,48,and,39.72,39.82,0.1000000000000014,0.0399999999999991,1,3,0.0490196078431379,0.1915368308032607,39.769999999999996
49,49,design,39.86,40.44,0.5799999999999983,0.3400000000000034,1,6,0.1421568627450977,0.1747817550426416,40.15
50,50,and,40.78,41.14,0.3599999999999994,0.4600000000000008,0,3,0.1764705882352938,0.165030028584617,40.96
51,51,really,41.6,41.88,0.2800000000000011,0.1400000000000005,1,6,0.0686274509803924,0.4050058664149944,41.74
52,52,a,42.02,42.7,0.6799999999999997,0.0999999999999943,1,1,1.0,0.0682138356704419,42.36
53,53,wide,42.8,43.42,0.6200000000000045,0.6000000000000014,1,4,0.22794117647059,0.11975021033968,43.11
54,54,range,44.02,44.48,0.4599999999999937,0.2200000000000059,0,5,0.135294117647057,0.1003402265114396,44.25
55,55,of,44.7,44.88,0.1799999999999997,0.2199999999999988,0,2,0.1323529411764704,0.0491087328142074,44.790000000000006
56,56,different,45.1,45.48,0.3799999999999954,0.1799999999999997,1,9,0.0620915032679731,0.0402579273835283,45.29
57,57,perspectives,45.66,46.26,0.6000000000000014,0.0399999999999991,1,12,0.073529411764706,0.0521061014575219,45.959999999999994
58,58,for,46.3,46.36,0.0600000000000022,0.1000000000000014,1,3,0.0294117647058834,0.0002830861388212,46.33
59,59,visualisation,46.46,47.14,0.6799999999999997,0.759999999999998,1,13,0.0769230769230769,0.0643794874300407,46.8
60,60,each,47.9,48.12,0.2199999999999988,0.0800000000000054,1,4,0.080882352941176,0.2053217655710394,48.01
61,61,visualization,48.2,48.78,0.5799999999999983,0.0399999999999991,1,13,0.0656108597285066,0.2588956285190456,48.49
62,62,project,48.82,49.28,0.4600000000000008,0.0799999999999983,1,7,0.096638655462185,0.1282371911841472,49.05
63,63,is,49.36,49.52,0.1600000000000037,0.0399999999999991,1,2,0.1176470588235321,0.1284857505261255,49.44
64,64,different,49.56,50.0,0.4399999999999977,0.740000000000002,1,9,0.0718954248366009,0.0527095523843048,49.78
65,65,but,50.74,50.92,0.1799999999999997,0.1799999999999997,1,3,0.0882352941176469,0.1778715986797001,50.83
66,66,i'd,51.1,51.3,0.1999999999999957,0.0600000000000022,1,3,0.0980392156862724,0.1942684364311372,51.2
67,67,say,51.36,51.52,0.1600000000000037,0.0999999999999943,1,3,0.0784313725490214,0.3593399942674471,51.44
68,68,that,51.62,51.86,0.240000000000002,0.5,1,4,0.0882352941176478,0.3187256358820929,51.739999999999995
69,69,there's,52.36,52.6,0.240000000000002,0.0799999999999983,1,7,0.0504201680672273,0.202781052042571,52.480000000000004
70,70,one,52.68,52.96,0.2800000000000011,0.1400000000000005,1,3,0.1372549019607849,0.3067172752408888,52.82
71,71,theme,53.1,53.48,0.3799999999999954,0.1200000000000045,1,5,0.1117647058823516,0.1857464567083203,53.29
72,72,they,53.6,53.72,0.1199999999999974,0.0600000000000022,1,4,0.0441176470588225,0.2254677484779656,53.66
73,73,all,53.78,53.9,0.1199999999999974,0.0799999999999983,1,3,0.0588235294117634,0.1407239576776856,53.84
74,74,share,53.98,54.2,0.2200000000000059,0.019999999999996,1,5,0.0647058823529429,0.1169835641425597,54.09
75,75,in,54.22,54.26,0.0399999999999991,0.0399999999999991,1,2,0.0294117647058817,0.1138355160068791,54.239999999999995
76,76,common,54.3,54.68,0.3800000000000025,0.0799999999999983,1,6,0.0931372549019614,0.1399391302875286,54.489999999999995
77,77,for,54.76,54.88,0.1200000000000045,0.0399999999999991,1,3,0.0588235294117669,0.0812381705365105,54.82
78,78,us,54.92,55.06,0.1400000000000005,0.1199999999999974,1,2,0.1029411764705886,0.1809228165751216,54.99
79,79,which,55.18,55.34,0.1600000000000037,0.019999999999996,1,5,0.0470588235294128,0.1046078649653361,55.260000000000005
80,80,is,55.36,55.6,0.240000000000002,0.4600000000000008,1,2,0.1764705882352956,0.1534102967431718,55.480000000000004
81,81,it,56.06,56.22,0.1599999999999966,0.0399999999999991,1,2,0.1176470588235269,0.2783800366437328,56.14
82,82,all,56.26,56.4,0.1400000000000005,0.0399999999999991,1,3,0.0686274509803924,0.3224051243207207,56.33
83,83,spirit,56.44,56.78,0.3400000000000034,0.1199999999999974,1,6,0.0833333333333342,0.106956452588823,56.61
84,84,starts,56.9,57.24,0.3400000000000034,0.0599999999999951,1,6,0.0833333333333342,0.1432597190174489,57.07
85,85,from,57.3,57.5,0.2000000000000028,0.0399999999999991,1,4,0.0735294117647069,0.1569834982615461,57.4
86,86,the,57.54,57.62,0.0799999999999983,0.0800000000000054,1,3,0.0392156862745089,0.2197330882886017,57.58
87,87,data,57.7,58.02,0.3200000000000003,0.5399999999999991,1,4,0.1176470588235295,0.0654733136142803,57.86
88,88,so,58.56,58.78,0.2199999999999988,0.9200000000000016,0,2,0.1617647058823521,0.2851343039673177,58.67
89,89,we,59.7,59.8,0.0999999999999943,0.1000000000000014,1,2,0.0735294117647017,0.3661898797934654,59.75
90,90,basically,59.9,60.46,0.5600000000000023,0.4399999999999977,1,9,0.0915032679738566,0.1967068130873384,60.18
91,91,will,60.9,61.08,0.1799999999999997,0.0600000000000022,0,4,0.0661764705882352,0.1856538138086386,60.989999999999995
92,92,get,61.14,61.36,0.2199999999999988,0.3400000000000034,0,3,0.1078431372549014,0.151244713856873,61.25
93,93,some,61.7,61.88,0.1799999999999997,0.0799999999999983,1,4,0.0661764705882352,0.2295231896143368,61.790000000000006
94,94,data,61.96,62.16,0.1999999999999957,0.0400000000000062,1,4,0.0735294117647043,0.1864383651494504,62.06
95,95,set,62.2,62.38,0.1799999999999997,0.019999999999996,1,3,0.0882352941176469,0.0955481670489588,62.290000000000006
96,96,that,62.4,62.48,0.0799999999999983,0.0200000000000031,1,4,0.0294117647058817,0.1585157107685036,62.44
97,97,we,62.5,62.56,0.0600000000000022,0.0599999999999951,1,2,0.0441176470588251,0.1715353316642997,62.53
98,98,think,62.62,62.78,0.1600000000000037,0.0799999999999983,1,5,0.0470588235294128,0.0975179796430275,62.7
99,99,might,62.86,62.98,0.1199999999999974,0.0400000000000062,1,5,0.035294117647058,0.1562009137723192,62.92
100,100,be,63.02,63.08,0.0599999999999951,0.0600000000000022,1,2,0.0441176470588199,0.174023867217147,63.05
101,101,interesting,63.14,63.62,0.4799999999999969,0.3200000000000003,1,11,0.064171122994652,0.0796338108694833,63.379999999999995
102,102,and,63.94,64.08,0.1400000000000005,0.0799999999999983,1,3,0.0686274509803924,0.2191260988230948,64.00999999999999
103,103,we'll,64.16,64.26,0.1000000000000085,0.039999999999992,1,5,0.0294117647058848,0.2061755451917957,64.21000000000001
104,104,start,64.3,64.66,0.3599999999999994,0.2999999999999971,1,5,0.1058823529411763,0.1610888326469499,64.47999999999999
105,105,sort,64.96,65.16,0.2000000000000028,0.0,0,4,0.0735294117647069,0.1567827037881415,65.06
106,106,of,65.16,65.24,0.0799999999999983,0.0600000000000022,0,2,0.0588235294117634,0.1627860616603874,65.19999999999999
107,107,having,65.3,65.72,0.4200000000000017,0.2199999999999988,0,6,0.1029411764705887,0.1915452534772245,65.50999999999999
108,108,a,65.94,66.02,0.0799999999999983,0.0600000000000022,1,1,0.1176470588235269,0.105984178142431,65.97999999999999
109,109,dialogue,66.08,66.6,0.519999999999996,0.1800000000000068,1,8,0.0955882352941169,0.1373580883429176,66.34
110,110,with,66.78,66.92,0.1400000000000005,0.039999999999992,1,4,0.0514705882352943,0.1771231302570082,66.85
111,111,the,66.96,67.02,0.0600000000000022,0.0400000000000062,1,3,0.0294117647058834,0.1149107282066039,66.99
112,112,state,67.06,67.24,0.1799999999999926,0.0200000000000102,1,5,0.052941176470586,0.0627942344360453,67.15
113,113,of,67.26,67.28,0.019999999999996,0.0600000000000022,1,2,0.0147058823529382,0.0995417733373891,67.27000000000001
114,114,set,67.34,67.6,0.2599999999999909,0.1200000000000045,1,3,0.1274509803921524,0.043631801627924,67.47
115,115,where,67.72,68.16,0.4399999999999977,0.3599999999999994,1,5,0.1294117647058817,0.2117248093973274,67.94
116,116,we're,68.52,68.7,0.1800000000000068,0.5,0,5,0.0529411764705902,0.2339064978854345,68.61
117,117,poking,69.2,69.58,0.3799999999999954,0.0400000000000062,1,6,0.0931372549019596,0.2506969980239103,69.39
118,118,at,69.62,69.7,0.0799999999999983,0.039999999999992,1,2,0.0588235294117634,0.352407852198362,69.66
119,119,it,69.74,69.86,0.1200000000000045,0.0400000000000062,1,2,0.0882352941176504,0.2465512267226993,69.8
120,120,we're,69.9,70.04,0.1400000000000005,0.059999999999988,1,5,0.0411764705882354,0.3027400705322846,69.97
121,121,trying,70.1,70.32,0.2199999999999988,0.0400000000000062,1,6,0.0539215686274507,0.1856143277730334,70.21
122,122,to,70.36,70.42,0.0600000000000022,0.039999999999992,1,2,0.0441176470588251,0.0091656454599577,70.39
123,123,look,70.46,70.62,0.1600000000000108,0.019999999999996,1,4,0.0588235294117687,0.1284809212030376,70.53999999999999
124,124,at,70.64,70.74,0.0999999999999943,0.0200000000000102,1,2,0.0735294117647017,0.1914071590880587,70.69
125,125,it,70.76,70.84,0.0799999999999983,0.0600000000000022,1,2,0.0588235294117634,0.2095360164915822,70.80000000000001
126,126,from,70.9,71.08,0.1799999999999926,0.0799999999999983,1,4,0.0661764705882326,0.1396923167040422,70.99000000000001
127,127,different,71.16,71.42,0.2600000000000051,0.019999999999996,1,9,0.0424836601307198,0.094831487997949,71.28999999999999
128,128,perspectives,71.44,72.08,0.6400000000000006,0.2800000000000011,1,12,0.0784313725490197,0.090773467751639,71.75999999999999
129,129,and,72.36,72.52,0.1599999999999966,0.0799999999999983,1,3,0.0784313725490179,0.2963499039506175,72.44
130,130,sometimes,72.6,73.44,0.8400000000000034,1.1800000000000068,1,9,0.1372549019607849,0.1657894406854866,73.02
131,131,the,74.62,74.7,0.0799999999999983,0.0999999999999943,1,3,0.0392156862745089,0.269302489744347,74.66
132,132,answer,74.8,75.26,0.4600000000000079,0.1199999999999903,1,6,0.1127450980392176,0.2287999152360265,75.03
133,133,for,75.38,75.56,0.1800000000000068,0.2199999999999988,1,3,0.0882352941176504,0.1132926025297243,75.47
134,134,what,75.78,75.94,0.1599999999999966,0.019999999999996,1,4,0.0588235294117634,0.1799657639042285,75.86
135,135,kind,75.96,76.16,0.2000000000000028,0.0,1,4,0.0735294117647069,0.1677972131527697,76.06
136,136,of,76.16,76.22,0.0600000000000022,0.0400000000000062,1,2,0.0441176470588251,0.0765338244764669,76.19
137,137,technique,76.26,76.76,0.5,0.039999999999992,1,9,0.0816993464052287,0.1946461702780101,76.51
138,138,we,76.8,76.88,0.0799999999999983,0.0600000000000022,1,2,0.0588235294117634,0.4096297990190854,76.84
139,139,might,76.94,77.08,0.1400000000000005,0.0600000000000022,1,5,0.0411764705882354,0.2774730019619637,77.00999999999999
140,140,want,77.14,77.26,0.1200000000000045,0.0,1,4,0.0441176470588252,0.276324501125803,77.2
141,141,to,77.26,77.32,0.059999999999988,0.0600000000000022,1,2,0.0441176470588147,0.2430184451751389,77.28999999999999
142,142,use,77.38,77.62,0.2400000000000091,0.019999999999996,1,3,0.1176470588235339,0.2320223399217691,77.5
143,143,or,77.64,77.7,0.0600000000000022,0.0999999999999943,1,2,0.0441176470588251,0.2833506101147275,77.67
144,144,which,77.8,78.02,0.2199999999999988,0.4200000000000017,1,5,0.0647058823529408,0.1997404729754951,77.91
145,145,way,78.44,78.72,0.2800000000000011,0.3599999999999994,0,3,0.1372549019607849,0.3543501808568953,78.58
146,146,we,79.08,79.14,0.0600000000000022,0.0600000000000022,1,2,0.0441176470588251,0.2025056342834407,79.11
147,147,might,79.2,79.32,0.1199999999999903,0.0400000000000062,1,5,0.0352941176470559,0.2101247256103013,79.25999999999999
148,148,want,79.36,79.46,0.0999999999999943,0.0,1,4,0.0367647058823508,0.2104120030161903,79.41
149,149,to,79.46,79.52,0.0600000000000022,0.0400000000000062,1,2,0.0441176470588251,0.1417132957323213,79.49
150,150,transform,79.56,79.98,0.4200000000000017,0.039999999999992,1,9,0.0686274509803924,0.1345443558544962,79.77000000000001
151,151,the,80.02,80.1,0.0799999999999983,0.0400000000000062,1,3,0.0392156862745089,0.2033272631181171,80.06
152,152,data,80.14,80.38,0.2399999999999948,0.4200000000000017,1,4,0.0882352941176451,0.1368084010553212,80.25999999999999
153,153,comes,80.8,81.04,0.2400000000000091,0.019999999999996,1,5,0.0705882352941203,0.1889968175931596,80.92
154,154,out,81.06,81.24,0.1799999999999926,0.1400000000000005,1,3,0.0882352941176434,0.2941450350309829,81.15
155,155,very,81.38,81.64,0.2600000000000051,0.0600000000000022,1,4,0.0955882352941195,0.1716473899713989,81.50999999999999
156,156,naturally,81.7,82.16,0.4599999999999937,0.3800000000000096,1,9,0.0751633986928094,0.16278510724871,81.93
157,157,sometimes,82.54,83.24,0.6999999999999886,0.1200000000000045,1,9,0.1143790849673184,0.3530968799466197,82.89
158,158,the,83.36,83.44,0.0799999999999983,0.0799999999999983,1,3,0.0392156862745089,0.2541341127607136,83.4
159,159,poking,83.52,83.98,0.4600000000000079,0.0600000000000022,1,6,0.1127450980392176,0.1946376273009089,83.75
160,160,goes,84.04,84.24,0.1999999999999886,0.0200000000000102,1,4,0.0735294117647017,0.2915054343494649,84.14
161,161,on,84.26,84.38,0.1199999999999903,0.0799999999999983,1,2,0.0882352941176399,0.2890216403138311,84.32
162,162,for,84.46,84.54,0.0800000000000125,0.039999999999992,1,3,0.0392156862745159,0.082608498279839,84.5
163,163,a,84.58,84.62,0.0400000000000062,0.039999999999992,1,1,0.0588235294117738,0.1504681267749409,84.6
164,164,long,84.66,84.9,0.2400000000000091,0.019999999999996,1,4,0.0882352941176504,0.2227012195270079,84.78
165,165,time,84.92,85.3,0.3799999999999954,0.3400000000000034,1,4,0.1397058823529395,0.0885906616625677,85.11
166,166,so,85.64,85.8,0.1599999999999966,0.2000000000000028,0,2,0.1176470588235269,0.4058737710360557,85.72
167,167,as,86.0,86.2,0.2000000000000028,0.0799999999999983,1,2,0.1470588235294138,0.3115431914607968,86.1
168,168,we,86.28,86.34,0.0600000000000022,0.0999999999999943,1,2,0.0441176470588251,0.2618933129943708,86.31
169,169,showed,86.44,86.78,0.3400000000000034,0.039999999999992,1,6,0.0833333333333342,0.2342409430001056,86.61
170,170,with,86.82,86.94,0.1200000000000045,0.019999999999996,1,4,0.0441176470588252,0.1937246370902725,86.88
171,171,the,86.96,87.02,0.0600000000000022,0.0400000000000062,1,3,0.0294117647058834,0.2556970280550598,86.99
172,172,wind,87.06,87.28,0.2199999999999988,0.019999999999996,1,4,0.080882352941176,0.3438417266228015,87.17
173,173,map,87.3,87.6,0.2999999999999971,0.9000000000000057,1,3,0.1470588235294104,0.1247859153758008,87.44999999999999
174,174,we,88.5,88.6,0.0999999999999943,0.0600000000000022,0,2,0.0735294117647017,0.4976407527433702,88.55
175,175,were,88.66,88.76,0.1000000000000085,0.039999999999992,0,4,0.036764705882356,0.4831208923863205,88.71000000000001
176,176,sort,88.8,89.02,0.2199999999999988,0.0,0,4,0.080882352941176,0.2349169749825818,88.91
177,177,of,89.02,89.1,0.0799999999999983,0.0400000000000062,0,2,0.0588235294117634,0.3064362086371771,89.06
178,178,there,89.14,89.3,0.1599999999999966,0.2600000000000051,0,5,0.0470588235294107,0.2908014946550077,89.22
179,179,at,89.56,89.72,0.1599999999999966,0.0600000000000022,0,2,0.1176470588235269,0.3108798883249768,89.64
180,180,our,89.78,90.02,0.2399999999999948,0.2199999999999988,0,3,0.1176470588235269,0.2569633058373141,89.9
181,181,whits,90.24,90.48,0.2400000000000091,0.0600000000000022,1,5,0.0705882352941203,0.0993204147282178,90.36
182,182,end,90.54,90.8,0.2599999999999909,0.0600000000000022,1,3,0.1274509803921524,0.2762168105980934,90.67
183,183,with,90.86,90.96,0.0999999999999943,0.0400000000000062,1,4,0.0367647058823508,0.2049323545007637,90.91
184,184,there,91.0,91.16,0.1599999999999966,0.1200000000000045,1,5,0.0470588235294107,0.2550046201987638,91.08
185,185,we,91.28,91.34,0.0600000000000022,0.0600000000000022,1,2,0.0441176470588251,0.231569144535757,91.31
186,186,were,91.4,91.54,0.1400000000000005,0.0799999999999983,1,4,0.0514705882352943,0.1961750481687347,91.47
187,187,trying,91.62,91.96,0.3399999999999892,0.0200000000000102,1,6,0.0833333333333307,0.220581344685088,91.78999999999999
188,188,a,91.98,92.02,0.039999999999992,0.0400000000000062,1,1,0.0588235294117529,0.1777750512427765,92.0
189,189,lot,92.06,92.18,0.1200000000000045,0.019999999999996,1,3,0.0588235294117669,0.1833016700472416,92.12
190,190,of,92.2,92.24,0.039999999999992,0.0600000000000022,1,2,0.0294117647058764,0.117951504171701,92.22
191,191,different,92.3,92.6,0.2999999999999971,0.8599999999999994,1,9,0.0490196078431368,0.1337549927517714,92.44999999999999
192,192,ways,93.46,93.74,0.2800000000000011,0.0200000000000102,1,4,0.1029411764705886,0.303470540144484,93.6
193,193,to,93.76,93.84,0.0799999999999983,0.019999999999996,1,2,0.0588235294117634,0.0853702564449585,93.80000000000001
194,194,visualize,93.86,94.26,0.4000000000000057,0.039999999999992,1,9,0.0653594771241839,0.1536550409835382,94.06
195,195,that,94.3,94.44,0.1400000000000005,0.0400000000000062,1,4,0.0514705882352943,0.1120646973082937,94.37
196,196,data,94.48,94.74,0.2599999999999909,0.0200000000000102,1,4,0.0955882352941143,0.1601046458702746,94.61
197,197,set,94.76,95.08,0.3199999999999932,0.1400000000000005,1,3,0.1568627450980359,0.0842826928855788,94.92
198,198,until,95.22,95.72,0.5,0.3599999999999994,1,5,0.1470588235294118,0.1941305741839783,95.47
199,199,we,96.08,96.22,0.1400000000000005,0.1599999999999966,1,2,0.1029411764705886,0.1961949173837246,96.15
200,200,stumbled,96.38,96.8,0.4200000000000017,0.019999999999996,1,8,0.0772058823529415,0.1478793085511511,96.59
201,201,into,96.82,97.04,0.220000000000013,0.1599999999999966,1,4,0.0808823529411812,0.0903115559696102,96.93
202,202,one,97.2,97.4,0.2000000000000028,0.039999999999992,1,3,0.0980392156862759,0.1961652540506386,97.30000000000001
203,203,way,97.44,97.6,0.1599999999999966,0.0400000000000062,1,3,0.0784313725490179,0.2137287030876263,97.52
204,204,that,97.64,97.76,0.1200000000000045,0.039999999999992,1,4,0.0441176470588252,0.0483214458326,97.7
205,205,seemed,97.8,98.0,0.2000000000000028,0.0400000000000062,1,6,0.0490196078431379,0.1044391284166473,97.9
206,206,to,98.04,98.1,0.059999999999988,0.0600000000000022,1,2,0.0441176470588147,0.0,98.07
207,207,make,98.16,98.32,0.1599999999999966,0.0600000000000022,1,4,0.0588235294117634,0.0476829654174515,98.24
208,208,sense,98.38,98.72,0.3400000000000034,0.3400000000000034,1,5,0.100000000000001,0.036840466211109,98.55
209,209,but,99.06,99.14,0.0799999999999983,0.0400000000000062,1,3,0.0392156862745089,0.2937297327578458,99.1
210,210,this,99.18,99.32,0.1399999999999863,0.0,1,4,0.0514705882352891,0.4275182389212307,99.25
211,211,is,99.32,99.42,0.1000000000000085,0.019999999999996,1,2,0.0735294117647121,0.3390774628984327,99.37
212,212,something,99.44,99.7,0.2600000000000051,0.039999999999992,1,9,0.0424836601307198,0.283340001363963,99.57
213,213,that,99.74,99.82,0.0799999999999983,0.0400000000000062,1,4,0.0294117647058817,0.1558818857622745,99.78
214,214,happens,99.86,100.16,0.2999999999999971,0.0400000000000062,1,7,0.063025210084033,0.1074135816780048,100.00999999999999
215,215,a,100.2,100.24,0.039999999999992,0.0400000000000062,1,1,0.0588235294117529,0.1288434716581223,100.22
216,216,lot,100.28,100.5,0.2199999999999988,0.1599999999999966,1,3,0.1078431372549014,0.1188658027939823,100.39
217,217,with,100.66,100.86,0.2000000000000028,0.0400000000000062,1,4,0.0735294117647069,0.0835510943407094,100.75999999999999
218,218,data,100.9,101.08,0.1799999999999926,0.0400000000000062,1,4,0.0661764705882326,0.1634123126684842,100.99000000000001
219,219,visualization,101.12,101.82,0.6999999999999886,0.3200000000000074,1,13,0.0791855203619897,0.1176564764339716,101.47
220,220,it's,102.14,102.38,0.2399999999999948,0.0799999999999983,1,4,0.0882352941176451,0.157911869770776,102.25999999999999
221,221,that,102.46,102.74,0.2800000000000011,0.1000000000000085,1,4,0.1029411764705886,0.2122908129052374,102.6
222,222,you,102.84,102.94,0.0999999999999943,0.0400000000000062,1,3,0.0490196078431344,0.2025368697598003,102.89
223,223,were,102.98,103.08,0.0999999999999943,0.1000000000000085,1,4,0.0367647058823508,0.1874303959175654,103.03
224,224,constantly,103.18,103.76,0.5799999999999983,0.0999999999999943,1,10,0.0852941176470586,0.1704925168044118,103.47
225,225,trying,103.86,104.12,0.2600000000000051,0.019999999999996,1,6,0.0637254901960797,0.1604940176428163,103.99000000000001
226,226,to,104.14,104.2,0.0600000000000022,0.039999999999992,1,2,0.0441176470588251,0.0370568887527962,104.17
227,227,navigate,104.24,104.76,0.5200000000000102,0.1199999999999903,1,8,0.0955882352941195,0.1662925960058229,104.5
228,228,this,104.88,105.1,0.2199999999999988,0.0800000000000125,1,4,0.080882352941176,0.2211354119603771,104.99
229,229,kind,105.18,105.4,0.2199999999999988,0.0,1,4,0.080882352941176,0.1155316062047345,105.29
230,230,of,105.4,105.52,0.1199999999999903,1.9200000000000017,1,2,0.0882352941176399,0.1479651910587044,105.46000000000001
231,231,a,107.44,107.52,0.0799999999999983,0.0600000000000022,1,1,0.1176470588235269,0.0455293946408387,107.47999999999999
232,232,mix,107.58,107.84,0.2600000000000051,0.019999999999996,1,3,0.1274509803921594,0.2079438798525474,107.71000000000001
233,233,of,107.86,108.0,0.1400000000000005,0.0600000000000022,1,2,0.1029411764705886,0.2527864556578892,107.93
234,234,of,108.06,108.22,0.1599999999999966,0.1800000000000068,1,2,0.1176470588235269,0.2029058388242981,108.14
235,235,scientific,108.4,109.2,0.7999999999999972,1.0600000000000025,1,10,0.117647058823529,0.16556008630615,108.80000000000001
236,236,perspective,110.26,110.88,0.6199999999999903,0.0600000000000022,1,11,0.0828877005347581,0.1457812531397386,110.57
237,237,but,110.94,111.06,0.1200000000000045,0.0600000000000022,1,3,0.0588235294117669,0.1423619469945791,111.0
