,Unnamed: 0.1,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,time,post_space
87,87,a,29.58,29.66,0.0800000000000018,0.0599999999999987,2,1,0.0800000000000018,0.4733796281755148,29.619999999999997,0.05999999999999872
88,88,month,29.72,30.02,0.3000000000000007,0.0199999999999995,2,5,0.060000000000000143,0.4235996758837079,29.869999999999997,0.019999999999999574
89,89,at,30.04,30.14,0.1000000000000014,0.0599999999999987,2,2,0.0500000000000007,0.3733734252864644,30.09,0.05999999999999872
90,90,trump,30.2,30.48,0.2800000000000011,0.0399999999999991,2,5,0.056000000000000216,0.3979609015470363,30.34,0.03999999999999915
91,91,to,30.52,30.6,0.0800000000000018,0.0799999999999983,2,2,0.0400000000000009,0.4841593757398436,30.560000000000002,0.0799999999999983
92,92,voluntarily,30.68,31.46,0.7800000000000011,0.0999999999999978,2,11,0.07090909090909102,0.4920504051272727,31.07,0.09999999999999787
93,93,cooperate,31.56,32.34,0.7800000000000047,0.2399999999999948,2,9,0.08666666666666718,0.469290933366374,31.950000000000003,0.23999999999999488
94,94,and,32.58,32.68,0.1000000000000014,0.0200000000000031,2,3,0.0333333333333338,0.3836504408185511,32.629999999999995,0.020000000000003126
95,95,how,32.7,32.82,0.1199999999999974,0.0399999999999991,2,3,0.039999999999999133,0.5138591766542775,32.760000000000005,0.03999999999999915
96,96,the,32.86,32.92,0.0600000000000022,0.0599999999999951,2,3,0.020000000000000732,0.5585101168886671,32.89,0.05999999999999517
97,97,investigation,32.98,33.72,0.740000000000002,0.0200000000000031,2,13,0.056923076923077076,0.4597859507447652,33.349999999999994,0.020000000000003126
98,98,into,33.74,33.9,0.1599999999999966,0.0799999999999983,2,4,0.03999999999999915,0.4509007658420487,33.82,0.0799999999999983
99,99,former,33.98,34.32,0.3400000000000034,0.0600000000000022,2,6,0.05666666666666723,0.4530323698188748,34.15,0.060000000000002274
100,100,president,34.38,34.82,0.4399999999999977,0.0600000000000022,2,9,0.048888888888888635,0.5078715413737309,34.6,0.060000000000002274
101,101,trumps,34.88,35.16,0.279999999999994,0.0800000000000054,2,6,0.04666666666666566,0.4221249338989114,35.019999999999996,0.0800000000000054
102,102,allege,35.24,35.7,0.4600000000000008,0.019999999999996,2,6,0.0766666666666668,0.6070828578296369,35.47,0.01999999999999602
103,103,election,35.72,36.2,0.480000000000004,0.0599999999999951,2,8,0.0600000000000005,0.4791374789279269,35.96,0.05999999999999517
104,104,interference,36.26,36.96,0.7000000000000028,0.0600000000000022,2,12,0.05833333333333357,0.4950623379497323,36.61,0.060000000000002274
105,105,in,37.02,37.14,0.1199999999999974,0.1000000000000014,2,2,0.0599999999999987,0.6992219099481339,37.08,0.10000000000000142
106,106,georgia,37.24,37.76,0.519999999999996,0.3200000000000003,2,7,0.07428571428571372,0.6402865583708931,37.5,0.3200000000000003
107,107,is,38.08,38.2,0.1200000000000045,0.0599999999999951,2,2,0.06000000000000225,0.4904960812379202,38.14,0.05999999999999517
108,108,heating,38.26,38.52,0.2600000000000051,0.0399999999999991,2,7,0.03714285714285787,0.6529279480395543,38.39,0.03999999999999915
109,109,up,38.56,38.72,0.1599999999999966,0.6200000000000045,2,2,0.0799999999999983,0.4900246010436456,38.64,0.6200000000000045
110,110,developments,39.34,39.9,0.5599999999999952,0.0200000000000031,2,12,0.046666666666666266,0.5715079941616127,39.620000000000005,0.020000000000003126
111,111,in,39.92,40.0,0.0799999999999983,0.0399999999999991,2,2,0.03999999999999915,0.6075561823827024,39.96,0.03999999999999915
112,112,our,40.04,40.14,0.1000000000000014,0.0399999999999991,2,3,0.0333333333333338,0.4773289080019811,40.09,0.03999999999999915
113,113,investigation,40.18,40.96,0.7800000000000011,0.0399999999999991,2,13,0.06000000000000009,0.500061142249781,40.57,0.03999999999999915
114,114,into,41.0,41.14,0.1400000000000005,0.0799999999999983,2,4,0.03500000000000013,0.6255278022682423,41.07,0.0799999999999983
115,115,a,41.22,41.28,0.0600000000000022,0.1400000000000005,2,1,0.0600000000000022,0.4933806583868568,41.25,0.14000000000000057
116,116,top,41.42,41.74,0.3200000000000003,0.019999999999996,2,3,0.10666666666666676,0.414820834823551,41.58,0.01999999999999602
117,117,up,41.76,41.9,0.1400000000000005,0.1400000000000005,2,2,0.07000000000000026,0.4490886246340078,41.83,0.14000000000000057
118,118,cobic,42.04,42.46,0.4200000000000017,0.0799999999999983,2,5,0.08400000000000034,0.4899512049551287,42.25,0.0799999999999983
119,119,testing,42.54,43.06,0.5200000000000031,0.0599999999999951,2,7,0.07428571428571473,0.479073328111765,42.8,0.05999999999999517
120,120,company,43.12,43.52,0.4000000000000057,0.3399999999999963,2,7,0.05714285714285795,0.4380876729720023,43.32,0.3399999999999963
121,121,growing,43.86,44.28,0.4200000000000017,0.0399999999999991,2,7,0.06000000000000024,0.5998799141382584,44.07,0.03999999999999915
122,122,allegations,44.32,44.98,0.6599999999999966,0.0200000000000031,2,11,0.05999999999999969,0.4400534493384702,44.65,0.020000000000003126
123,123,of,45.0,45.08,0.0799999999999983,0.0600000000000022,2,2,0.03999999999999915,0.4941005061446438,45.04,0.060000000000002274
124,124,mishandled,45.14,45.72,0.5799999999999983,0.0600000000000022,2,10,0.05799999999999983,0.5235618841723779,45.43,0.060000000000002274
125,125,samples,45.78,46.28,0.5,0.0399999999999991,2,7,0.07142857142857142,0.4631304862004418,46.03,0.03999999999999915
126,126,and,46.32,46.46,0.1400000000000005,0.1199999999999974,2,3,0.046666666666666835,0.5270473072322002,46.39,0.11999999999999744
127,127,inaccurate,46.58,47.22,0.6400000000000006,0.0399999999999991,2,10,0.06400000000000006,0.5405568316773451,46.9,0.03999999999999915
128,128,results,47.26,47.78,0.5200000000000031,0.2800000000000011,2,7,0.07428571428571473,0.488463831029014,47.519999999999996,0.28000000000000114
129,129,now,48.06,48.26,0.1999999999999957,0.1200000000000045,2,3,0.06666666666666524,0.5573484557216714,48.16,0.12000000000000455
130,130,another,48.38,48.84,0.4600000000000008,0.0799999999999983,2,7,0.06571428571428582,0.6213127202717784,48.61,0.0799999999999983
131,131,state,48.92,49.24,0.3200000000000003,0.0799999999999983,2,5,0.06400000000000006,0.4864364557989227,49.08,0.0799999999999983
132,132,taking,49.32,49.66,0.3399999999999963,0.0600000000000022,2,6,0.05666666666666605,0.5036176424175274,49.489999999999995,0.060000000000002274
133,133,action,49.72,50.08,0.3599999999999994,0.7199999999999989,2,6,0.059999999999999894,0.4187056753104008,49.9,0.7199999999999989
134,134,our,50.8,51.0,0.2000000000000028,0.0200000000000031,2,3,0.0666666666666676,0.767454463767546,50.9,0.020000000000003126
135,135,n,51.02,51.1,0.0799999999999983,0.0799999999999983,2,1,0.0799999999999983,0.7443542095659653,51.06,0.0799999999999983
136,136,b,51.18,51.24,0.0600000000000022,0.1000000000000014,2,1,0.0600000000000022,0.6906145613857682,51.21,0.10000000000000142
137,137,c,51.34,51.46,0.1199999999999974,0.1199999999999974,2,1,0.1199999999999974,0.5685550426931444,51.400000000000006,0.11999999999999744
138,138,news,51.58,51.8,0.2199999999999988,0.0200000000000031,2,4,0.0549999999999997,0.6947963917805284,51.69,0.020000000000003126
139,139,exclusive,51.82,52.5,0.6799999999999997,0.0600000000000022,2,9,0.07555555555555553,0.5804228652683259,52.16,0.060000000000002274
140,140,outcameras,52.56,53.24,0.6799999999999997,0.1599999999999966,2,10,0.06799999999999998,0.4544140469844123,52.900000000000006,0.1599999999999966
141,141,there,53.4,53.62,0.2199999999999988,0.0200000000000031,2,5,0.04399999999999976,0.59874636937557,53.51,0.020000000000003126
142,142,is,53.64,53.74,0.1000000000000014,0.019999999999996,2,2,0.0500000000000007,0.4412946221244109,53.69,0.01999999999999602
143,143,a,53.76,53.8,0.0399999999999991,0.0400000000000062,2,1,0.0399999999999991,0.5959167810120422,53.78,0.04000000000000625
144,144,group,53.84,54.08,0.2399999999999948,0.0,2,5,0.04799999999999896,0.476341777959537,53.96,0.0
145,145,of,54.08,54.18,0.1000000000000014,0.1199999999999974,2,2,0.0500000000000007,0.327037581122204,54.129999999999995,0.11999999999999744
146,146,youtube,54.3,54.84,0.5400000000000063,0.0599999999999951,2,7,0.07714285714285804,0.5385058078172524,54.57,0.05999999999999517
147,147,scuba,54.9,55.3,0.3999999999999986,0.0600000000000022,2,5,0.07999999999999971,0.5018244178027649,55.099999999999994,0.060000000000002274
148,148,diverse,55.36,55.84,0.480000000000004,0.3399999999999963,2,7,0.06857142857142914,0.4738995547447617,55.6,0.3399999999999963
149,149,make,56.18,56.4,0.2199999999999988,0.0,2,4,0.0549999999999997,0.5572353279661181,56.29,0.0
150,150,a,56.4,56.44,0.0399999999999991,0.0399999999999991,2,1,0.0399999999999991,0.6484908674803155,56.42,0.03999999999999915
151,151,discovery,56.48,57.1,0.6200000000000045,0.0599999999999951,2,9,0.06888888888888939,0.4485068046252729,56.79,0.05999999999999517
152,152,police,57.16,57.64,0.480000000000004,0.1000000000000014,2,6,0.08000000000000067,0.4673120712340597,57.4,0.10000000000000142
153,153,missed,57.74,58.1,0.3599999999999994,0.3200000000000003,2,6,0.059999999999999894,0.4873857983993274,57.92,0.3200000000000003
154,154,will,58.42,58.58,0.1599999999999966,0.0200000000000031,2,4,0.03999999999999915,0.618777370832286,58.5,0.020000000000003126
155,155,it,58.6,58.68,0.0799999999999983,0.0600000000000022,2,2,0.03999999999999915,0.3052361207289654,58.64,0.060000000000002274
156,156,crack,58.74,59.1,0.3599999999999994,0.0399999999999991,2,5,0.07199999999999987,0.3506709195364719,58.92,0.03999999999999915
157,157,a,59.14,59.2,0.0600000000000022,0.1199999999999974,2,1,0.0600000000000022,0.4962936496177598,59.17,0.11999999999999744
158,158,four,59.32,59.58,0.259999999999998,0.0399999999999991,2,4,0.0649999999999995,0.5136078325513301,59.45,0.03999999999999915
159,159,year,59.62,59.82,0.2000000000000028,0.0200000000000031,2,4,0.0500000000000007,0.6670865182061807,59.72,0.020000000000003126
160,160,old,59.84,60.06,0.2199999999999988,0.0599999999999951,2,3,0.07333333333333293,0.51031448174692,59.95,0.05999999999999517
161,161,cold,60.12,60.46,0.3400000000000034,0.0799999999999983,2,4,0.08500000000000085,0.4503926573481758,60.29,0.0799999999999983
162,162,case,60.54,60.92,0.3800000000000025,0.1999999999999957,2,4,0.09500000000000063,0.3776637156162256,60.730000000000004,0.19999999999999574
163,163,of,61.12,61.24,0.1200000000000045,0.0599999999999951,2,2,0.06000000000000225,0.4324989955731591,61.18,0.05999999999999517
164,164,a,61.3,61.34,0.0400000000000062,0.0599999999999951,2,1,0.0400000000000062,0.4546151583590563,61.32,0.05999999999999517
165,165,missing,61.4,61.76,0.3599999999999994,0.0399999999999991,2,7,0.05142857142857134,0.5522497909751052,61.58,0.03999999999999915
166,166,mother,61.8,62.16,0.3599999999999994,0.5200000000000031,2,6,0.059999999999999894,0.4477633471899583,61.98,0.5200000000000031
167,167,problems,62.68,63.14,0.4600000000000008,0.019999999999996,2,8,0.0575000000000001,0.5269902077623065,62.91,0.01999999999999602
168,168,for,63.16,63.24,0.0800000000000054,0.0599999999999951,2,3,0.026666666666668466,0.4530614047740975,63.2,0.05999999999999517
169,169,palaton,63.3,63.92,0.6200000000000045,0.0599999999999951,2,7,0.08857142857142922,0.4198079692128146,63.61,0.05999999999999517
170,170,whites,63.98,64.32,0.3399999999999963,0.0600000000000022,2,6,0.05666666666666605,0.4628256765315576,64.14999999999999,0.060000000000002274
171,171,temporarily,64.38,65.02,0.6400000000000006,0.1200000000000045,2,11,0.05818181818181823,0.443865705757441,64.69999999999999,0.12000000000000455
172,172,halting,65.14,65.64,0.5,0.0400000000000062,2,7,0.07142857142857142,0.5108891089101391,65.39,0.04000000000000625
173,173,production,65.68,66.2,0.519999999999996,0.019999999999996,2,10,0.0519999999999996,0.3950276257808252,65.94,0.01999999999999602
174,174,of,66.22,66.3,0.0799999999999983,0.0400000000000062,2,2,0.03999999999999915,0.497122332805187,66.25999999999999,0.04000000000000625
175,175,its,66.34,66.48,0.1400000000000005,0.0600000000000022,2,3,0.046666666666666835,0.2761034014467261,66.41,0.060000000000002274
176,176,iconic,66.54,67.1,0.5599999999999881,0.1000000000000085,2,6,0.09333333333333134,0.3754081605134886,66.82,0.10000000000000853
177,177,bikes,67.2,67.6,0.3999999999999915,0.7199999999999989,2,5,0.0799999999999983,0.3859785621375944,67.4,0.7199999999999989
178,178,and,68.32,68.46,0.1400000000000005,0.0400000000000062,2,3,0.046666666666666835,0.6628411788804972,68.38999999999999,0.04000000000000625
179,179,this,68.5,68.64,0.1400000000000005,2.819999999999993,2,4,0.03500000000000013,0.5300778991622443,68.57,2.819999999999993
180,180,car,71.46,71.8,0.3400000000000034,0.3200000000000074,2,3,0.11333333333333447,0.5132412122643396,71.63,0.3200000000000074
181,181,than,72.12,72.28,0.1599999999999966,0.0600000000000022,2,4,0.03999999999999915,0.488364623348919,72.2,0.060000000000002274
182,182,getting,72.34,72.62,0.2800000000000011,0.0999999999999943,2,7,0.040000000000000153,0.47082517820659,72.48,0.09999999999999432
183,183,up,72.72,72.9,0.1800000000000068,0.059999999999988,2,2,0.0900000000000034,0.4686481843947018,72.81,0.05999999999998806
184,184,to,72.96,73.02,0.0600000000000022,0.1400000000000005,2,2,0.0300000000000011,0.3559498517895189,72.99,0.14000000000000057
185,185,finish,73.16,73.52,0.3599999999999994,0.0600000000000022,2,6,0.059999999999999894,0.4673204895449764,73.34,0.060000000000002274
186,186,her,73.58,73.68,0.1000000000000085,0.059999999999988,2,3,0.033333333333336164,0.4668488011755512,73.63,0.05999999999998806
187,187,report,73.74,74.22,0.480000000000004,0.5400000000000063,2,6,0.08000000000000067,0.4983241790806501,73.97999999999999,0.5400000000000063
188,188,first,74.76,75.04,0.2800000000000011,0.0799999999999983,2,5,0.056000000000000216,0.361347494313521,74.9,0.0799999999999983
189,189,interview,75.12,75.6,0.4799999999999897,0.2800000000000011,2,9,0.05333333333333219,0.4995998362297047,75.36,0.28000000000000114
190,190,since,75.88,76.16,0.2800000000000011,0.0200000000000102,2,5,0.056000000000000216,0.4944737187981919,76.02,0.020000000000010232
191,191,it,76.18,76.26,0.0799999999999983,0.059999999999988,2,2,0.03999999999999915,0.4226393456527638,76.22,0.05999999999998806
192,192,happened,76.32,76.7,0.3800000000000096,2.0999999999999943,2,8,0.0475000000000012,0.2935886576170139,76.50999999999999,2.0999999999999943
193,193,this,78.8,79.04,0.2400000000000091,0.1199999999999903,3,4,0.060000000000002274,0.856356640642679,78.92,0.11999999999999034
194,194,is,79.16,79.3,0.1400000000000005,0.0400000000000062,3,2,0.07000000000000026,0.7618423935339793,79.22999999999999,0.04000000000000625
195,195,n,79.34,79.42,0.0799999999999983,0.0999999999999943,3,1,0.0799999999999983,0.7231538713551198,79.38,0.09999999999999432
196,196,b,79.52,79.6,0.0799999999999983,0.1000000000000085,3,1,0.0799999999999983,0.9464372787846848,79.56,0.10000000000000853
197,197,c,79.7,79.86,0.1599999999999966,0.1400000000000005,3,1,0.1599999999999966,0.7203822931388364,79.78,0.14000000000000057
198,198,nightly,80.0,80.36,0.3599999999999994,0.0600000000000022,3,7,0.05142857142857134,0.7195534395156133,80.18,0.060000000000002274
199,199,news,80.42,80.8,0.3799999999999954,0.1200000000000045,3,4,0.09499999999999885,0.874890904880029,80.61,0.12000000000000455
200,200,with,80.92,81.1,0.1799999999999926,0.1000000000000085,3,4,0.04499999999999815,0.5861279715127963,81.00999999999999,0.10000000000000853
201,201,leicester,81.2,81.6,0.3999999999999915,0.0400000000000062,3,9,0.044444444444443496,0.6629602895016585,81.4,0.04000000000000625
202,202,hole,81.64,81.94,0.2999999999999971,1.2000000000000028,3,4,0.07499999999999928,0.5431028183350857,81.78999999999999,1.2000000000000028
203,203,the,83.14,83.14,0.0,0.7199999999999989,3,3,0.0,,83.14,0.7199999999999989
204,204,good,83.86,84.0,0.1400000000000005,0.0400000000000062,2,4,0.03500000000000013,0.5336030401193607,83.93,0.04000000000000625
205,205,evening,84.04,84.44,0.3999999999999915,0.019999999999996,2,7,0.05714285714285593,0.5277384330801038,84.24000000000001,0.01999999999999602
