,Unnamed: 0.1,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,time,post_space,pitch
38,38,president,13.82,14.28,0.4599999999999991,0.0400000000000009,2,9,0.05111111111111101,0.5110132265076656,14.05,0.040000000000000924,118.10211158419148
39,39,saying,14.32,14.56,0.2400000000000002,0.0399999999999991,2,6,0.040000000000000036,0.5829712749756475,14.440000000000001,0.03999999999999915,114.79905923518345
40,40,russia,14.6,14.94,0.3399999999999998,0.0600000000000005,2,6,0.056666666666666636,0.560736124514789,14.77,0.0600000000000005,114.65692946896482
41,41,will,15.0,15.16,0.1600000000000001,0.0600000000000005,2,4,0.04000000000000002,0.6598752968919016,15.08,0.0600000000000005,133.42176576883915
42,42,pay,15.22,15.38,0.1600000000000001,0.0199999999999995,2,3,0.053333333333333365,0.5752326650142623,15.3,0.019999999999999574,118.48263325066448
43,43,a,15.4,15.44,0.0399999999999991,0.0400000000000009,2,1,0.0399999999999991,0.5063291605669996,15.42,0.040000000000000924,86.420693286568
44,44,heavy,15.48,15.74,0.2599999999999998,0.0600000000000005,2,5,0.051999999999999956,0.5589730854656223,15.61,0.0600000000000005,122.84505734407954
45,45,price,15.8,16.2,0.3999999999999986,0.0199999999999995,2,5,0.07999999999999971,0.5731198991492126,16.0,0.019999999999999574,130.2605794856013
46,46,if,16.22,16.3,0.0800000000000018,0.0199999999999995,2,2,0.0400000000000009,0.2938024007541211,16.259999999999998,0.019999999999999574,105.93141772817833
47,47,it,16.32,16.42,0.1000000000000014,0.0399999999999991,2,2,0.0500000000000007,0.28575411147358476,16.37,0.03999999999999915,102.87105355736884
48,48,sends,16.46,16.76,0.3000000000000007,0.0599999999999987,2,5,0.060000000000000143,0.5694225554922615,16.61,0.05999999999999872,124.74531593782967
49,49,forces,16.82,17.26,0.4400000000000013,0.0399999999999991,2,6,0.07333333333333354,0.5140641404437108,17.04,0.03999999999999915,123.01804016035335
50,50,in,17.3,17.46,0.1600000000000001,0.3399999999999998,2,2,0.08000000000000004,0.6447657882640894,17.380000000000003,0.33999999999999986,119.86525979394914
51,51,plus,17.8,18.1,0.3000000000000007,0.0799999999999983,2,4,0.07500000000000018,0.5979859498188647,17.950000000000003,0.0799999999999983,110.9688725634794
52,52,our,18.18,18.4,0.2199999999999988,0.0400000000000027,2,3,0.07333333333333293,0.7216164701572275,18.29,0.0400000000000027,225.86205089467458
53,53,new,18.44,18.6,0.1600000000000001,0.139999999999997,2,3,0.053333333333333365,0.6985754578763531,18.520000000000003,0.13999999999999702,188.73495396882763
54,54,n,18.74,18.82,0.0800000000000018,0.1000000000000014,2,1,0.0800000000000018,0.695156872461038,18.78,0.10000000000000142,187.77542855963702
55,55,b,18.92,19.0,0.0799999999999983,0.1000000000000014,2,1,0.0799999999999983,0.6030829064219084,18.96,0.10000000000000142,178.65145702587674
56,56,c,19.1,19.22,0.1199999999999974,0.1000000000000014,2,1,0.1199999999999974,0.6474234761876723,19.16,0.10000000000000142,178.38828648509187
57,57,news,19.32,19.62,0.3000000000000007,0.0399999999999991,2,4,0.07500000000000018,0.61672835077623,19.47,0.03999999999999915,173.29870190588096
58,58,paul,19.66,19.96,0.3000000000000007,0.0799999999999983,2,4,0.07500000000000018,0.5382867760211795,19.810000000000002,0.0799999999999983,145.74089426994425
59,59,how,20.04,20.16,0.120000000000001,0.0799999999999983,2,3,0.040000000000000334,0.6749240142775721,20.1,0.0799999999999983,146.09860553070814
60,60,many,20.24,20.44,0.2000000000000028,0.0599999999999987,2,4,0.0500000000000007,0.6638161229574105,20.34,0.05999999999999872,152.4500480707981
61,61,americans,20.5,21.14,0.6400000000000006,0.120000000000001,2,9,0.07111111111111118,0.5448067047830956,20.82,0.120000000000001,136.96531709485623
62,62,approve,21.26,21.8,0.5399999999999991,0.0199999999999995,2,7,0.07714285714285703,0.487949441906543,21.53,0.019999999999999574,189.21336657018645
63,63,of,21.82,21.88,0.0599999999999987,0.0600000000000022,2,2,0.02999999999999935,0.48879989439572225,21.85,0.060000000000002274,107.88171050540178
64,64,the,21.94,22.0,0.0599999999999987,0.0599999999999987,2,3,0.019999999999999567,0.45557322342612283,21.97,0.05999999999999872,97.2837701950079
65,65,job,22.06,22.32,0.2600000000000015,0.0399999999999991,2,3,0.08666666666666717,0.6335932281057397,22.189999999999998,0.03999999999999915,133.49272874711676
66,66,the,22.36,22.42,0.0600000000000022,0.0599999999999987,2,3,0.020000000000000732,0.42294290246411087,22.39,0.05999999999999872,112.8106519345117
67,67,president,22.48,22.92,0.4400000000000013,0.0599999999999987,2,9,0.04888888888888903,0.535346561858354,22.700000000000003,0.05999999999999872,142.51959165303919
68,68,is,22.98,23.12,0.1400000000000005,0.0799999999999983,2,2,0.07000000000000026,0.581525998128358,23.05,0.0799999999999983,140.8547741402304
69,69,doing,23.2,23.54,0.3399999999999998,0.5199999999999996,2,5,0.06799999999999996,0.5851277656573691,23.369999999999997,0.5199999999999996,158.6822327828932
70,70,and,24.06,24.28,0.2200000000000024,0.0599999999999987,2,3,0.07333333333333412,0.628536816320442,24.17,0.05999999999999872,165.63987076267446
71,71,my,24.34,24.46,0.120000000000001,0.0999999999999978,2,2,0.0600000000000005,0.6951952136446214,24.4,0.09999999999999787,162.3334801687037
72,72,one,24.56,24.72,0.1600000000000001,0.0400000000000027,2,3,0.053333333333333365,0.640215239419938,24.64,0.0400000000000027,181.47311022322162
73,73,on,24.76,24.86,0.0999999999999978,0.0800000000000018,2,2,0.0499999999999989,0.6387249253075108,24.810000000000002,0.08000000000000185,199.2038063691874
74,74,one,24.94,25.18,0.2399999999999984,0.0399999999999991,2,3,0.07999999999999947,0.5476982457450524,25.060000000000002,0.03999999999999915,148.3087894573212
75,75,with,25.22,25.32,0.1000000000000014,0.0399999999999991,2,4,0.02500000000000035,0.48256581436280355,25.27,0.03999999999999915,103.11228493932434
76,76,its,25.36,25.48,0.120000000000001,0.0599999999999987,2,3,0.040000000000000334,0.40234437561632835,25.42,0.05999999999999872,112.76253325654407
77,77,chief,25.54,25.76,0.2200000000000024,0.0199999999999995,2,5,0.044000000000000476,0.5315251150690607,25.65,0.019999999999999574,156.33956893707642
78,78,of,25.78,25.86,0.0799999999999983,0.0600000000000022,2,2,0.03999999999999915,0.4904463888597767,25.82,0.060000000000002274,145.62136353708908
79,79,staff,25.92,26.34,0.4199999999999981,0.379999999999999,2,5,0.08399999999999962,0.4650542069467982,26.130000000000003,0.379999999999999,131.56167525645296
80,80,also,26.72,27.02,0.3000000000000007,0.0800000000000018,2,4,0.07500000000000018,0.8398156693763542,26.869999999999997,0.08000000000000185,126.16264471383188
81,81,tonight,27.1,27.38,0.2799999999999976,0.0199999999999995,2,7,0.039999999999999654,0.6885236577499902,27.240000000000002,0.019999999999999574,130.62308418708355
82,82,the,27.4,27.46,0.0600000000000022,0.0599999999999987,2,3,0.020000000000000732,0.6805044911516811,27.43,0.05999999999999872,117.1344521214179
83,83,january,27.52,28.02,0.5,0.0800000000000018,2,7,0.07142857142857142,0.702394758623511,27.77,0.08000000000000185,129.38929496073976
84,84,six,28.1,28.38,0.2799999999999976,0.0600000000000022,2,3,0.09333333333333253,0.5178576246178835,28.240000000000002,0.060000000000002274,157.67495248553055
85,85,panel,28.44,28.78,0.3399999999999998,0.3399999999999998,2,5,0.06799999999999996,0.6867433255225552,28.61,0.33999999999999986,146.2786984547765
86,86,asking,29.12,29.56,0.4399999999999977,0.0199999999999995,2,6,0.07333333333333296,0.5793615479625803,29.34,0.019999999999999574,173.04162390880413
87,87,a,29.58,29.66,0.0800000000000018,0.0599999999999987,2,1,0.0800000000000018,0.5700629472562844,29.619999999999997,0.05999999999999872,134.86908117123957
88,88,month,29.72,30.02,0.3000000000000007,0.0199999999999995,2,5,0.060000000000000143,0.5339067069920846,29.869999999999997,0.019999999999999574,190.38680508474715
89,89,at,30.04,30.14,0.1000000000000014,0.0599999999999987,2,2,0.0500000000000007,0.3585738459476987,30.09,0.05999999999999872,144.97802351572037
90,90,trump,30.2,30.48,0.2800000000000011,0.0399999999999991,2,5,0.056000000000000216,0.4925481627875182,30.34,0.03999999999999915,187.8859066992637
91,91,to,30.52,30.6,0.0800000000000018,0.0799999999999983,2,2,0.0400000000000009,0.6447496200992111,30.560000000000002,0.0799999999999983,136.098693534132
92,92,voluntarily,30.68,31.46,0.7800000000000011,0.0999999999999978,2,11,0.07090909090909102,0.5699690089432482,31.07,0.09999999999999787,178.08658047358662
93,93,cooperate,31.56,32.34,0.7800000000000047,0.2399999999999948,2,9,0.08666666666666718,0.5071402222742019,31.950000000000003,0.23999999999999488,120.4255929480829
94,94,and,32.58,32.68,0.1000000000000014,0.0200000000000031,2,3,0.0333333333333338,0.5235590513611512,32.629999999999995,0.020000000000003126,
95,95,how,32.7,32.82,0.1199999999999974,0.0399999999999991,2,3,0.039999999999999133,0.689472594740107,32.760000000000005,0.03999999999999915,109.97258371113199
96,96,the,32.86,32.92,0.0600000000000022,0.0599999999999951,2,3,0.020000000000000732,0.4613972144823968,32.89,0.05999999999999517,111.50463542097975
97,97,investigation,32.98,33.72,0.740000000000002,0.0200000000000031,2,13,0.056923076923077076,0.5211030118753817,33.349999999999994,0.020000000000003126,121.82035340310811
98,98,into,33.74,33.9,0.1599999999999966,0.0799999999999983,2,4,0.03999999999999915,0.5066251782515204,33.82,0.0799999999999983,110.36366383260504
99,99,former,33.98,34.32,0.3400000000000034,0.0600000000000022,2,6,0.05666666666666723,0.559970303052267,34.15,0.060000000000002274,158.5355840802751
100,100,president,34.38,34.82,0.4399999999999977,0.0600000000000022,2,9,0.048888888888888635,0.5972645388893687,34.6,0.060000000000002274,144.49126768760644
101,101,trumps,34.88,35.16,0.279999999999994,0.0800000000000054,2,6,0.04666666666666566,0.5543476690423508,35.019999999999996,0.0800000000000054,142.64597605481904
102,102,allege,35.24,35.7,0.4600000000000008,0.019999999999996,2,6,0.0766666666666668,0.6133780512231406,35.47,0.01999999999999602,138.05485128922368
103,103,election,35.72,36.2,0.480000000000004,0.0599999999999951,2,8,0.0600000000000005,0.5911331130191247,35.96,0.05999999999999517,151.31512268014015
104,104,interference,36.26,36.96,0.7000000000000028,0.0600000000000022,2,12,0.05833333333333357,0.5847704017214508,36.61,0.060000000000002274,178.26335272209386
105,105,in,37.02,37.14,0.1199999999999974,0.1000000000000014,2,2,0.0599999999999987,0.7805148036422696,37.08,0.10000000000000142,147.04932150989572
106,106,georgia,37.24,37.76,0.519999999999996,0.3200000000000003,2,7,0.07428571428571372,0.6068499759596455,37.5,0.3200000000000003,166.38001115364958
107,107,is,38.08,38.2,0.1200000000000045,0.0599999999999951,2,2,0.06000000000000225,0.6191810119089566,38.14,0.05999999999999517,156.48339592171308
108,108,heating,38.26,38.52,0.2600000000000051,0.0399999999999991,2,7,0.03714285714285787,0.6850338156765031,38.39,0.03999999999999915,154.49268599940496
109,109,up,38.56,38.72,0.1599999999999966,0.6200000000000045,2,2,0.0799999999999983,0.5287882098327946,38.64,0.6200000000000045,132.3332453464959
110,110,developments,39.34,39.9,0.5599999999999952,0.0200000000000031,2,12,0.046666666666666266,0.6941208769495673,39.620000000000005,0.020000000000003126,133.23661832280482
111,111,in,39.92,40.0,0.0799999999999983,0.0399999999999991,2,2,0.03999999999999915,0.7133932734113931,39.96,0.03999999999999915,121.51034939333309
112,112,our,40.04,40.14,0.1000000000000014,0.0399999999999991,2,3,0.0333333333333338,0.7912855412972476,40.09,0.03999999999999915,124.4777150946415
113,113,investigation,40.18,40.96,0.7800000000000011,0.0399999999999991,2,13,0.06000000000000009,0.589100900677831,40.57,0.03999999999999915,124.02309703305852
114,114,into,41.0,41.14,0.1400000000000005,0.0799999999999983,2,4,0.03500000000000013,0.663326016175012,41.07,0.0799999999999983,121.56860348952652
115,115,a,41.22,41.28,0.0600000000000022,0.1400000000000005,2,1,0.0600000000000022,0.4783374992117138,41.25,0.14000000000000057,99.26225347483589
116,116,top,41.42,41.74,0.3200000000000003,0.019999999999996,2,3,0.10666666666666676,0.5595318846382179,41.58,0.01999999999999602,116.82221933332737
117,117,up,41.76,41.9,0.1400000000000005,0.1400000000000005,2,2,0.07000000000000026,0.4627392555162383,41.83,0.14000000000000057,116.74805199417922
118,118,cobic,42.04,42.46,0.4200000000000017,0.0799999999999983,2,5,0.08400000000000034,0.5042118549382926,42.25,0.0799999999999983,103.92903505782274
119,119,testing,42.54,43.06,0.5200000000000031,0.0599999999999951,2,7,0.07428571428571473,0.5736961303036037,42.8,0.05999999999999517,133.4308796010553
120,120,company,43.12,43.52,0.4000000000000057,0.3399999999999963,2,7,0.05714285714285795,0.5808800270904338,43.32,0.3399999999999963,120.34613738293972
121,121,growing,43.86,44.28,0.4200000000000017,0.0399999999999991,2,7,0.06000000000000024,0.6560924068308218,44.07,0.03999999999999915,152.80879550144303
122,122,allegations,44.32,44.98,0.6599999999999966,0.0200000000000031,2,11,0.05999999999999969,0.5196380000966093,44.65,0.020000000000003126,114.7657972676713
123,123,of,45.0,45.08,0.0799999999999983,0.0600000000000022,2,2,0.03999999999999915,0.48102267446110275,45.04,0.060000000000002274,106.75826987667183
124,124,mishandled,45.14,45.72,0.5799999999999983,0.0600000000000022,2,10,0.05799999999999983,0.6147221841012609,45.43,0.060000000000002274,143.77423984286537
125,125,samples,45.78,46.28,0.5,0.0399999999999991,2,7,0.07142857142857142,0.596185022998344,46.03,0.03999999999999915,147.9986327332532
126,126,and,46.32,46.46,0.1400000000000005,0.1199999999999974,2,3,0.046666666666666835,0.5636787905162821,46.39,0.11999999999999744,141.56539333315808
127,127,inaccurate,46.58,47.22,0.6400000000000006,0.0399999999999991,2,10,0.06400000000000006,0.6248842522835955,46.9,0.03999999999999915,134.73172441715812
128,128,results,47.26,47.78,0.5200000000000031,0.2800000000000011,2,7,0.07428571428571473,0.5380883725742879,47.519999999999996,0.28000000000000114,140.3703027750544
129,129,now,48.06,48.26,0.1999999999999957,0.1200000000000045,2,3,0.06666666666666524,0.7440460939275194,48.16,0.12000000000000455,145.82787406133662
130,130,another,48.38,48.84,0.4600000000000008,0.0799999999999983,2,7,0.06571428571428582,0.6733284890162826,48.61,0.0799999999999983,177.19760151821689
131,131,state,48.92,49.24,0.3200000000000003,0.0799999999999983,2,5,0.06400000000000006,0.464806213461405,49.08,0.0799999999999983,109.47980129280735
132,132,taking,49.32,49.66,0.3399999999999963,0.0600000000000022,2,6,0.05666666666666605,0.6130118355786963,49.489999999999995,0.060000000000002274,148.55747138311287
133,133,action,49.72,50.08,0.3599999999999994,0.7199999999999989,2,6,0.059999999999999894,0.5046385815838539,49.9,0.7199999999999989,147.33847218164829
134,134,our,50.8,51.0,0.2000000000000028,0.0200000000000031,2,3,0.0666666666666676,0.9664585639728842,50.9,0.020000000000003126,189.92028191495325
135,135,n,51.02,51.1,0.0799999999999983,0.0799999999999983,2,1,0.0799999999999983,0.8729358614596372,51.06,0.0799999999999983,211.89794051819777
136,136,b,51.18,51.24,0.0600000000000022,0.1000000000000014,2,1,0.0600000000000022,0.7432386268827884,51.21,0.10000000000000142,202.99165675384933
137,137,c,51.34,51.46,0.1199999999999974,0.1199999999999974,2,1,0.1199999999999974,0.8213003620323972,51.400000000000006,0.11999999999999744,203.3749348220206
138,138,news,51.58,51.8,0.2199999999999988,0.0200000000000031,2,4,0.0549999999999997,0.745298278693912,51.69,0.020000000000003126,190.87159492982985
139,139,exclusive,51.82,52.5,0.6799999999999997,0.0600000000000022,2,9,0.07555555555555553,0.6229392532253901,52.16,0.060000000000002274,170.37467758514822
140,140,outcameras,52.56,53.24,0.6799999999999997,0.1599999999999966,2,10,0.06799999999999998,0.5599981339229074,52.900000000000006,0.1599999999999966,159.8446513355487
141,141,there,53.4,53.62,0.2199999999999988,0.0200000000000031,2,5,0.04399999999999976,0.7331223001418563,53.51,0.020000000000003126,155.73545600740187
142,142,is,53.64,53.74,0.1000000000000014,0.019999999999996,2,2,0.0500000000000007,0.5081045303149525,53.69,0.01999999999999602,115.58720340680541
143,143,a,53.76,53.8,0.0399999999999991,0.0400000000000062,2,1,0.0399999999999991,0.4477514245053254,53.78,0.04000000000000625,133.6940955395067
144,144,group,53.84,54.08,0.2399999999999948,0.0,2,5,0.04799999999999896,0.562302316528928,53.96,0.0,132.5760659456197
145,145,of,54.08,54.18,0.1000000000000014,0.1199999999999974,2,2,0.0500000000000007,0.30000620317525156,54.129999999999995,0.11999999999999744,110.2674396401163
146,146,youtube,54.3,54.84,0.5400000000000063,0.0599999999999951,2,7,0.07714285714285804,0.5232063436396298,54.57,0.05999999999999517,166.48469244834868
147,147,scuba,54.9,55.3,0.3999999999999986,0.0600000000000022,2,5,0.07999999999999971,0.5170424623033721,55.099999999999994,0.060000000000002274,197.0566319614474
148,148,diverse,55.36,55.84,0.480000000000004,0.3399999999999963,2,7,0.06857142857142914,0.5247972966018642,55.6,0.3399999999999963,109.15894242996542
149,149,make,56.18,56.4,0.2199999999999988,0.0,2,4,0.0549999999999997,0.5469606954567857,56.29,0.0,112.53755019403945
150,150,a,56.4,56.44,0.0399999999999991,0.0399999999999991,2,1,0.0399999999999991,0.6552795537390835,56.42,0.03999999999999915,121.91445162534107
151,151,discovery,56.48,57.1,0.6200000000000045,0.0599999999999951,2,9,0.06888888888888939,0.5621013874860784,56.79,0.05999999999999517,145.8724139545622
152,152,police,57.16,57.64,0.480000000000004,0.1000000000000014,2,6,0.08000000000000067,0.5344508634645084,57.4,0.10000000000000142,154.26114340575785
153,153,missed,57.74,58.1,0.3599999999999994,0.3200000000000003,2,6,0.059999999999999894,0.5332538645252022,57.92,0.3200000000000003,171.23810318903745
154,154,will,58.42,58.58,0.1599999999999966,0.0200000000000031,2,4,0.03999999999999915,0.5999404660978268,58.5,0.020000000000003126,102.06802393366029
155,155,it,58.6,58.68,0.0799999999999983,0.0600000000000022,2,2,0.03999999999999915,0.2959526150398429,58.64,0.060000000000002274,103.54066961267591
156,156,crack,58.74,59.1,0.3599999999999994,0.0399999999999991,2,5,0.07199999999999987,0.4823742268201279,58.92,0.03999999999999915,103.31633547950354
157,157,a,59.14,59.2,0.0600000000000022,0.1199999999999974,2,1,0.0600000000000022,0.4953668228271793,59.17,0.11999999999999744,80.04823677299048
158,158,four,59.32,59.58,0.259999999999998,0.0399999999999991,2,4,0.0649999999999995,0.6066583911977896,59.45,0.03999999999999915,144.75582990373408
159,159,year,59.62,59.82,0.2000000000000028,0.0200000000000031,2,4,0.0500000000000007,0.6675769963591782,59.72,0.020000000000003126,136.40888588773691
160,160,old,59.84,60.06,0.2199999999999988,0.0599999999999951,2,3,0.07333333333333293,0.5937272926160105,59.95,0.05999999999999517,129.2075772454412
161,161,cold,60.12,60.46,0.3400000000000034,0.0799999999999983,2,4,0.08500000000000085,0.5119657675794321,60.29,0.0799999999999983,149.8527706095659
162,162,case,60.54,60.92,0.3800000000000025,0.1999999999999957,2,4,0.09500000000000063,0.48839414812374415,60.730000000000004,0.19999999999999574,115.86424671793475
163,163,of,61.12,61.24,0.1200000000000045,0.0599999999999951,2,2,0.06000000000000225,0.4773109659963965,61.18,0.05999999999999517,110.40604138535191
164,164,a,61.3,61.34,0.0400000000000062,0.0599999999999951,2,1,0.0400000000000062,0.5154068163447002,61.32,0.05999999999999517,117.09856859934587
165,165,missing,61.4,61.76,0.3599999999999994,0.0399999999999991,2,7,0.05142857142857134,0.6043401096369098,61.58,0.03999999999999915,141.43031764394254
166,166,mother,61.8,62.16,0.3599999999999994,0.5200000000000031,2,6,0.059999999999999894,0.5153330580970162,61.98,0.5200000000000031,113.49516172539978
167,167,problems,62.68,63.14,0.4600000000000008,0.019999999999996,2,8,0.0575000000000001,0.6884140506033845,62.91,0.01999999999999602,131.50308587525325
168,168,for,63.16,63.24,0.0800000000000054,0.0599999999999951,2,3,0.026666666666668466,0.6722485555346386,63.2,0.05999999999999517,121.02760830028937
169,169,palaton,63.3,63.92,0.6200000000000045,0.0599999999999951,2,7,0.08857142857142922,0.6007013968605003,63.61,0.05999999999999517,158.22947504753347
170,170,whites,63.98,64.32,0.3399999999999963,0.0600000000000022,2,6,0.05666666666666605,0.5369423929451906,64.14999999999999,0.060000000000002274,121.21762299629432
171,171,temporarily,64.38,65.02,0.6400000000000006,0.1200000000000045,2,11,0.05818181818181823,0.5708221844910554,64.69999999999999,0.12000000000000455,146.36376375947165
172,172,halting,65.14,65.64,0.5,0.0400000000000062,2,7,0.07142857142857142,0.48477019011376515,65.39,0.04000000000000625,149.2421356861668
173,173,production,65.68,66.2,0.519999999999996,0.019999999999996,2,10,0.0519999999999996,0.4951376505189166,65.94,0.01999999999999602,128.65116366557993
174,174,of,66.22,66.3,0.0799999999999983,0.0400000000000062,2,2,0.03999999999999915,0.4395076159178544,66.25999999999999,0.04000000000000625,132.0869775536882
175,175,its,66.34,66.48,0.1400000000000005,0.0600000000000022,2,3,0.046666666666666835,0.3087567845370821,66.41,0.060000000000002274,131.93493918482054
176,176,iconic,66.54,67.1,0.5599999999999881,0.1000000000000085,2,6,0.09333333333333134,0.5006617997606748,66.82,0.10000000000000853,157.38854541734747
177,177,bikes,67.2,67.6,0.3999999999999915,0.7199999999999989,2,5,0.0799999999999983,0.4978276337965435,67.4,0.7199999999999989,158.24647039858942
178,178,and,68.32,68.46,0.1400000000000005,0.0400000000000062,2,3,0.046666666666666835,0.8345446871852678,68.38999999999999,0.04000000000000625,169.81744975387195
179,179,this,68.5,68.64,0.1400000000000005,2.819999999999993,2,4,0.03500000000000013,0.5939084888908572,68.57,2.819999999999993,155.03040002715187
180,180,car,71.46,71.8,0.3400000000000034,0.3200000000000074,2,3,0.11333333333333447,0.6763976768890128,71.63,0.3200000000000074,119.63980266802157
181,181,than,72.12,72.28,0.1599999999999966,0.0600000000000022,2,4,0.03999999999999915,0.5786754255269368,72.2,0.060000000000002274,94.6503633957458
182,182,getting,72.34,72.62,0.2800000000000011,0.0999999999999943,2,7,0.040000000000000153,0.593547739554516,72.48,0.09999999999999432,106.94302525447053
183,183,up,72.72,72.9,0.1800000000000068,0.059999999999988,2,2,0.0900000000000034,0.44259746522131077,72.81,0.05999999999998806,115.34914220188332
