,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
18,this,4.3,4.44,0.1400000000000005,0.0599999999999996,0,4,0.03500000000000013,0.2689640988907041,0.05999999999999961,4.37,169.60151915968345
19,constant,4.5,4.94,0.4400000000000004,0.1399999999999996,0,8,0.05500000000000005,0.21827547587672497,0.13999999999999968,4.720000000000001,146.3532036670619
20,courting,5.08,5.44,0.3600000000000003,0.0199999999999995,0,8,0.04500000000000004,0.37068807232213785,0.019999999999999574,5.26,134.00116709823547
21,of,5.46,5.52,0.0599999999999996,0.0200000000000004,0,2,0.0299999999999998,0.15190953570318844,0.020000000000000462,5.49,97.77837171436872
22,the,5.54,5.58,0.04,0.0599999999999996,0,3,0.013333333333333334,0.2844721206187691,0.05999999999999961,5.5600000000000005,107.62175842075469
23,farmer,5.64,6.0,0.3600000000000003,0.4400000000000004,0,6,0.06000000000000005,0.19712356349150958,0.4400000000000004,5.82,117.16279110386631
24,well,6.44,6.6,0.1599999999999992,0.04,1,4,0.0399999999999998,0.43607843100321225,0.040000000000000036,6.52,104.416918076758
25,because,6.64,7.0,0.3600000000000003,0.0199999999999995,1,7,0.051428571428571476,0.30971730968301264,0.019999999999999574,6.82,126.24322250419007
26,i,7.02,7.06,0.04,0.0600000000000005,1,1,0.04,0.561155304882673,0.0600000000000005,7.039999999999999,138.8659971644241
27,think,7.12,7.26,0.1399999999999996,0.0200000000000004,1,5,0.02799999999999992,0.18651549620152783,0.020000000000000462,7.1899999999999995,146.81326797147375
28,that,7.28,7.38,0.0999999999999996,0.0200000000000004,1,4,0.0249999999999999,0.3105384974746071,0.020000000000000462,7.33,136.07318009048373
29,if,7.4,7.48,0.08,0.0399999999999991,1,2,0.04,0.17549192999748323,0.03999999999999915,7.44,106.67414108972645
30,the,7.52,7.56,0.04,0.0600000000000005,1,3,0.013333333333333334,0.11721392667941716,0.0600000000000005,7.539999999999999,111.731040962428
31,federal,7.62,7.82,0.2000000000000001,0.04,1,7,0.028571428571428584,0.38580426079348296,0.040000000000000036,7.720000000000001,142.0942825040514
32,government,7.86,8.18,0.3199999999999994,0.0400000000000009,1,10,0.03199999999999994,0.44497255021706655,0.040000000000000924,8.02,122.4932532836938
33,moved,8.22,8.44,0.2199999999999988,0.0200000000000013,1,5,0.04399999999999976,0.4245727596838114,0.02000000000000135,8.33,123.82325315324087
34,out,8.46,8.6,0.1399999999999988,0.0,1,3,0.046666666666666266,0.7421159392967612,0.0,8.530000000000001,116.72153155479326
35,of,8.6,8.64,0.0400000000000009,0.0199999999999995,1,2,0.02000000000000045,0.24768390498850787,0.019999999999999574,8.620000000000001,96.43828081003879
36,the,8.66,8.7,0.0399999999999991,0.0600000000000005,1,3,0.013333333333333032,0.1984963492564275,0.0600000000000005,8.68,92.10617202674366
37,program,8.76,9.28,0.5199999999999996,0.5600000000000005,1,7,0.07428571428571422,0.29517439777052884,0.5600000000000005,9.02,100.92612428054616
38,and,9.84,9.96,0.120000000000001,0.0399999999999991,1,3,0.040000000000000334,0.15141559839908517,0.03999999999999915,9.9,103.28944905940996
39,with,10.0,10.1,0.0999999999999996,0.0400000000000009,1,4,0.0249999999999999,0.3250250023182357,0.040000000000000924,10.05,97.68873394861481
40,jewish,10.14,10.44,0.2999999999999989,0.0400000000000009,1,6,0.049999999999999815,0.30453954090746366,0.040000000000000924,10.29,122.25610082227645
41,support,10.48,11.02,0.5399999999999991,0.9000000000000004,1,7,0.07714285714285703,0.27614776742748187,0.9000000000000004,10.75,107.72169548309154
42,then,11.92,12.04,0.1199999999999992,0.0400000000000009,1,4,0.0299999999999998,0.40295195070363266,0.040000000000000924,11.98,122.073561396415
43,i,12.08,12.12,0.0399999999999991,0.08,1,1,0.0399999999999991,0.8122997370079935,0.08000000000000007,12.1,109.64302547991905
44,think,12.2,12.36,0.1600000000000001,0.0400000000000009,1,5,0.032000000000000015,0.2448171806703146,0.040000000000000924,12.28,112.14251675344967
45,you,12.4,12.44,0.0399999999999991,0.0400000000000009,1,3,0.013333333333333032,0.18659908943160408,0.040000000000000924,12.42,103.2932695164697
46,would,12.48,12.54,0.0599999999999987,0.0400000000000009,1,5,0.01199999999999974,0.32415784131714087,0.040000000000000924,12.51,91.09395342560417
47,have,12.58,12.68,0.0999999999999996,0.0400000000000009,1,4,0.0249999999999999,0.39049034076010886,0.040000000000000924,12.629999999999999,105.09552901547916
48,complete,12.72,13.12,0.3999999999999986,0.0200000000000013,1,8,0.04999999999999982,0.16285050482740612,0.02000000000000135,12.92,102.03010018763517
49,the,13.14,13.18,0.0399999999999991,0.08,1,3,0.013333333333333032,0.36717886414282935,0.08000000000000007,13.16,107.38723265503384
50,economic,13.26,13.7,0.4399999999999995,0.08,1,8,0.05499999999999994,0.21748358104040322,0.08000000000000007,13.48,96.14295795358872
51,chaos,13.78,14.2,0.4199999999999999,0.6800000000000015,1,5,0.08399999999999998,0.4099497226506633,0.6800000000000015,13.989999999999998,89.83528469236474
52,the,14.88,14.96,0.08,0.1199999999999992,1,3,0.02666666666666667,0.13409306136204371,0.11999999999999922,14.920000000000002,105.87201819962098
53,farm,15.08,15.34,0.2599999999999998,0.0199999999999995,1,4,0.06499999999999995,0.5533819340946224,0.019999999999999574,15.21,159.81518442903732
54,of,15.36,15.42,0.0600000000000005,0.0600000000000005,1,2,0.03000000000000025,0.2331953319704385,0.0600000000000005,15.39,130.93039221473845
55,plants,15.48,15.84,0.3599999999999994,0.0400000000000009,1,6,0.059999999999999894,0.22670457537017724,0.040000000000000924,15.66,140.0145254287238
56,in,15.88,15.94,0.0599999999999987,0.0200000000000013,1,2,0.02999999999999935,0.1364957958817021,0.02000000000000135,15.91,117.88030658532527
57,the,15.96,16.02,0.0599999999999987,0.0399999999999991,1,3,0.019999999999999567,0.16459792272338264,0.03999999999999915,15.99,99.45982342280477
58,spring,16.06,16.38,0.3200000000000003,0.0199999999999995,1,6,0.05333333333333338,0.215367944213437,0.019999999999999574,16.22,123.6759114209609
59,and,16.4,16.46,0.0600000000000022,0.0599999999999987,1,3,0.020000000000000732,0.1874213937172641,0.05999999999999872,16.43,98.31853693453868
60,harvest,16.52,16.9,0.379999999999999,0.0200000000000031,1,7,0.054285714285714146,0.37235986772185514,0.020000000000003126,16.71,111.93074492563275
61,in,16.92,16.96,0.0399999999999991,0.0399999999999991,1,2,0.01999999999999955,0.14476600832032227,0.03999999999999915,16.94,97.27756940864879
62,the,17.0,17.06,0.0599999999999987,0.0600000000000022,1,3,0.019999999999999567,0.13954594947791885,0.060000000000002274,17.03,93.84798799115393
63,fall,17.12,17.46,0.3399999999999998,0.1999999999999993,1,4,0.08499999999999995,0.460912392743264,0.1999999999999993,17.29,87.97431560862118
64,there,17.66,17.76,0.1000000000000014,0.0199999999999995,1,5,0.020000000000000278,0.18452466921261773,0.019999999999999574,17.71,105.7173882861011
65,are,17.78,17.8,0.0199999999999995,0.0599999999999987,1,3,0.0066666666666665006,0.3954517353765986,0.05999999999999872,17.79,101.16391044510888
66,hundreds,17.86,18.14,0.2800000000000011,0.0,1,8,0.035000000000000135,0.3685029170573848,0.0,18.0,126.80280806563691
67,of,18.14,18.18,0.0399999999999991,0.0800000000000018,1,2,0.01999999999999955,0.17481376579791744,0.08000000000000185,18.16,110.55683424379919
68,thousand,18.26,18.68,0.4199999999999981,0.0199999999999995,1,8,0.05249999999999976,0.5169728184723068,0.019999999999999574,18.47,100.90032091408374
69,of,18.7,18.74,0.0399999999999991,0.0600000000000022,1,2,0.01999999999999955,0.07413818947487115,0.060000000000002274,18.72,77.17335799181218
70,them,18.8,18.96,0.1600000000000001,0.5,1,4,0.04000000000000002,0.020945120243402074,0.5,18.880000000000003,
71,they,19.46,19.56,0.0999999999999978,0.0600000000000022,1,4,0.02499999999999945,0.11011937428666861,0.060000000000002274,19.509999999999998,95.058179085951
72,really,19.62,19.82,0.1999999999999993,0.0399999999999991,1,6,0.033333333333333215,0.5410690130442363,0.03999999999999915,19.72,129.219187118263
73,don't,19.86,20.04,0.1799999999999997,0.1000000000000014,1,5,0.035999999999999935,0.300871488708248,0.10000000000000142,19.95,120.89100544650303
74,they're,20.14,20.2,0.0599999999999987,0.0199999999999995,1,7,0.008571428571428386,0.2047831448229652,0.019999999999999574,20.17,109.73853727983244
75,not,20.22,20.34,0.120000000000001,0.0199999999999995,1,3,0.040000000000000334,0.37267764529588504,0.019999999999999574,20.28,120.16161225216841
76,able,20.36,20.48,0.120000000000001,0.0,1,4,0.03000000000000025,0.2895441895559025,0.0,20.42,110.57813335557677
77,to,20.48,20.52,0.0399999999999991,0.0599999999999987,1,2,0.01999999999999955,0.30459428928140975,0.05999999999999872,20.5,107.46059412125544
78,control,20.58,20.96,0.3800000000000025,0.0399999999999991,1,7,0.054285714285714645,0.3136257935764235,0.03999999999999915,20.77,109.63007634966336
79,their,21.0,21.12,0.120000000000001,0.0199999999999995,1,5,0.024000000000000198,0.3409508762823988,0.019999999999999574,21.060000000000002,98.70146765213372
80,market,21.14,21.48,0.3399999999999998,0.0399999999999991,1,6,0.056666666666666636,0.3937732252909624,0.03999999999999915,21.310000000000002,103.23381604626985
81,very,21.52,21.68,0.1600000000000001,0.0599999999999987,1,4,0.04000000000000002,0.23910205480023472,0.05999999999999872,21.6,90.2514736579295
82,well,21.74,22.04,0.3000000000000007,0.4000000000000021,1,4,0.07500000000000018,0.6073172120198617,0.40000000000000213,21.89,109.9862429499109
83,they,22.44,22.56,0.1199999999999974,0.0600000000000022,1,4,0.02999999999999935,0.12592567216069314,0.060000000000002274,22.5,94.41273532818582
84,bring,22.62,22.82,0.1999999999999993,0.0399999999999991,1,5,0.039999999999999855,0.364757564524607,0.03999999999999915,22.72,109.82130184814451
85,their,22.86,23.06,0.1999999999999993,0.0400000000000027,1,5,0.039999999999999855,0.45617164856374137,0.0400000000000027,22.96,100.36062136180755
86,crops,23.1,23.48,0.379999999999999,0.0199999999999995,1,5,0.0759999999999998,0.41075330642191143,0.019999999999999574,23.29,119.04604387970845
87,in,23.5,23.66,0.1600000000000001,0.1000000000000014,1,2,0.08000000000000004,0.5355684399064088,0.10000000000000142,23.58,119.80423788955198
88,or,23.76,23.84,0.0799999999999983,0.0599999999999987,1,2,0.03999999999999915,0.4011741791074819,0.05999999999999872,23.8,96.80713388003194
89,their,23.9,24.02,0.120000000000001,0.0399999999999991,1,5,0.024000000000000198,0.24371106550314173,0.03999999999999915,23.96,96.53383894696526
90,live,24.06,24.28,0.2200000000000024,0.0199999999999995,1,4,0.0550000000000006,0.5750538732969585,0.019999999999999574,24.17,108.4024032610645
91,stock,24.3,24.6,0.3000000000000007,0.0399999999999991,1,5,0.060000000000000143,0.31689168674339624,0.03999999999999915,24.450000000000003,108.6962542143672
92,in,24.64,24.84,0.1999999999999993,0.3999999999999986,1,2,0.09999999999999964,0.2466468582694951,0.3999999999999986,24.740000000000002,116.88821420589522
93,many,25.24,25.44,0.2000000000000028,0.0199999999999995,1,4,0.0500000000000007,0.2808835582658385,0.019999999999999574,25.34,114.19001510366905
94,of,25.46,25.5,0.0399999999999991,0.0399999999999991,1,2,0.01999999999999955,0.21587026895402106,0.03999999999999915,25.48,109.59497998447223
95,them,25.54,25.66,0.120000000000001,0.0799999999999983,1,4,0.03000000000000025,0.27059245580963226,0.0799999999999983,25.6,118.66756664772029
96,about,25.74,26.04,0.3000000000000007,0.0399999999999991,1,5,0.060000000000000143,0.41235247251796725,0.03999999999999915,25.89,105.6868842476643
97,the,26.08,26.12,0.0400000000000027,0.0599999999999987,1,3,0.013333333333334233,0.24775476638469676,0.05999999999999872,26.1,105.96267880131408
98,same,26.18,26.44,0.2600000000000015,0.0399999999999991,1,4,0.06500000000000038,0.24864543509021653,0.03999999999999915,26.310000000000002,107.12845051775992
99,time,26.48,26.82,0.3399999999999998,0.6799999999999997,1,4,0.08499999999999995,0.4740795983074549,0.6799999999999997,26.65,112.3480544879855
100,they,27.5,27.6,0.1000000000000014,0.0799999999999983,1,4,0.02500000000000035,0.1959383038363147,0.0799999999999983,27.55,90.63937165164727
101,have,27.68,27.76,0.0800000000000018,0.0399999999999991,1,4,0.02000000000000045,0.3756431247043261,0.03999999999999915,27.72,106.56865971183629
102,only,27.8,27.96,0.1600000000000001,0.0199999999999995,1,4,0.04000000000000002,0.5448520260031707,0.019999999999999574,27.880000000000003,114.66713955391492
103,a,27.98,28.02,0.0399999999999991,0.0199999999999995,1,1,0.0399999999999991,0.2931288197913764,0.019999999999999574,28.0,103.5853162354674
104,few,28.04,28.22,0.1799999999999997,0.0400000000000027,1,3,0.059999999999999894,0.280403206413031,0.0400000000000027,28.13,116.93640270011083
105,purchases,28.26,28.86,0.5999999999999979,0.4600000000000008,1,9,0.06666666666666643,0.24719875436724842,0.46000000000000085,28.560000000000002,117.00937753413523
106,that,29.32,29.42,0.1000000000000014,0.0799999999999983,1,4,0.02500000000000035,0.15699415015614349,0.0799999999999983,29.37,93.31125807026896
107,buy,29.5,29.8,0.3000000000000007,0.0799999999999983,1,3,0.10000000000000024,0.6139408994587465,0.0799999999999983,29.65,107.66132045539707
108,them,29.88,30.0,0.120000000000001,0.0599999999999987,1,4,0.03000000000000025,0.3565660540692441,0.05999999999999872,29.939999999999998,106.02418037241883
109,milk,30.06,30.36,0.3000000000000007,0.0600000000000022,1,4,0.07500000000000018,0.329878108114723,0.060000000000002274,30.21,110.37837772969043
110,or,30.42,30.52,0.0999999999999978,0.0599999999999987,1,2,0.0499999999999989,0.40419656920180996,0.05999999999999872,30.47,91.52043389441135
111,they,30.58,30.66,0.0800000000000018,0.0399999999999991,1,4,0.02000000000000045,0.29845051468311895,0.03999999999999915,30.619999999999997,94.34772344296788
112,are,30.7,30.8,0.1000000000000014,0.5,1,3,0.0333333333333338,0.3053158237335185,0.5,30.75,92.83831575741571
113,bogged,31.3,31.7,0.3999999999999986,0.5400000000000027,0,6,0.06666666666666643,0.5084866293220272,0.5400000000000027,31.5,110.95362023700741
114,due,32.24,32.36,0.1199999999999974,0.0799999999999983,1,3,0.039999999999999133,0.3765799820605715,0.0799999999999983,32.3,117.08976103353667
115,large,32.44,32.68,0.240000000000002,0.0399999999999991,1,5,0.048000000000000397,0.7344851442007114,0.03999999999999915,32.56,107.86033887708544
116,companies,32.72,33.1,0.3800000000000025,0.019999999999996,1,9,0.0422222222222225,0.42767386232800075,0.01999999999999602,32.91,109.74178058037172
117,in,33.12,33.16,0.0399999999999991,0.0400000000000062,1,2,0.01999999999999955,0.3224992327201846,0.04000000000000625,33.14,103.63052609571491
118,many,33.2,33.34,0.1400000000000005,0.0599999999999951,1,4,0.03500000000000013,0.4311235950154103,0.05999999999999517,33.27,111.44790319284903
119,cases,33.4,33.74,0.3400000000000034,0.0399999999999991,1,5,0.06800000000000068,0.3356062597256978,0.03999999999999915,33.57,109.76334426625698
120,and,33.78,33.84,0.0600000000000022,0.019999999999996,1,3,0.020000000000000732,0.24014813795334522,0.01999999999999602,33.81,101.38456171274137
121,therefore,33.86,34.18,0.3200000000000003,0.0200000000000031,1,9,0.03555555555555559,0.38130924442511643,0.020000000000003126,34.019999999999996,123.64852403702491
122,the,34.2,34.26,0.0599999999999951,0.0600000000000022,1,3,0.019999999999998366,0.4088382714846294,0.060000000000002274,34.230000000000004,106.3021767268253
123,farmer,34.32,34.66,0.3399999999999963,0.0600000000000022,1,6,0.05666666666666605,0.4802216914231391,0.060000000000002274,34.489999999999995,136.16705434791342
124,is,34.72,34.8,0.0799999999999983,0.0600000000000022,1,2,0.03999999999999915,0.24327931110474083,0.060000000000002274,34.76,104.39977054531174
125,not,34.86,35.04,0.1799999999999997,0.0399999999999991,1,3,0.059999999999999894,0.5387866538198602,0.03999999999999915,34.95,127.86442153979667
126,in,35.08,35.16,0.0799999999999983,0.0400000000000062,1,2,0.03999999999999915,0.20177325562003978,0.04000000000000625,35.12,107.02032063429671
127,a,35.2,35.26,0.0599999999999951,0.0600000000000022,1,1,0.0599999999999951,0.29827568704276586,0.060000000000002274,35.230000000000004,105.85146756469119
128,position,35.32,35.7,0.3800000000000025,0.0399999999999991,1,8,0.04750000000000031,0.22014148996374816,0.03999999999999915,35.510000000000005,104.2056175721581
129,to,35.74,35.78,0.0399999999999991,0.0600000000000022,1,2,0.01999999999999955,0.14312538087388843,0.060000000000002274,35.760000000000005,87.39704169681715
130,bargain,35.84,36.18,0.3399999999999963,0.0399999999999991,1,7,0.048571428571428044,0.5461936156259852,0.03999999999999915,36.010000000000005,104.20298250992461
131,very,36.22,36.34,0.1200000000000045,0.0399999999999991,1,4,0.030000000000001126,0.4101659539458445,0.03999999999999915,36.28,100.41734204483495
132,effectively,36.38,36.84,0.4600000000000008,0.0399999999999991,1,11,0.04181818181818189,0.17435901112837965,0.03999999999999915,36.61,101.65894738732601
133,in,36.88,36.94,0.0599999999999951,0.0200000000000031,1,2,0.02999999999999755,0.22214149214866571,0.020000000000003126,36.91,87.65775698810762
134,the,36.96,37.0,0.0399999999999991,0.0399999999999991,1,3,0.013333333333333032,0.21271148143019397,0.03999999999999915,36.980000000000004,89.1573321634494
135,marketplace,37.04,37.62,0.5799999999999983,0.8200000000000003,1,11,0.052727272727272574,0.18963987921667946,0.8200000000000003,37.33,97.81534104986427
136,yeah,38.44,38.44,0.0,0.5,1,4,0.0,,0.5,38.44,
137,i,38.94,39.02,0.0800000000000054,0.0599999999999951,1,1,0.0800000000000054,0.5428541367968639,0.05999999999999517,38.980000000000004,107.60094327458152
138,think,39.08,39.24,0.1600000000000037,0.0399999999999991,1,5,0.032000000000000736,0.3462140939466727,0.03999999999999915,39.16,150.3735072287351
139,the,39.28,39.32,0.0399999999999991,0.0399999999999991,1,3,0.013333333333333032,0.23196508084436526,0.03999999999999915,39.3,134.9789026681088
140,experience,39.36,39.82,0.4600000000000008,0.0,1,10,0.04600000000000008,0.3772721282566155,0.0,39.59,143.8937317209335
141,of,39.82,39.9,0.0799999999999983,0.0200000000000031,1,2,0.03999999999999915,0.14049323673942005,0.020000000000003126,39.86,118.87987439105773
142,the,39.92,39.96,0.0399999999999991,0.0600000000000022,1,3,0.013333333333333032,0.21840075168259607,0.060000000000002274,39.94,126.52242009303895
143,twenties,40.02,40.4,0.3799999999999954,0.0399999999999991,1,8,0.047499999999999425,0.41087302887711263,0.03999999999999915,40.21,135.78495987011803
144,is,40.44,40.52,0.0800000000000054,0.0399999999999991,1,2,0.0400000000000027,0.2965005024298584,0.03999999999999915,40.480000000000004,93.75153347278639
145,shown,40.56,40.84,0.2800000000000011,0.0399999999999991,1,5,0.056000000000000216,0.34339103336931404,0.03999999999999915,40.7,110.14107431452766
146,what,40.88,40.96,0.0799999999999983,0.019999999999996,1,4,0.019999999999999574,0.3178520313826014,0.01999999999999602,40.92,107.98273376692048
147,a,40.98,41.02,0.0400000000000062,0.0399999999999991,1,1,0.0400000000000062,0.39637415986712266,0.03999999999999915,41.0,97.81437501430773
148,free,41.06,41.24,0.1799999999999997,0.0399999999999991,1,4,0.04499999999999992,0.23563713122447275,0.03999999999999915,41.150000000000006,133.339417312587
149,market,41.28,41.6,0.3200000000000003,0.0399999999999991,1,6,0.05333333333333338,0.41935464233471786,0.03999999999999915,41.44,114.90941574480117
150,to,41.64,41.7,0.0600000000000022,0.0399999999999991,1,2,0.0300000000000011,0.16968035222927647,0.03999999999999915,41.67,106.31696143804339
151,do,41.74,41.82,0.0799999999999983,0.0399999999999991,1,2,0.03999999999999915,0.3459465419849928,0.03999999999999915,41.78,106.93697425547764
152,to,41.86,41.92,0.0600000000000022,0.0599999999999951,1,2,0.0300000000000011,0.5073511632040094,0.05999999999999517,41.89,104.94729425067797
153,agriculture,41.98,42.54,0.5600000000000023,0.1799999999999997,1,11,0.05090909090909112,0.23797723333956106,0.17999999999999972,42.26,107.63311083859094
154,and,42.72,42.84,0.1200000000000045,0.019999999999996,1,3,0.0400000000000015,0.2305078482949483,0.01999999999999602,42.78,137.87296431515162
155,if,42.86,42.96,0.1000000000000014,0.019999999999996,1,2,0.0500000000000007,0.22468589174791267,0.01999999999999602,42.91,122.07150548301944
156,the,42.98,43.04,0.0600000000000022,0.0600000000000022,1,3,0.020000000000000732,0.1995994866259774,0.060000000000002274,43.01,151.72740507669585
157,agricultural,43.1,43.6,0.5,0.019999999999996,1,12,0.041666666666666664,0.3675545991009964,0.01999999999999602,43.35,152.20958787579423
158,economy,43.62,44.06,0.4400000000000048,0.0599999999999951,1,7,0.06285714285714354,0.3810667725378298,0.05999999999999517,43.84,115.41052065408722
159,collapses,44.12,44.68,0.5600000000000023,0.3800000000000025,1,9,0.06222222222222248,0.2808892975355561,0.38000000000000256,44.4,119.9201271079199
160,then,45.06,45.18,0.1199999999999974,0.0200000000000031,1,4,0.02999999999999935,0.2599347147581555,0.020000000000003126,45.120000000000005,140.42210402752343
161,the,45.2,45.24,0.0399999999999991,0.0399999999999991,1,3,0.013333333333333032,0.36310067971393717,0.03999999999999915,45.22,152.78403197881497
162,economy,45.28,45.66,0.3799999999999954,0.0400000000000062,1,7,0.054285714285713625,0.3056166039700443,0.04000000000000625,45.47,125.44657993904701
163,of,45.7,45.72,0.019999999999996,0.0399999999999991,1,2,0.009999999999998,0.2850551374651132,0.03999999999999915,45.71,121.08105435077674
164,the,45.76,45.8,0.0399999999999991,0.0400000000000062,1,3,0.013333333333333032,0.29906252381223364,0.04000000000000625,45.78,125.4101053251701
165,rest,45.84,46.04,0.1999999999999957,0.0,1,4,0.04999999999999893,0.2763207529007002,0.0,45.94,142.63096863561333
166,of,46.04,46.08,0.0399999999999991,0.0200000000000031,1,2,0.01999999999999955,0.061978615291596054,0.020000000000003126,46.06,
167,the,46.1,46.12,0.019999999999996,0.0,1,3,0.006666666666665333,0.17186973900646751,0.0,46.11,104.99259248455866
168,united,46.12,46.4,0.2800000000000011,0.0200000000000031,1,6,0.04666666666666685,0.2402376171548769,0.020000000000003126,46.26,99.19328595871202
169,states,46.42,46.68,0.259999999999998,0.1799999999999997,1,6,0.043333333333333,0.1761955502848135,0.17999999999999972,46.55,100.13888465243065
170,soon,46.86,47.1,0.240000000000002,0.019999999999996,1,4,0.0600000000000005,0.20282031671009793,0.01999999999999602,46.980000000000004,133.28119892749604
171,related,47.12,47.44,0.3200000000000003,0.0200000000000031,1,7,0.045714285714285756,0.409579818597774,0.020000000000003126,47.28,105.88050882064765
172,with,47.46,47.56,0.1000000000000014,0.0399999999999991,1,4,0.02500000000000035,0.1718529985866652,0.03999999999999915,47.510000000000005,77.6417779841828
173,collect,47.6,47.98,0.3799999999999954,0.4600000000000008,1,7,0.054285714285713625,0.1836052169510551,0.46000000000000085,47.79,79.85575815815413
174,the,48.44,48.5,0.0600000000000022,0.0600000000000022,1,3,0.020000000000000732,0.04130623351412991,0.060000000000002274,48.47,
175,falmes,48.56,48.94,0.3799999999999954,0.0200000000000031,1,6,0.06333333333333256,0.5934303414357768,0.020000000000003126,48.75,147.7379551711007
176,of,48.96,49.0,0.0399999999999991,0.0200000000000031,1,2,0.01999999999999955,0.2641544739447199,0.020000000000003126,48.980000000000004,128.46689573364372
177,the,49.02,49.06,0.0399999999999991,0.0599999999999951,1,3,0.013333333333333032,0.3417078640259516,0.05999999999999517,49.040000000000006,124.0847587831319
178,number,49.12,49.32,0.2000000000000028,0.0600000000000022,1,6,0.0333333333333338,0.6272197070623213,0.060000000000002274,49.22,139.89647678947054
179,one,49.38,49.62,0.2399999999999948,0.3000000000000042,1,3,0.07999999999999827,0.7236011482743506,0.30000000000000426,49.5,135.08285478780988
180,market,49.92,50.3,0.3799999999999954,0.0600000000000022,1,6,0.06333333333333256,0.4856266591154849,0.060000000000002274,50.11,132.092518918817
181,for,50.36,50.48,0.1199999999999974,0.0600000000000022,1,3,0.039999999999999133,0.18425660814918482,0.060000000000002274,50.42,105.01819471455943
182,the,50.54,50.6,0.0600000000000022,0.0799999999999983,1,3,0.020000000000000732,0.30580656708982146,0.0799999999999983,50.57,99.82131693495428
183,automobile,50.68,51.14,0.4600000000000008,0.019999999999996,1,10,0.04600000000000008,0.31772285917826015,0.01999999999999602,50.91,121.37937465097967
184,industry,51.16,51.52,0.3600000000000065,0.0399999999999991,1,8,0.04500000000000081,0.14953326455535368,0.03999999999999915,51.34,85.7157258649357
185,of,51.56,51.62,0.0599999999999951,0.0,1,2,0.02999999999999755,0.06284539299343164,0.0,51.59,77.61047800318411
186,the,51.62,51.62,0.0,0.0399999999999991,1,3,0.0,,0.03999999999999915,51.62,
187,united,51.66,51.92,0.2600000000000051,0.0399999999999991,1,6,0.04333333333333419,0.14610284418797861,0.03999999999999915,51.79,83.17830190077889
188,states,51.96,52.28,0.3200000000000003,0.2999999999999971,1,6,0.05333333333333338,0.08157504160552448,0.29999999999999716,52.120000000000005,80.41257306532424
189,the,52.58,52.64,0.0600000000000022,0.0600000000000022,1,3,0.020000000000000732,0.07298655239981158,0.060000000000002274,52.61,104.27280151733463
190,automobile,52.7,53.1,0.3999999999999986,0.019999999999996,1,10,0.039999999999999855,0.4822648558411993,0.01999999999999602,52.900000000000006,110.75442371539066
191,industries,53.12,53.5,0.3800000000000025,0.0200000000000031,1,10,0.03800000000000025,0.3118702756879043,0.020000000000003126,53.31,112.86565120266572
192,the,53.52,53.56,0.0399999999999991,0.0399999999999991,1,3,0.013333333333333032,0.1768891674555644,0.03999999999999915,53.540000000000006,110.42415647658515
