,Word,Start,End,time_spent,post_pause,speaker,intensity,length,std_time_spent,amplitude,post_space,time,pitch
50,useless,17.4,17.94,0.5400000000000027,0.0399999999999991,0,0.0444566876139199,7,0.07714285714285753,0.522823654650809,0.03999999999999915,17.67,247.0639353420856
51,heap,17.98,18.18,0.1999999999999993,0.0199999999999995,0,0.0325215519150368,4,0.04999999999999982,0.38893758956997326,0.019999999999999574,18.08,212.63968224342625
52,of,18.2,18.3,0.1000000000000014,0.0799999999999983,0,0.0510288506678713,2,0.0500000000000007,0.503510633660402,0.0799999999999983,18.25,159.56303993285167
53,senators,18.38,18.94,0.5600000000000023,0.0399999999999991,0,0.0424708658953025,8,0.07000000000000028,0.5269420800148039,0.03999999999999915,18.66,206.59934572583418
54,to,18.98,19.04,0.0599999999999987,0.0600000000000022,0,0.0410403643065299,2,0.02999999999999935,0.5540366667591676,0.060000000000002274,19.009999999999998,192.52259352663773
55,become,19.1,19.46,0.3599999999999994,0.0799999999999983,0,0.0390661253560307,6,0.059999999999999894,0.4882737909513181,0.0799999999999983,19.28,155.46770641424456
56,v,19.54,19.66,0.120000000000001,0.1400000000000005,0,0.0322573222811259,1,0.120000000000001,0.4509887883404526,0.14000000000000057,19.6,129.0845575016352
57,p,19.8,19.92,0.120000000000001,0.7999999999999972,0,0.0208860124860491,1,0.120000000000001,0.34933023601356517,0.7999999999999972,19.86,111.17849263831779
58,the,20.72,20.78,0.0600000000000022,0.0399999999999991,0,0.0307225279977442,3,0.020000000000000732,0.6154085506953971,0.03999999999999915,20.75,154.02132712485522
59,twenty,20.82,21.06,0.2399999999999984,0.0600000000000022,0,0.0441741626188778,6,0.03999999999999974,0.5906520828288162,0.060000000000002274,20.939999999999998,212.1109361286929
60,twenty,21.12,21.42,0.3000000000000007,0.0999999999999978,0,0.0414171583618256,6,0.05000000000000012,0.5929476957520499,0.09999999999999787,21.270000000000003,202.8591622764984
61,dam,21.52,21.8,0.2800000000000011,0.0799999999999983,0,0.0445775760197122,3,0.0933333333333337,0.5560214814674517,0.0799999999999983,21.66,178.27657674782287
62,field,21.88,22.12,0.240000000000002,0.0199999999999995,0,0.0419389403235795,5,0.048000000000000397,0.45441076423661,0.019999999999999574,22.0,181.90284268870167
63,was,22.14,22.26,0.120000000000001,0.0199999999999995,0,0.0533302981837266,3,0.040000000000000334,0.5794293105390542,0.019999999999999574,22.200000000000003,183.37751865776718
64,so,22.28,22.44,0.1600000000000001,0.1199999999999974,0,0.0486582844706079,2,0.08000000000000004,0.575881115037496,0.11999999999999744,22.36,309.5283990591245
65,weak,22.56,22.84,0.2800000000000011,0.0800000000000018,0,0.0459017467838604,4,0.07000000000000027,0.5000901902941112,0.08000000000000185,22.7,154.68448392420083
66,all,22.92,23.1,0.1799999999999997,0.0599999999999987,0,0.065410672642176,3,0.059999999999999894,0.6833797302565352,0.05999999999999872,23.01,247.55253190422502
67,he,23.16,23.2,0.0399999999999991,0.0800000000000018,0,0.0449773394872271,2,0.01999999999999955,0.36618521270062854,0.08000000000000185,23.18,230.9045407106373
68,had,23.28,23.42,0.1400000000000005,0.0199999999999995,0,0.049267703675127,3,0.046666666666666835,0.5379981773365065,0.019999999999999574,23.35,217.1486147002251
69,to,23.44,23.5,0.0599999999999987,0.0599999999999987,0,0.0428523310908564,2,0.02999999999999935,0.5124331769463791,0.05999999999999872,23.47,194.824502631469
70,do,23.56,23.76,0.2000000000000028,0.1799999999999997,0,0.0479965002358365,2,0.1000000000000014,0.5110776937595861,0.17999999999999972,23.66,214.23778914093276
71,to,23.94,24.02,0.0799999999999983,0.0399999999999991,0,0.0657414027622767,2,0.03999999999999915,0.6224276963372543,0.03999999999999915,23.98,214.9435408489806
72,win,24.06,24.2,0.1400000000000005,0.0399999999999991,0,0.0547739813001093,3,0.046666666666666835,0.48688971729273095,0.03999999999999915,24.13,217.15279222009266
73,the,24.24,24.3,0.0600000000000022,0.0399999999999991,0,0.0492965686708711,3,0.020000000000000732,0.45844902295360607,0.03999999999999915,24.27,210.23873976474985
74,nomination,24.34,25.14,0.8000000000000007,0.0599999999999987,0,0.0467027582008552,10,0.08000000000000007,0.5303892302357411,0.05999999999999872,24.740000000000002,216.77797472794174
75,was,25.2,25.32,0.120000000000001,0.0799999999999983,0,0.0567642638652683,3,0.040000000000000334,0.5153288951804744,0.0799999999999983,25.259999999999998,180.43202535108898
76,not,25.4,25.74,0.3399999999999998,0.4400000000000013,0,0.03656802890427,3,0.11333333333333327,0.46770841029335664,0.4400000000000013,25.57,210.04329796554472
77,be,26.18,26.28,0.1000000000000014,0.0399999999999991,0,0.0305642956238485,2,0.0500000000000007,0.45501197673881777,0.03999999999999915,26.23,173.4369705833295
78,a,26.32,26.36,0.0399999999999991,0.0600000000000022,0,0.0497525273537149,1,0.0399999999999991,0.588667753645842,0.060000000000002274,26.34,173.4840508761719
79,crazy,26.42,26.72,0.2999999999999971,0.0600000000000022,0,0.0338128283811354,5,0.05999999999999942,0.446464073761774,0.060000000000002274,26.57,135.87526043634736
80,socialist,26.78,27.5,0.7199999999999989,0.5,0,0.0336206570233887,9,0.07999999999999988,0.4187110178666397,0.5,27.14,209.69902780815602
81,trump,28.0,28.34,0.3399999999999998,0.0399999999999991,0,0.0300234371906314,5,0.06799999999999996,0.415120203077397,0.03999999999999915,28.17,170.14505657553238
82,was,28.38,28.54,0.1600000000000001,0.0600000000000022,0,0.0480071087272799,3,0.053333333333333365,0.5298087111055103,0.060000000000002274,28.46,147.1639466431032
83,positioned,28.6,29.08,0.4799999999999969,0.0400000000000027,0,0.033727552164529,10,0.04799999999999969,0.4285308621899559,0.0400000000000027,28.84,141.1476154549273
84,to,29.12,29.18,0.0599999999999987,0.0599999999999987,0,0.0308441831050996,2,0.02999999999999935,0.5047667736765358,0.05999999999999872,29.15,132.02149083012463
85,smoke,29.24,29.68,0.4400000000000013,0.5399999999999991,0,0.0370732081155142,5,0.08800000000000026,0.4408443874182458,0.5399999999999991,29.46,247.59001604711804
86,before,30.22,30.52,0.3000000000000007,0.0599999999999987,0,0.0329438224671378,6,0.05000000000000012,0.49368627296909173,0.05999999999999872,30.369999999999997,154.4443895012712
87,covered,30.58,31.0,0.4200000000000017,0.0399999999999991,0,0.0505387059376391,7,0.06000000000000024,0.5470216239276974,0.03999999999999915,30.79,215.13132042737934
88,hit,31.04,31.26,0.2200000000000024,0.5599999999999987,0,0.0247761622774701,3,0.07333333333333412,0.35692713250917196,0.5599999999999987,31.15,110.20401063415474
89,the,31.82,31.88,0.0599999999999987,0.0400000000000027,0,0.0293365040243527,3,0.019999999999999567,0.5112289790502538,0.0400000000000027,31.85,128.7339665457693
90,virus,31.92,32.3,0.3799999999999954,0.0600000000000022,0,0.0478478329379997,5,0.07599999999999908,0.6321682259827639,0.060000000000002274,32.11,175.18937765321635
91,scrambled,32.36,32.82,0.4600000000000008,0.0399999999999991,0,0.0387866879477957,9,0.0511111111111112,0.47952081407976316,0.03999999999999915,32.59,210.90620375231683
92,the,32.86,32.9,0.0399999999999991,0.0600000000000022,0,0.0710680522615947,3,0.013333333333333032,0.6956241384205656,0.060000000000002274,32.879999999999995,199.77334757666776
93,race,32.96,33.34,0.3800000000000025,0.019999999999996,0,0.0446907186411434,4,0.09500000000000063,0.575588263549869,0.01999999999999602,33.150000000000006,184.24599234984902
94,and,33.36,33.46,0.1000000000000014,0.1000000000000014,0,0.036812856246014,3,0.0333333333333338,0.42293851517185155,0.10000000000000142,33.41,168.09001820900207
95,gave,33.56,33.82,0.259999999999998,0.1000000000000014,0,0.0438803568490196,4,0.0649999999999995,0.5859488138282585,0.10000000000000142,33.69,163.81894658170202
96,frail,33.92,34.3,0.3799999999999954,0.0800000000000054,0,0.0430134391852958,5,0.07599999999999908,0.5517624632463153,0.0800000000000054,34.11,158.56901934324193
97,joe,34.38,34.76,0.3799999999999954,0.0800000000000054,0,0.0497902081311211,3,0.12666666666666512,0.5715696678375877,0.0800000000000054,34.57,153.8873155613165
98,the,34.84,34.9,0.0599999999999951,0.0600000000000022,0,0.0439052452035501,3,0.019999999999998366,0.6641655367125736,0.060000000000002274,34.870000000000005,154.59519287839612
99,perfect,34.96,35.38,0.4200000000000017,0.0599999999999951,0,0.0295696104078722,7,0.06000000000000024,0.4001986920379923,0.05999999999999517,35.17,234.46712802951723
100,opportunity,35.44,36.12,0.6799999999999997,0.0399999999999991,0,0.0323542645411029,11,0.06181818181818179,0.4178033611664765,0.03999999999999915,35.78,147.10193326008496
101,to,36.16,36.22,0.0600000000000022,0.0799999999999983,0,0.0524859208548871,2,0.0300000000000011,0.6910076213782329,0.0799999999999983,36.19,178.38594265953296
102,hide,36.3,36.74,0.4400000000000048,0.1799999999999997,0,0.0315490137594455,4,0.1100000000000012,0.4995147839711152,0.17999999999999972,36.519999999999996,187.3955606676528
103,before,36.92,37.2,0.2800000000000011,0.0399999999999991,0,0.0272011369186811,6,0.04666666666666685,0.44215156475596123,0.03999999999999915,37.06,142.15385373853084
104,election,37.24,37.66,0.4199999999999946,0.0400000000000062,0,0.0362870117820193,8,0.052499999999999325,0.44299773466029013,0.04000000000000625,37.45,166.58463734617348
105,day,37.7,37.94,0.2399999999999948,0.0399999999999991,0,0.0569962193726231,3,0.07999999999999827,0.6713592719328718,0.03999999999999915,37.82,174.08769261968723
106,and,37.98,38.08,0.1000000000000014,0.3200000000000003,0,0.0291714276856575,3,0.0333333333333338,0.34373039642442,0.3200000000000003,38.03,145.07409527985845
107,claim,38.4,38.92,0.5200000000000031,0.0599999999999951,0,0.0370525624268387,5,0.10400000000000062,0.5268611966919386,0.05999999999999517,38.66,212.76502478664491
108,he,38.98,39.04,0.0600000000000022,0.0399999999999991,0,0.0482435276899388,2,0.0300000000000011,0.5293455593817896,0.03999999999999915,39.01,163.93443706311314
109,was,39.08,39.2,0.1200000000000045,0.0599999999999951,0,0.0603119265555614,3,0.0400000000000015,0.5816422593309047,0.05999999999999517,39.14,154.59919627964993
110,just,39.26,39.48,0.2199999999999988,0.1000000000000014,0,0.0311417258220759,4,0.0549999999999997,0.4598216347770829,0.10000000000000142,39.37,155.2094670709861
111,following,39.58,40.08,0.5,0.0200000000000031,0,0.028500222273154,9,0.05555555555555555,0.4074276061255163,0.020000000000003126,39.83,125.98327093845151
112,the,40.1,40.16,0.0599999999999951,0.0800000000000054,0,0.0262161681621433,3,0.019999999999998366,0.26668819609588446,0.0800000000000054,40.129999999999995,131.24514030637053
113,science,40.24,40.78,0.5399999999999991,0.4799999999999969,0,0.0137431429126675,7,0.07714285714285703,0.26478013183926474,0.4799999999999969,40.510000000000005,98.10510839430215
114,then,41.26,41.44,0.1799999999999997,0.0200000000000031,0,0.0392957645569078,4,0.04499999999999992,0.48808490285379774,0.020000000000003126,41.349999999999994,206.08343054286095
115,the,41.46,41.52,0.0600000000000022,0.0399999999999991,0,0.0523986701071487,3,0.020000000000000732,0.6563974801805503,0.03999999999999915,41.49,211.12876224177657
116,liberal,41.56,41.8,0.2399999999999948,0.0400000000000062,0,0.0567165354572275,7,0.034285714285713545,0.5763679723432173,0.04000000000000625,41.68,199.697997946744
117,media,41.84,42.12,0.279999999999994,0.0399999999999991,0,0.0560600223918157,5,0.055999999999998794,0.5693332614926627,0.03999999999999915,41.980000000000004,208.5036142158969
118,blacked,42.16,42.48,0.3200000000000003,0.0200000000000031,0,0.0342275463804906,7,0.045714285714285756,0.4891066692968373,0.020000000000003126,42.31999999999999,179.11307742306633
119,out,42.5,42.68,0.1799999999999997,0.0399999999999991,0,0.0525539837426579,3,0.059999999999999894,0.6160332100980916,0.03999999999999915,42.59,188.55906019246058
120,the,42.72,42.76,0.0399999999999991,0.0399999999999991,0,0.0232069227430555,3,0.013333333333333032,0.5131890321882655,0.03999999999999915,42.739999999999995,194.6098602937709
121,republic,42.8,43.3,0.5,0.0400000000000062,0,0.0357569660351119,8,0.0625,0.4615802447910933,0.04000000000000625,43.05,162.7694602703264
122,in,43.34,43.4,0.0599999999999951,0.0399999999999991,0,0.0364103656056606,2,0.02999999999999755,0.39349058574939755,0.03999999999999915,43.370000000000005,171.39778397815647
123,october,43.44,43.88,0.4400000000000048,0.0599999999999951,0,0.0343550267452506,7,0.06285714285714354,0.45103941945501885,0.05999999999999517,43.66,158.26066746710663
124,surprise,43.94,44.64,0.7000000000000028,0.0799999999999983,0,0.0331495150957518,8,0.08750000000000036,0.428858572023816,0.0799999999999983,44.29,184.77309176430123
125,hunter's,44.72,45.0,0.2800000000000011,0.0399999999999991,0,0.0277541135559971,8,0.035000000000000135,0.3613004801407356,0.03999999999999915,44.86,133.02319265313608
126,laptop,45.04,45.58,0.5399999999999991,0.5799999999999983,0,0.0315379511752376,6,0.08999999999999986,0.4326585063207203,0.5799999999999983,45.31,155.19916825694648
127,by,46.16,46.32,0.1600000000000037,0.0600000000000022,0,0.043031753055633,2,0.08000000000000185,0.6251317880122406,0.060000000000002274,46.239999999999995,164.70726915955444
128,in,46.38,46.44,0.0599999999999951,0.0600000000000022,0,0.0267440092356387,2,0.02999999999999755,0.32160323295149884,0.060000000000002274,46.41,148.65741522405563
129,china,46.5,46.84,0.3400000000000034,0.0399999999999991,0,0.0319788152891364,5,0.06800000000000068,0.5628913652352837,0.03999999999999915,46.67,160.20737058605573
130,connections,46.88,47.44,0.5599999999999952,0.0600000000000022,0,0.0296174331432721,11,0.05090909090909047,0.40086843190066346,0.060000000000002274,47.16,144.34449543462975
131,totally,47.5,47.9,0.3999999999999986,0.0399999999999991,0,0.0355868298450565,7,0.05714285714285694,0.511158474207276,0.03999999999999915,47.7,142.62338725600688
132,ignored,47.94,48.4,0.4600000000000008,0.5600000000000023,0,0.0206318038884768,7,0.06571428571428582,0.2924950823664572,0.5600000000000023,48.17,117.91360827097844
133,a,48.96,49.04,0.0799999999999983,0.0600000000000022,1,0.0111146957155257,1,0.0799999999999983,0.5022744182318224,0.060000000000002274,49.0,147.43990658481064
134,new,49.1,49.26,0.1599999999999966,0.0600000000000022,1,0.0545949222279243,3,0.0533333333333322,0.4624330723168449,0.060000000000002274,49.18,278.976625743284
135,book,49.32,49.66,0.3399999999999963,0.4200000000000017,1,0.0400683161448173,4,0.08499999999999908,0.4695992291495834,0.4200000000000017,49.489999999999995,198.68613513668382
136,claims,50.08,50.42,0.3400000000000034,0.019999999999996,0,0.0387929891194759,6,0.05666666666666723,0.46256051630575107,0.01999999999999602,50.25,197.8499432427618
137,the,50.44,50.5,0.0600000000000022,0.0600000000000022,0,0.0537311556838447,3,0.020000000000000732,0.6614553633309316,0.060000000000002274,50.47,186.98577520968055
138,biden,50.56,50.88,0.3200000000000003,0.0599999999999951,0,0.0489833425232072,5,0.06400000000000006,0.5309444902986966,0.05999999999999517,50.72,255.62906355497702
139,family,50.94,51.32,0.3800000000000025,0.0799999999999983,0,0.0444871078656928,6,0.06333333333333376,0.5608696389510776,0.0799999999999983,51.129999999999995,194.1251024681799
140,own,51.4,51.66,0.259999999999998,0.1000000000000014,0,0.0460632819271037,3,0.086666666666666,0.46401726334321436,0.10000000000000142,51.53,218.24851870824804
141,slaves,51.76,52.62,0.8599999999999994,0.480000000000004,0,0.0356033591538147,6,0.14333333333333323,0.4000509475648605,0.480000000000004,52.19,189.04363685860034
142,geneologists,53.1,54.1,1.0,0.0599999999999951,0,0.0442427184089781,12,0.08333333333333333,0.5456696475932097,0.05999999999999517,53.6,199.86216535909188
143,uncovered,54.16,54.68,0.5200000000000031,0.0200000000000031,0,0.037316060660918,9,0.05777777777777812,0.4847528411380514,0.020000000000003126,54.42,174.31717249551153
144,evidence,54.7,55.14,0.4399999999999977,0.0399999999999991,0,0.0390308594806885,8,0.054999999999999716,0.4729305530229215,0.03999999999999915,54.92,163.57541791636478
145,that,55.18,55.3,0.1199999999999974,0.0800000000000054,0,0.0464096876679274,4,0.02999999999999935,0.6262361021223629,0.0800000000000054,55.239999999999995,162.01065252596862
146,jose,55.38,55.68,0.2999999999999971,0.0399999999999991,0,0.0496789333951896,4,0.07499999999999928,0.5107883088594384,0.03999999999999915,55.53,216.89120368163606
147,ancestors,55.72,56.38,0.6600000000000037,0.0399999999999991,0,0.0394530518148507,9,0.07333333333333375,0.43738266614684035,0.03999999999999915,56.05,205.526941886726
148,on,56.42,56.52,0.1000000000000014,0.0399999999999991,0,0.0441392271426799,2,0.0500000000000007,0.4915043547048882,0.03999999999999915,56.47,184.94012537500058
149,his,56.56,56.66,0.0999999999999943,0.0400000000000062,0,0.0362758437522144,3,0.03333333333333143,0.37630762275805046,0.04000000000000625,56.61,144.41519748862544
150,dad's,56.7,57.04,0.3399999999999963,0.0,0,0.037130027385303,5,0.06799999999999926,0.5369936035804208,0.0,56.870000000000005,180.12312298984202
151,side,57.04,57.34,0.3000000000000042,0.3999999999999986,0,0.0470114410238921,4,0.07500000000000105,0.5547088994094446,0.3999999999999986,57.19,217.00431365479176
152,held,57.74,57.96,0.2199999999999988,0.0600000000000022,0,0.0467395267396139,4,0.0549999999999997,0.5836935029949818,0.060000000000002274,57.85,243.87340562495464
153,black,58.02,58.34,0.3200000000000003,0.019999999999996,0,0.042191704384594,5,0.06400000000000006,0.536395532571095,0.01999999999999602,58.18000000000001,208.1614032432366
154,slaves,58.36,58.82,0.4600000000000008,0.0600000000000022,0,0.0477640655376167,6,0.0766666666666668,0.5509387751240307,0.060000000000002274,58.59,196.06040399563886
155,here,58.88,59.2,0.3200000000000003,0.0599999999999951,0,0.050855253829437,4,0.08000000000000007,0.564672637521186,0.05999999999999517,59.040000000000006,223.08657767770313
156,in,59.26,59.32,0.0600000000000022,0.0200000000000031,0,0.0440934138683685,2,0.0300000000000011,0.42503575092234697,0.020000000000003126,59.29,188.07916943023224
157,the,59.34,59.4,0.0599999999999951,0.0600000000000022,0,0.0447515486229213,3,0.019999999999998366,0.5408498857135116,0.060000000000002274,59.370000000000005,209.08273259201587
158,nineteenth,59.46,60.04,0.5799999999999983,0.0399999999999991,0,0.0252370599455434,10,0.05799999999999983,0.3769352655059584,0.03999999999999915,59.75,150.14686420202398
159,century,60.08,60.62,0.5399999999999991,0.5800000000000054,0,0.0291439910834848,7,0.07714285714285703,0.4017277032882561,0.5800000000000054,60.349999999999994,183.47782834987848
160,the,61.2,61.26,0.0599999999999951,0.0600000000000022,0,0.0151809957652765,3,0.019999999999998366,0.4463161612860301,0.060000000000002274,61.230000000000004,172.46087426887118
161,media,61.32,61.64,0.3200000000000003,0.0399999999999991,0,0.0511761403678496,5,0.06400000000000006,0.5719594466993333,0.03999999999999915,61.480000000000004,217.7963270394256
162,brush,61.68,61.98,0.2999999999999971,0.0600000000000022,0,0.0452999169774246,5,0.05999999999999942,0.5463993875609389,0.060000000000002274,61.83,175.77612034942925
163,that,62.04,62.26,0.2199999999999988,0.0200000000000031,0,0.0478104351722341,4,0.0549999999999997,0.6675250917891156,0.020000000000003126,62.15,197.6413069040561
164,aside,62.28,62.68,0.3999999999999986,0.0399999999999991,0,0.0356292205602944,5,0.07999999999999971,0.49217828836818917,0.03999999999999915,62.480000000000004,137.63382254118454
165,before,62.72,63.0,0.2800000000000011,0.0399999999999991,0,0.0282634714100018,6,0.04666666666666685,0.38497808855940724,0.03999999999999915,62.86,134.36310497419265
166,the,63.04,63.1,0.0600000000000022,0.0399999999999991,0,0.0418436709264869,3,0.020000000000000732,0.6702796324887542,0.03999999999999915,63.07,148.20886130642242
167,election,63.14,63.56,0.4200000000000017,0.0599999999999951,0,0.0331365784897478,8,0.05250000000000021,0.4366442143987247,0.05999999999999517,63.35,141.19685520884047
168,also,63.62,64.0,0.3800000000000025,0.4200000000000017,0,0.044208221125964,4,0.09500000000000063,0.5372872722096061,0.4200000000000017,63.81,174.74185069259144
