,Word,Start,End,length,time_spent,std_time_spent,pitch,amplitude2,time,post_space,speed
45,will,29.48,29.64,4,0.16,0.04,,0.193725875,29.560000000000002,0.05999999999999872,25.0
46,those,29.7,29.92,5,0.22,0.044,,0.276582347,29.810000000000002,0.0799999999999983,22.727272727272727
47,passions,30.0,30.48,8,0.48,0.06,,0.284050306,30.240000000000002,0.05999999999999872,16.666666666666668
48,red,30.54,30.86,3,0.32,0.10666666666666667,,0.170009664,30.7,0.6000000000000014,9.375
49,but,31.46,31.6,3,0.14,0.04666666666666667,,0.322632591,31.53,0.03999999999999915,21.428571428571427
50,she,31.64,31.74,3,0.1,0.03333333333333333,,0.39380914,31.689999999999998,0.0400000000000027,30.0
51,had,31.78,31.9,3,0.12,0.04,,0.223485994,31.84,0.0400000000000027,25.0
52,survive,31.94,32.58,7,0.64,0.09142857142857143,,0.286331006,32.26,0.20000000000000284,10.9375
53,stamped,32.78,33.24,7,0.46,0.06571428571428571,,0.370974541,33.010000000000005,0.01999999999999602,15.217391304347826
54,on,33.26,33.36,2,0.1,0.05,,0.279694855,33.31,0.03999999999999915,20.0
55,these,33.4,33.62,5,0.22,0.044,,0.30594982,33.51,0.060000000000002274,22.727272727272727
56,lifeless,33.68,34.14,8,0.46,0.0575,,0.267008495,33.91,0.060000000000002274,17.391304347826086
57,things,34.2,34.68,6,0.48,0.08,,0.250455084,34.44,0.5799999999999983,12.5
58,the,35.26,35.34,3,0.08,0.02666666666666667,,0.273388465,35.3,0.0799999999999983,37.5
59,hand,35.42,35.66,4,0.24,0.06,,0.33959465,35.54,0.020000000000003126,16.666666666666668
60,that,35.68,35.82,4,0.14,0.035,,0.164213777,35.75,0.060000000000002274,28.57142857142857
61,mocked,35.88,36.2,6,0.32,0.05333333333333334,,0.240449769,36.040000000000006,0.0799999999999983,18.75
62,them,36.28,36.54,4,0.26,0.065,,0.22044676,36.41,0.17999999999999972,15.384615384615383
63,and,36.72,36.84,3,0.12,0.04,,0.181721568,36.78,0.01999999999999602,25.0
64,the,36.86,36.92,3,0.06,0.02,,0.232058465,36.89,0.05999999999999517,50.0
65,heart,36.98,37.28,5,0.3,0.06,,0.203606936,37.129999999999995,0.0799999999999983,16.666666666666668
66,that,37.36,37.52,4,0.16,0.04,,0.160679102,37.44,0.0799999999999983,25.0
67,fed,37.6,37.92,3,0.32,0.10666666666666667,,0.164425015,37.760000000000005,0.4799999999999969,9.375
68,and,38.4,38.6,3,0.2,0.06666666666666667,,0.386362712,38.5,0.03999999999999915,15.0
69,on,38.64,38.74,2,0.1,0.05,,0.473395497,38.69,0.03999999999999915,20.0
70,the,38.78,38.84,3,0.06,0.02,,0.360078782,38.81,0.05999999999999517,50.0
71,pedestal,38.9,39.46,8,0.56,0.07,,0.328780254,39.18,0.03999999999999915,14.285714285714285
72,lease,39.5,39.76,5,0.26,0.052000000000000005,,0.303947752,39.629999999999995,0.03999999999999915,19.23076923076923
73,words,39.8,40.08,5,0.28,0.05600000000000001,,0.241181533,39.94,0.020000000000003126,17.857142857142854
74,appear,40.1,40.54,6,0.44,0.07333333333333333,,0.147067095,40.32,0.5399999999999991,13.636363636363637
75,my,41.08,41.26,2,0.18,0.09,,0.329302583,41.17,0.0800000000000054,11.11111111111111
76,name,41.34,41.64,4,0.3,0.075,,0.254358365,41.49,0.03999999999999915,13.333333333333334
77,is,41.68,41.8,2,0.12,0.06,,0.400594902,41.739999999999995,0.04000000000000625,16.666666666666668
78,osimundia's,41.84,42.88,11,1.04,0.09454545454545454,,0.206453535,42.36,0.1599999999999966,10.576923076923077
79,king,43.04,43.36,4,0.32,0.08,,0.219978929,43.2,0.020000000000003126,12.5
80,of,43.38,43.48,2,0.1,0.05,,0.225795507,43.43,0.060000000000002274,20.0
81,kings,43.54,44.08,5,0.54,0.10800000000000001,,0.313484814,43.81,0.8999999999999986,9.25925925925926
82,look,44.98,45.18,4,0.2,0.05,,0.306593657,45.08,0.03999999999999915,20.0
83,on,45.22,45.36,2,0.14,0.07,,0.441080252,45.29,0.060000000000002274,14.285714285714285
84,my,45.42,45.54,2,0.12,0.06,,0.398811913,45.480000000000004,0.0799999999999983,16.666666666666668
85,works,45.62,46.04,5,0.42,0.08399999999999999,,0.223505444,45.83,0.0799999999999983,11.904761904761905
86,year,46.12,46.32,4,0.2,0.05,,0.215878412,46.22,0.03999999999999915,20.0
87,mighty,46.36,46.72,6,0.36,0.06,,0.277998894,46.54,0.10000000000000142,16.666666666666668
88,and,46.82,46.9,3,0.08,0.02666666666666667,,0.223634283,46.86,0.060000000000002274,37.5
89,despair,46.96,47.54,7,0.58,0.08285714285714285,,0.187972832,47.25,0.38000000000000256,12.06896551724138
90,nothing,47.92,48.22,7,0.3,0.04285714285714286,,0.249969813,48.07,0.03999999999999915,23.333333333333336
91,beside,48.26,48.72,6,0.46,0.07666666666666667,,0.248060775,48.489999999999995,0.03999999999999915,13.043478260869565
92,remains,48.76,49.36,7,0.6,0.08571428571428572,,0.207977001,49.06,0.7000000000000028,11.666666666666668
93,round,50.06,50.38,5,0.32,0.064,,0.352566583,50.22,0.03999999999999915,15.625
94,the,50.42,50.5,3,0.08,0.02666666666666667,,0.241136392,50.46,0.060000000000002274,37.5
95,decay,50.56,51.14,5,0.58,0.11599999999999999,,0.183701897,50.85,0.17999999999999972,8.620689655172415
96,of,51.32,51.44,2,0.12,0.06,,0.323274684,51.379999999999995,0.0800000000000054,16.666666666666668
97,that,51.52,51.76,4,0.24,0.06,,0.254775958,51.64,0.12000000000000455,16.666666666666668
98,colossal,51.88,52.38,8,0.5,0.0625,,0.290634292,52.13,0.03999999999999915,16.0
99,wreck,52.42,52.84,5,0.42,0.08399999999999999,,0.184179756,52.63,0.259999999999998,11.904761904761905
100,boundless,53.1,53.64,9,0.54,0.060000000000000005,,0.247543077,53.370000000000005,0.03999999999999915,16.666666666666664
101,and,53.68,53.78,3,0.1,0.03333333333333333,,0.230652952,53.730000000000004,0.060000000000002274,30.0
102,bear,53.84,54.22,4,0.38,0.095,,0.157943389,54.03,0.759999999999998,10.526315789473685
103,the,54.98,55.12,3,0.14,0.04666666666666667,,0.329547564,55.05,0.03999999999999915,21.428571428571427
104,loan,55.16,55.46,4,0.3,0.075,,0.316135186,55.31,0.0799999999999983,13.333333333333334
105,and,55.54,55.68,3,0.14,0.04666666666666667,,0.302608748,55.61,0.0799999999999983,21.428571428571427
106,level,55.76,56.02,5,0.26,0.052000000000000005,,0.196410027,55.89,0.05999999999999517,19.23076923076923
107,sands,56.08,56.62,5,0.54,0.10800000000000001,,0.285893855,56.349999999999994,0.22000000000000597,9.25925925925926
108,stretch,56.84,57.26,7,0.42,0.06,,0.394979265,57.05,0.060000000000002274,16.666666666666668
109,farther,57.32,57.7,7,0.38,0.054285714285714284,,0.253405601,57.510000000000005,0.03999999999999915,18.42105263157895
110,way,57.74,58.1,3,0.36,0.12,,0.150292754,57.92,0.0,8.333333333333334
