,Unnamed: 0.1,Unnamed: 0.1.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,amplitude2,time,speed
30,30,30,visage,14.94,15.39,100.0,0.45,6,0.075,0.0,0.6583327581116288,0.6938845133860441,15.165,13.333333333333332
31,31,31,lies,15.39,16.08,100.0,0.69,4,0.1725,0.360000000000003,0.3368734734310648,0.5647422673612138,15.735,5.797101449275363
32,32,32,whose,16.44,16.65,100.0,0.21,5,0.041999999999999996,0.0,0.4606686896540067,0.4516206123600557,16.545,23.80952380952381
33,33,33,frown,16.65,17.16,100.0,0.51,5,0.10200000000000001,0.0,0.4291894371209724,0.7769201657598724,16.905,9.803921568627452
34,34,34,and,17.16,17.37,100.0,0.21,3,0.06999999999999999,0.0,0.7172026659457773,0.5996323035442326,17.265,14.285714285714286
35,35,35,wrinkled,17.37,17.82,100.0,0.45,8,0.05625,0.030000000000001137,0.5699034329339573,0.6903032833874337,17.595,17.77777777777778
36,36,36,lip,17.85,18.21,100.0,0.36,3,0.12,0.4499999999999993,0.088108376365314,0.3882352145592753,18.03,8.333333333333334
37,37,37,and,18.66,18.75,100.0,0.09,3,0.03,0.0,0.6564456535745402,0.7229126142875959,18.705,33.333333333333336
38,38,38,sneer,18.75,19.35,100.0,0.6,5,0.12,0.0,0.7845845024778269,0.7153974215565093,19.05,8.333333333333334
39,39,39,of,19.35,19.56,100.0,0.21,2,0.105,0.0,0.3885371140787235,0.7359400673046754,19.455,9.523809523809524
40,40,40,cold,19.56,19.86,100.0,0.3,4,0.075,0.0,0.2802381322282321,0.6230636618800053,19.71,13.333333333333334
41,41,41,command,19.86,20.43,100.0,0.57,7,0.08142857142857142,0.4499999999999993,0.0864383104684713,0.4755726322154999,20.145,12.280701754385966
42,42,42,tell,20.88,21.18,100.0,0.3,4,0.075,0.0,1.0,1.0,21.03,13.333333333333334
43,43,43,that,21.18,21.36,100.0,0.18,4,0.045,0.0,0.6919521817756384,0.7398496163808185,21.27,22.22222222222222
44,44,44,it's,21.36,21.51,100.0,0.15,4,0.0375,0.0,0.3046460657837181,0.54756499098916,21.435000000000002,26.666666666666668
45,45,45,sculptor,21.51,22.11,100.0,0.6,8,0.075,0.0,0.0118663868746231,0.484700532400556,21.810000000000002,13.333333333333334
46,46,46,well,22.11,22.47,100.0,0.36,4,0.09,0.0,0.2949972896456446,0.6453842021520577,22.29,11.11111111111111
47,47,47,those,22.47,22.77,100.0,0.3,5,0.06,0.0,0.6044512036513006,0.6608814217718442,22.619999999999997,16.666666666666668
48,48,48,passions,22.77,23.37,100.0,0.6,8,0.075,0.0,0.4736280651503138,0.643124487595584,23.07,13.333333333333334
49,49,49,read,23.37,23.76,100.0,0.39,4,0.0975,0.0,0.0872747435654003,0.3911232120081254,23.565,10.256410256410255
50,50,50,which,23.76,24.03,100.0,0.27,5,0.054000000000000006,0.0,0.1064964025268085,0.5063179272251338,23.895000000000003,18.51851851851852
51,51,51,yet,24.03,24.36,100.0,0.33,3,0.11,0.0,0.2070881689146379,0.5695102961769337,24.195,9.09090909090909
52,52,52,survive,24.36,25.08,100.0,0.72,7,0.10285714285714286,0.6000000000000014,0.6288775328572066,0.7014421443673374,24.72,9.722222222222223
53,53,53,stamped,25.68,26.165991,100.0,0.485991,7,0.06942728571428572,0.024008999999999503,0.1082207979231196,0.5729216489831572,25.9229955,14.403558913642433
54,54,54,tony,26.19,26.64,64.7126,0.45,4,0.1125,0.0,0.7128262080429818,0.7005020472770672,26.415,8.88888888888889
55,55,55,these,26.64,26.88,100.0,0.24,5,0.048,0.5100000000000016,0.4012974719013051,0.4878737427007971,26.759999999999998,20.833333333333336
56,56,56,lifeless,27.39,27.99,100.0,0.6,8,0.075,0.0,0.1103467892343104,0.5250124636755406,27.689999999999998,13.333333333333334
57,57,57,things,27.99,28.56,100.0,0.57,6,0.09499999999999999,1.9200000000000017,0.510020026906423,0.6018567950810026,28.275,10.526315789473685
58,58,58,the,30.48,30.63,100.0,0.15,3,0.049999999999999996,0.0,0.696026523734922,0.7953948858091437,30.555,20.0
59,59,59,hand,30.63,30.99,100.0,0.36,4,0.09,0.0,0.4400428253834786,0.6834919193748253,30.81,11.11111111111111
60,60,60,that,30.99,31.14,100.0,0.15,4,0.0375,0.0,0.5257594269635659,0.519272021949079,31.064999999999998,26.666666666666668
61,61,61,mocked,31.14,31.5,100.0,0.36,6,0.06,0.0,0.3104850199818828,0.6059058990900825,31.32,16.666666666666668
62,62,62,them,31.5,31.86,100.0,0.36,4,0.09,0.480000000000004,0.3083718786002875,0.4164367274569187,31.68,11.11111111111111
63,63,63,and,32.34,32.425052,58.4677,0.085052,3,0.028350666666666666,0.0,0.351177654835732,0.5507783666446295,32.382526,35.272539152518455
64,64,64,the,32.425052,32.493442,100.0,0.06839,3,0.02279666666666667,0.0,0.4995196871253274,0.5556711550084045,32.459247000000005,43.86606228980845
65,65,65,art,32.493442,32.79,85.8778,0.296558,3,0.09885266666666666,0.0,0.5292840266975272,0.6412507338301497,32.641721000000004,10.116064985601469
66,66,66,that,32.79,32.94,100.0,0.15,4,0.0375,0.0,0.241113826800901,0.4329624835741558,32.864999999999995,26.666666666666668
67,67,67,fed,32.94,33.33,100.0,0.39,3,0.13,1.0799999999999983,0.1248244826721798,0.5003429787222644,33.135,7.692307692307692
68,68,68,and,34.41,34.53,100.0,0.12,3,0.04,0.0,0.5368187156948377,0.6182808660291591,34.47,25.0
69,69,69,on,34.53,34.71,100.0,0.18,2,0.09,0.0,0.6670068137643806,0.7919645518811266,34.620000000000005,11.11111111111111
70,70,70,the,34.71,34.83,100.0,0.12,3,0.04,0.0,0.7112272045994674,0.4884735382461599,34.769999999999996,25.0
71,71,71,pedestal,34.83,35.49,100.0,0.66,8,0.0825,0.0,0.1698728423219045,0.6048887526715855,35.16,12.121212121212121
72,72,72,these,35.49,35.85,100.0,0.36,5,0.072,0.0,0.2996870438232458,0.5280379149655674,35.67,13.88888888888889
73,73,73,words,35.85,36.21,100.0,0.36,5,0.072,0.0,0.1790114842769707,0.5276602765903979,36.03,13.88888888888889
74,74,74,appear,36.21,36.66,100.0,0.45,6,0.075,1.7700000000000031,0.1292254403058081,0.4454258268769737,36.435,13.333333333333332
75,75,75,my,38.43,38.94,100.0,0.51,2,0.255,0.030000000000001137,0.3764505087708549,0.779758559556,38.685,3.9215686274509802
76,76,76,name,38.97,39.57,100.0,0.6,4,0.15,0.030000000000001137,0.4565272736604044,0.7044114602406091,39.269999999999996,6.666666666666667
77,77,77,is,39.6,39.99,100.0,0.39,2,0.195,0.14999999999999858,0.2595982160256891,0.563645151625521,39.795,5.128205128205128
78,78,78,ozymandias,40.14,41.31,100.0,1.17,10,0.11699999999999999,0.11999999999999744,0.3663530974562154,0.6952160008907117,40.725,8.547008547008547
79,79,79,king,41.43,41.82,100.0,0.39,4,0.0975,0.0,0.4955981119665144,0.6688116000055023,41.625,10.256410256410255
80,80,80,of,41.82,42.0,100.0,0.18,2,0.09,0.0,0.0488337477759705,0.3644355132117696,41.91,11.11111111111111
81,81,81,kings,42.0,42.72,100.0,0.72,5,0.144,0.75,0.1424611981605042,0.5607304752720904,42.36,6.944444444444445
82,82,82,look,43.47,43.8,100.0,0.33,4,0.0825,0.0,0.6420736546895169,0.8318625471725155,43.635,12.121212121212121
83,83,83,on,43.8,43.95,100.0,0.15,2,0.075,0.0,0.3855664766797296,0.8393316877522481,43.875,13.333333333333334
84,84,84,my,43.95,44.13,100.0,0.18,2,0.09,0.0,0.5955068255007903,0.9054246272653514,44.040000000000006,11.11111111111111
85,85,85,works,44.13,44.52,100.0,0.39,5,0.078,0.0,0.2944484893462253,0.6358753477991617,44.325,12.82051282051282
86,86,86,ye,44.52,44.67,100.0,0.15,2,0.075,0.0,0.5006065368389346,0.5493295042595662,44.595,13.333333333333334
87,87,87,mighty,44.67,45.21,100.0,0.54,6,0.09000000000000001,0.0,0.716523151776888,0.8573549445558829,44.94,11.11111111111111
88,88,88,and,45.21,45.33,100.0,0.12,3,0.04,0.0,0.4840761821738567,0.5007240741186005,45.269999999999996,25.0
89,89,89,despair,45.33,46.08,100.0,0.75,7,0.10714285714285714,4.710000000000001,0.4367881626768611,0.8264590772262741,45.705,9.333333333333334
90,90,90,nothing,50.79,51.12,100.0,0.33,7,0.047142857142857146,0.0,0.5055790504895513,0.61449290721794,50.955,21.21212121212121
91,91,91,beside,51.12,51.6,100.0,0.48,6,0.08,0.0,0.4456041614570789,0.6503569860321214,51.36,12.5
92,92,92,remains,51.6,52.2,100.0,0.6,7,0.08571428571428572,0.8099999999999952,0.631328645407122,0.6354382351733329,51.900000000000006,11.666666666666668
93,93,93,round,53.01,53.31,100.0,0.3,5,0.06,0.0,0.4198137309792802,0.6936290776114087,53.16,16.666666666666668
94,94,94,the,53.31,53.4,100.0,0.09,3,0.03,0.0,0.5357755686480624,0.635066785193047,53.355000000000004,33.333333333333336
95,95,95,decay,53.4,53.88,100.0,0.48,5,0.096,0.0,0.4444260163174661,0.6371817033415316,53.64,10.416666666666668
96,96,96,of,53.88,54.12,100.0,0.24,2,0.12,0.0,0.4675964862999356,0.5261622975889517,54.0,8.333333333333334
97,97,97,that,54.12,54.36,100.0,0.24,4,0.06,0.0,0.4721225354270766,0.6682717773581426,54.239999999999995,16.666666666666668
98,98,98,colossal,54.36,54.93,100.0,0.57,8,0.07125,0.060000000000002274,0.4000918492737699,0.6527946968612106,54.644999999999996,14.035087719298247
99,99,99,wreck,54.99,55.35,100.0,0.36,5,0.072,0.4799999999999969,0.0,0.4116836186130179,55.17,13.88888888888889
100,100,100,boundless,55.83,56.7,100.0,0.87,9,0.09666666666666666,0.0,0.4413203950526986,0.6454216736426693,56.265,10.344827586206897
101,101,101,and,56.7,56.85,100.0,0.15,3,0.049999999999999996,0.0,0.3517058975601577,0.4612791954817128,56.775000000000006,20.0
102,102,102,bare,56.85,57.36,100.0,0.51,4,0.1275,0.240000000000002,0.2186262370393991,0.5548802430010995,57.105000000000004,7.8431372549019605
103,103,103,the,57.6,57.78,100.0,0.18,3,0.06,0.0,0.6629420786802893,0.9292065091133246,57.69,16.666666666666668
104,104,104,lone,57.78,58.38,100.0,0.6,4,0.15,0.0,0.4742612559644475,0.601010031157593,58.08,6.666666666666667
105,105,105,and,58.38,58.47,100.0,0.09,3,0.03,0.0,0.4492613582656055,0.5056055154663415,58.425,33.333333333333336
106,106,106,level,58.47,58.83,100.0,0.36,5,0.072,0.0,0.2732810658081374,0.449865053981599,58.65,13.88888888888889
107,107,107,sands,58.83,59.46,100.0,0.63,5,0.126,1.019999999999996,0.105649864586163,0.4384039287532244,59.144999999999996,7.936507936507937
108,108,108,stretch,60.48,60.87,100.0,0.39,7,0.055714285714285716,0.0,0.3224063376831158,0.6699619154934824,60.675,17.94871794871795
109,109,109,far,60.87,61.2,100.0,0.33,3,0.11,0.0,0.2246400361775023,0.5799517276321594,61.035,9.09090909090909
110,110,110,away,61.2,61.59,100.0,0.39,4,0.0975,0.0,0.2191146517240352,0.4921147124016021,61.395,10.256410256410255
